b_number,gene_name
b1092,fabD
b1091,fabH
b2323,fabB
b1095,fabF
b1093,fabG
b0954,fabA
b0180,fabZ
b1288,fabI
b0494,tesA
b0452,tesB
b1253,yciA
b0443,fadM
b4069,acs
b0335,prpE
b1701,fadK
b1805,fadD
b4041,plsB
b1090,plsX
b3059,plsY
b3018,plsC
