b_number,gene_name
b1507,hipA
b2060,wzc
b0981,etk
b0400,phoR
b1129,phoQ
b3404,envZ
b1609,rstB
b3911,cpxA
b4399,creC
b2078,baeS
b4112,basS
b0570,cusS
b3026,qseC
b0695,kdpD
b0993,torS
b3210,arcB
b1968,hprS
b1222,narX
b2469,narQ
b3668,uhpB
b2216,rcsD
b2218,rcsC
b2786,barA
b2370,evgS
b0619,dpiB
b4125,dcuS
b2126,btsS
b2380,ypdA
b3869,glnL
b4003,zraS
b2219,atoS
b2556,glrK
b1888,cheA
