b_number,gene_name
b3429,glgA
b3533,bcsA
b3208,mtgA
b2519,pbpC
b0149,mrcB
b3396,mrcA
b0182,lpxB
b2257,arnT
b3633,waaA
b3624,waaZ
b3621,waaC
b3620,waaF
b3632,waaQ
b3623,waaU
b3627,waaO
b3626,waaJ
b3631,waaG
b3628,waaB
b3615,waaH
b3629,waaS
b3784,rfe
b2055,wcaE
b2057,wcaC
b3794,rffM
b4481,rffT
b3793,wzyE
b1049,opgH
b1022,pgaC
b1896,otsA
b2044,wcaL
