FOV_ID_ss	channel_ID_ss	elongation_rate_ss	gen_time_min_ss	s_b_um_ss	s_d_um_ss	delta_s_ss
21	60	0.0211912	51	1.755	3.835	2.08
21	60	0.0187859	48	1.82	3.38	1.56
21	60	0.0205879	48	1.69	3.445	1.755
21	60	0.0195949	63	1.755	4.29	2.535
21	60	0.0183322	36	2.405	3.77	1.365
21	60	0.0190219	63	2.015	4.55	2.535
21	60	0.0205022	45	2.34	4.55	2.21
21	60	0.018499	51	2.015	4.03	2.015
21	60	0.0190871	54	1.95	4.095	2.145
21	60	0.01991	48	2.145	4.16	2.015
21	60	0.0191235	57	1.95	3.835	1.885
21	60	0.0198453	60	1.95	4.94	2.99
21	60	0.0214809	42	2.34	4.29	1.95
21	60	0.0184984	51	2.145	4.29	2.145
21	60	0.0169998	42	2.275	3.77	1.495
21	60	0.0198533	57	1.885	4.16	2.275
21	60	0.0195801	45	2.08	3.705	1.625
21	60	0.0182991	54	1.755	3.575	1.82
21	60	0.0165502	60	1.69	3.705	2.015
21	60	0.0177844	60	1.625	4.16	2.535
21	60	0.0181802	57	2.015	4.095	2.08
21	60	0.0193871	60	1.885	4.16	2.275
21	60	0.0169452	60	2.08	4.225	2.145
21	60	0.019318	48	2.21	4.225	2.015
21	60	0.0181963	45	2.145	4.03	1.885
21	60	0.0208029	57	1.885	4.745	2.86
21	60	0.0201288	48	2.145	4.225	2.08
21	60	0.0163273	51	2.015	3.64	1.625
21	60	0.0192953	66	1.56	3.705	2.145
21	60	0.0207344	54	1.82	4.16	2.34
21	60	0.0188269	63	1.885	4.55	2.665
21	70	0.0184375	54	1.69	3.575	1.885
21	70	0.0200671	57	1.625	3.64	2.015
21	70	0.0188904	57	1.95	4.095	2.145
21	70	0.0172978	63	2.015	4.29	2.275
21	70	0.0189739	39	2.21	3.64	1.43
21	70	0.0172207	51	1.69	3.445	1.755
21	70	0.0189656	72	1.495	3.835	2.34
21	70	0.0192642	42	2.015	3.51	1.495
21	70	0.0194279	60	1.82	4.095	2.275
21	70	0.0195957	42	2.145	3.835	1.69
21	70	0.0203389	45	1.95	3.77	1.82
21	70	0.0196088	42	1.885	3.64	1.755
21	70	0.0200092	60	1.755	4.095	2.34
21	70	0.0195564	45	2.145	4.095	1.95
21	70	0.0198906	48	1.885	3.77	1.885
21	70	0.0184843	45	2.08	3.575	1.495
21	70	0.0190571	54	1.82	3.965	2.145
21	70	0.0188676	51	1.885	3.835	1.95
21	70	0.0216156	48	1.885	3.445	1.56
21	70	0.0179345	60	1.625	3.835	2.21
21	70	0.0181245	51	2.015	3.965	1.95
21	70	0.0190363	42	2.145	3.705	1.56
21	70	0.0173436	63	1.95	4.225	2.275
21	70	0.0195923	51	2.08	4.16	2.08
21	70	0.019083	48	2.145	4.03	1.885
21	70	0.0209777	48	1.82	3.705	1.885
21	70	0.0194763	54	1.885	4.095	2.21
21	70	0.0190236	54	1.95	3.9	1.95
21	70	0.0180862	63	1.755	4.095	2.34
21	70	0.0193374	45	1.885	3.575	1.69
21	70	0.0197381	66	1.56	4.615	3.055
21	70	0.0196981	51	1.95	4.095	2.145
21	70	0.0189241	39	2.015	3.445	1.43
21	80	0.0175061	51	2.6	4.94	2.34
21	80	0.0192583	30	2.535	3.705	1.17
21	80	0.0170482	51	1.755	3.51	1.755
21	80	0.0210043	54	1.885	3.705	1.82
21	80	0.0202717	54	2.015	4.355	2.34
21	80	0.0184629	42	2.535	4.355	1.82
21	80	0.0168184	60	2.275	5.005	2.73
21	80	0.0189675	42	2.665	4.68	2.015
21	80	0.0171073	48	2.73	4.94	2.21
21	80	0.0174706	48	2.795	5.07	2.275
21	80	0.0187863	45	2.795	5.07	2.275
21	80	0.0179303	42	2.6	4.42	1.82
21	80	0.0184837	51	2.275	4.355	2.08
21	80	0.0210419	42	2.21	4.225	2.015
21	80	0.0173421	42	2.405	4.03	1.625
21	80	0.0196918	51	2.08	4.225	2.145
21	80	0.017796	42	2.34	4.095	1.755
21	80	0.0189223	45	1.95	3.575	1.625
21	80	0.0195915	66	1.755	4.355	2.6
21	80	0.0177867	45	2.145	3.77	1.625
21	80	0.0204099	45	2.08	3.705	1.625
21	80	0.0191595	42	1.885	3.51	1.625
21	80	0.0178545	51	1.755	3.51	1.755
21	80	0.0175249	66	1.755	4.225	2.47
21	80	0.0205472	54	2.21	4.615	2.405
21	80	0.0177119	45	2.6	4.55	1.95
21	80	0.0204806	48	2.145	4.16	2.015
21	80	0.0204738	45	2.21	4.29	2.08
21	80	0.0191907	51	2.21	4.29	2.08
21	80	0.0200666	42	2.08	3.64	1.56
21	80	0.0197153	57	1.69	4.095	2.405
21	80	0.0187441	54	1.885	4.225	2.34
21	80	0.0196264	51	2.21	4.55	2.34
21	80	0.018129	48	2.34	4.29	1.95
21	80	0.0191946	42	2.21	4.03	1.82
21	170	0.0200083	51	1.885	3.835	1.95
21	170	0.0219161	51	1.82	4.29	2.47
21	180	0.0208975	54	1.69	3.77	2.08
21	180	0.0216723	48	1.885	3.705	1.82
21	180	0.02414	54	1.69	4.16	2.47
21	180	0.0202194	48	2.015	4.095	2.08
21	180	0.0214014	36	2.015	3.51	1.495
21	180	0.0209073	57	1.755	3.835	2.08
21	180	0.022456	54	1.755	4.03	2.275
21	180	0.021132	45	2.08	4.095	2.015
21	191	0.0224393	54	1.56	3.64	2.08
21	191	0.0246951	42	1.755	3.64	1.885
21	191	0.0205724	57	1.625	3.64	2.015
21	191	0.0231442	48	1.755	3.835	2.08
21	191	0.0222125	45	1.82	3.64	1.82
21	200	0.0203464	45	2.015	3.835	1.82
21	200	0.0194811	63	1.755	4.29	2.535
21	200	0.0204543	48	1.885	3.9	2.015
21	200	0.019827	57	1.885	3.835	1.95
21	330	0.0188772	54	1.69	3.51	1.82
21	330	0.0191592	57	1.755	3.965	2.21
21	330	0.0210344	42	1.82	3.38	1.56
21	330	0.020312	54	1.625	3.575	1.95
21	330	0.0191007	60	1.69	3.705	2.015
21	330	0.0211385	45	1.82	3.835	2.015
21	330	0.0201704	54	1.82	3.9	2.08
21	330	0.0188172	48	1.95	3.575	1.625
21	330	0.0191915	60	1.82	4.16	2.34
21	330	0.0193199	54	2.275	4.745	2.47
21	330	0.0208245	51	2.015	4.225	2.21
21	330	0.0205365	42	2.015	3.575	1.56
21	330	0.020056	51	1.82	3.835	2.015
21	330	0.0215439	54	1.625	4.485	2.86
21	330	0.0210757	45	2.21	4.42	2.21
21	330	0.0198724	42	2.015	3.705	1.69
21	330	0.0185308	60	1.95	4.42	2.47
21	330	0.0197941	42	2.405	4.29	1.885
21	330	0.020474	48	2.08	4.16	2.08
21	330	0.0175619	45	1.82	3.38	1.56
21	330	0.0180366	57	1.755	3.835	2.08
21	330	0.0176388	45	2.08	3.835	1.755
21	330	0.0183957	54	2.015	4.16	2.145
21	330	0.0216807	39	2.145	3.705	1.56
21	330	0.0208392	57	1.625	4.095	2.47
21	330	0.0174927	66	2.145	4.68	2.535
21	330	0.0190973	51	2.34	4.745	2.405
21	330	0.0206302	48	2.275	4.68	2.405
21	330	0.0196288	42	2.405	4.225	1.82
21	330	0.0173594	60	1.95	4.095	2.145
21	330	0.0162037	54	2.145	3.77	1.625
21	330	0.0143986	48	2.275	3.575	1.3
21	330	0.0185805	60	1.69	3.705	2.015
21	330	0.0197975	57	2.015	4.485	2.47
21	330	0.0150218	33	2.405	3.445	1.04
21	330	0.0197655	45	1.69	3.445	1.755
21	330	0.0204528	63	1.56	4.03	2.47
21	330	0.0199223	48	1.885	3.77	1.885
21	330	0.0221653	54	1.82	4.16	2.34
21	330	0.0210174	45	2.145	4.03	1.885
21	330	0.021078	51	1.82	4.095	2.275
21	330	0.0186591	48	1.95	3.705	1.755
21	330	0.0211699	48	1.69	3.51	1.82
21	330	0.0223184	51	1.69	3.705	2.015
21	330	0.0214033	51	1.885	4.29	2.405
21	340	0.0198319	51	1.885	3.835	1.95
21	340	0.0178641	57	1.82	3.835	2.015
21	340	0.0180435	66	1.885	4.29	2.405
21	340	0.0193747	48	2.015	3.77	1.755
21	340	0.0200169	54	1.82	3.965	2.145
21	340	0.0182086	48	1.885	3.705	1.82
21	340	0.0168014	66	1.82	4.095	2.275
21	340	0.0202396	39	2.08	3.64	1.56
21	340	0.018903	54	1.82	3.9	2.08
21	340	0.018676	45	2.015	3.705	1.69
21	340	0.0203735	51	1.885	3.9	2.015
21	340	0.0192505	57	1.885	4.29	2.405
21	340	0.0194735	60	2.21	5.07	2.86
21	340	0.0171788	45	2.665	4.225	1.56
21	340	0.0206657	42	2.405	4.16	1.755
21	340	0.0200343	51	2.015	3.705	1.69
21	340	0.0222852	45	1.95	4.16	2.21
21	340	0.0188846	54	1.885	4.355	2.47
21	340	0.0198549	42	2.275	3.705	1.43
21	340	0.0190615	63	1.82	4.29	2.47
21	340	0.0188507	48	2.275	4.095	1.82
21	340	0.0201541	57	1.95	4.55	2.6
21	340	0.0205846	45	2.34	4.615	2.275
21	340	0.0207064	33	2.145	3.38	1.235
21	340	0.0195123	51	1.885	3.835	1.95
21	340	0.0188549	57	1.755	3.835	2.08
21	340	0.0193548	54	1.82	3.9	2.08
21	340	0.0164133	69	2.015	4.42	2.405
21	340	0.0144552	45	2.405	3.965	1.56
21	340	0.017746	57	2.08	4.615	2.535
21	340	0.015623	48	2.34	3.835	1.495
21	340	0.0167961	45	1.95	3.445	1.495
21	340	0.0190792	72	1.69	4.42	2.73
21	340	0.0201393	33	2.145	3.575	1.43
21	340	0.0159463	57	1.755	3.64	1.885
21	340	0.017258	57	1.885	3.77	1.885
21	340	0.0189876	63	1.69	3.9	2.21
21	340	0.0201854	48	1.885	3.965	2.08
21	340	0.0157708	66	1.885	3.835	1.95
21	340	0.0205875	66	1.69	4.55	2.86
21	340	0.0193397	48	1.885	3.575	1.69
21	340	0.0211062	66	1.495	3.575	2.08
21	340	0.0206383	63	1.755	4.16	2.405
21	340	0.0228689	51	1.755	3.64	1.885
21	340	0.0193906	60	1.56	3.64	2.08
21	350	0.0169738	54	2.015	3.77	1.755
21	350	0.016983	60	1.885	3.965	2.08
21	350	0.0170274	51	1.95	3.51	1.56
21	350	0.0192237	54	1.755	3.77	2.015
21	350	0.0206279	48	2.015	4.03	2.015
21	350	0.0190437	48	2.145	4.095	1.95
21	350	0.0202961	48	2.145	4.225	2.08
21	350	0.0194433	42	2.08	3.51	1.43
21	350	0.0176903	69	1.755	4.55	2.795
21	350	0.0195774	36	2.21	3.77	1.56
21	350	0.0194162	54	2.015	4.095	2.08
21	350	0.0187544	51	2.34	4.485	2.145
21	350	0.01659	51	2.34	4.16	1.82
21	350	0.018275	51	2.21	4.225	2.015
21	350	0.0194748	48	2.275	4.485	2.21
21	350	0.0175273	48	2.275	4.355	2.08
21	350	0.0172638	42	2.015	3.51	1.495
21	350	0.0170705	63	1.755	3.965	2.21
21	350	0.0174479	54	2.015	3.9	1.885
21	350	0.0180276	54	2.21	4.42	2.21
21	350	0.0205564	51	2.47	5.005	2.535
21	350	0.0196051	42	2.405	4.485	2.08
21	350	0.0199375	60	2.405	5.525	3.12
21	350	0.0185978	42	2.99	5.2	2.21
21	350	0.0208375	39	2.73	4.875	2.145
21	350	0.0159027	42	2.47	3.77	1.3
21	350	0.0178668	51	2.21	3.835	1.625
21	350	0.0193328	45	2.21	4.225	2.015
21	350	0.0175819	57	2.21	4.16	1.95
21	350	0.0184827	57	2.21	4.55	2.34
21	350	0.016367	51	2.34	4.42	2.08
21	350	0.0191767	48	2.405	4.745	2.34
21	350	0.017913	54	2.34	4.875	2.535
21	350	0.0179373	48	2.34	4.29	1.95
21	350	0.0183847	48	2.08	3.77	1.69
21	350	0.0191277	54	2.08	4.355	2.275
21	350	0.020781	45	2.145	4.16	2.015
21	350	0.019352	51	2.145	4.225	2.08
21	350	0.0195438	45	2.145	4.095	1.95
21	350	0.0201645	66	1.82	4.875	3.055
21	350	0.0210594	39	2.21	3.835	1.625
21	350	0.0166629	54	2.145	4.16	2.015
21	350	0.0185729	48	1.95	3.965	2.015
21	350	0.0191589	51	2.145	3.965	1.82
21	350	0.0200676	48	2.015	3.77	1.755
21	350	0.0199447	57	2.08	4.55	2.47
21	350	0.0239437	39	2.08	4.03	1.95
21	350	0.0226094	57	1.755	4.29	2.535
21	390	0.0180226	60	2.015	4.485	2.47
21	390	0.0197219	39	2.34	3.965	1.625
21	390	0.0192418	51	2.015	4.03	2.015
21	390	0.0180426	51	2.275	4.42	2.145
21	390	0.018976	42	2.34	4.16	1.82
21	390	0.0192342	45	2.145	4.095	1.95
21	390	0.0195829	57	2.08	4.42	2.34
21	390	0.0194295	48	2.08	3.965	1.885
21	390	0.0177598	45	1.95	3.51	1.56
21	390	0.0192221	51	1.82	3.77	1.95
21	390	0.0184975	60	1.69	4.03	2.34
21	390	0.0186304	69	1.95	4.81	2.86
21	390	0.0208591	30	2.86	4.485	1.625
21	390	0.0202356	36	2.145	3.64	1.495
21	390	0.0198564	51	1.82	3.705	1.885
21	390	0.0192976	45	1.95	3.575	1.625
21	390	0.020201	51	1.82	3.38	1.56
21	390	0.0200171	54	1.755	3.64	1.885
21	390	0.0229935	57	1.56	4.42	2.86
21	390	0.0182345	57	2.08	4.55	2.47
21	390	0.0212013	39	2.015	3.445	1.43
21	390	0.0218841	57	1.56	3.835	2.275
21	390	0.0159176	60	2.015	4.095	2.08
21	390	0.0210648	45	2.34	4.615	2.275
21	390	0.021673	42	2.275	4.16	1.885
21	390	0.0148846	42	2.21	3.51	1.3
21	390	0.018169	60	1.82	4.68	2.86
21	390	0.017907	51	2.145	4.225	2.08
21	390	0.0179159	60	2.21	4.745	2.535
21	390	0.0177859	42	2.535	4.355	1.82
21	390	0.0184982	54	2.08	4.16	2.08
21	390	0.0185746	45	2.405	4.29	1.885
21	390	0.0169485	57	2.145	4.42	2.275
21	390	0.0183034	45	2.21	3.77	1.56
21	390	0.0183014	57	1.69	3.9	2.21
21	390	0.0181424	60	1.82	3.575	1.755
21	390	0.0194202	51	1.885	3.64	1.755
21	390	0.0214588	60	1.625	3.835	2.21
21	390	0.0184894	51	1.95	3.9	1.95
21	390	0.0239658	48	1.95	4.485	2.535
21	420	0.0189744	27	2.47	3.51	1.04
21	420	0.0186677	69	1.82	4.81	2.99
21	420	0.0188879	42	2.6	4.615	2.015
21	420	0.0184534	45	2.405	4.29	1.885
21	420	0.0172657	57	2.21	4.42	2.21
21	420	0.0174496	48	2.47	4.485	2.015
21	420	0.0191194	60	2.47	5.59	3.12
21	420	0.018218	36	3.185	5.005	1.82
21	420	0.0177128	57	2.405	5.07	2.665
21	420	0.0182848	36	2.665	4.095	1.43
21	420	0.0165328	63	2.34	4.94	2.6
21	420	0.0173465	42	2.73	4.615	1.885
21	420	0.0155483	60	2.47	4.745	2.275
21	420	0.0197949	45	2.795	5.2	2.405
21	420	0.017654	48	2.795	5.2	2.405
21	420	0.0176904	51	2.73	5.265	2.535
21	420	0.0203168	39	2.73	4.81	2.08
21	420	0.0157597	30	2.86	4.03	1.17
21	420	0.0158687	51	1.95	3.835	1.885
21	420	0.0165131	60	2.08	4.095	2.015
21	420	0.0156639	45	2.145	3.51	1.365
21	420	0.0170077	66	1.82	4.225	2.405
21	420	0.017356	51	2.08	3.705	1.625
21	420	0.0185293	39	2.015	3.445	1.43
21	420	0.0181919	63	1.82	4.03	2.21
21	420	0.0188619	45	2.21	4.03	1.82
21	420	0.0189485	39	2.145	3.51	1.365
21	420	0.0181206	51	1.69	3.575	1.885
21	420	0.0196416	48	1.755	3.705	1.95
21	420	0.0186521	72	1.69	4.615	2.925
21	420	0.0188938	36	2.535	4.03	1.495
21	430	0.0170474	54	1.82	3.575	1.755
21	430	0.0192313	54	1.69	3.705	2.015
21	430	0.0175252	48	1.755	3.25	1.495
21	430	0.0185974	57	1.625	3.77	2.145
21	430	0.0174175	60	1.885	3.9	2.015
21	430	0.0239717	45	1.625	3.575	1.95
21	430	0.016415	69	1.885	4.095	2.21
21	430	0.0165183	39	2.145	3.38	1.235
21	440	0.0173385	36	3.25	5.135	1.885
21	440	0.017555	45	2.86	4.875	2.015
21	440	0.0180269	54	2.665	5.395	2.73
21	440	0.0180484	30	2.795	4.16	1.365
21	440	0.0147605	54	2.08	3.64	1.56
21	440	0.0161073	57	1.82	3.705	1.885
21	440	0.0166107	57	1.95	4.095	2.145
21	440	0.0182615	51	2.08	4.095	2.015
21	450	0.0163136	60	1.885	3.835	1.95
21	450	0.0204818	57	1.885	4.095	2.21
21	450	0.0199669	54	1.95	4.03	2.08
21	450	0.0175636	48	2.015	3.575	1.56
21	450	0.016638	51	1.95	3.9	1.95
21	450	0.017447	69	1.69	4.81	3.12
21	450	0.0155903	54	2.47	4.42	1.95
21	450	0.0166621	63	2.34	5.07	2.73
21	450	0.0180628	33	2.6	4.03	1.43
21	450	0.0180197	57	2.21	4.16	1.95
21	450	0.0166545	45	2.405	3.965	1.56
21	450	0.0217524	51	1.82	4.355	2.535
21	450	0.0176326	45	2.21	3.965	1.755
21	450	0.0169348	51	1.755	3.445	1.69
21	450	0.0209705	63	1.885	4.55	2.665
21	450	0.0168168	45	2.34	3.9	1.56
21	450	0.0186823	48	2.08	3.9	1.82
21	450	0.0192676	45	2.015	3.77	1.755
21	450	0.0198736	54	1.95	4.16	2.21
21	460	0.0172324	45	2.275	3.9	1.625
21	460	0.0180869	60	1.885	4.095	2.21
21	460	0.0190157	42	2.21	3.835	1.625
21	460	0.0175165	63	1.82	4.095	2.275
21	460	0.0190267	42	2.21	3.77	1.56
21	460	0.0173732	48	1.95	3.64	1.69
21	460	0.0187215	63	1.82	4.095	2.275
21	460	0.01847	48	2.015	3.9	1.885
21	460	0.0191199	51	1.95	3.9	1.95
21	460	0.0184105	42	2.015	3.315	1.3
21	460	0.0201343	63	1.95	4.81	2.86
21	460	0.0205139	45	2.47	4.745	2.275
21	460	0.021361	36	2.405	4.095	1.69
21	460	0.0197129	48	2.145	4.29	2.145
21	460	0.0197937	39	2.275	3.965	1.69
21	460	0.0186056	48	2.08	4.03	1.95
21	460	0.0172776	51	2.21	4.225	2.015
21	460	0.0172226	45	2.08	3.64	1.56
21	460	0.0180099	54	1.82	3.38	1.56
21	470	0.0207647	57	1.755	4.095	2.34
21	470	0.0211	48	1.885	3.38	1.495
21	470	0.0229524	60	1.56	3.64	2.08
21	470	0.0191766	54	1.755	3.51	1.755
21	470	0.0197543	51	1.82	3.77	1.95
21	470	0.0192194	63	1.755	4.095	2.34
21	470	0.025414	45	1.625	3.705	2.08
21	470	0.0186504	57	1.755	3.965	2.21
21	470	0.0175539	57	1.82	3.77	1.95
21	470	0.0224463	51	1.495	3.9	2.405
21	470	0.0177997	51	2.08	3.835	1.755
21	470	0.0218902	51	2.21	4.55	2.34
21	470	0.023122	48	1.82	3.9	2.08
21	470	0.0198565	48	1.885	3.965	2.08
21	470	0.0143788	78	2.015	4.94	2.925
21	471	0.00325342	267	2.145	5.655	3.51
21	472	0.0112874	78	3.51	6.37	2.86
21	472	0.0220593	36	3.575	5.785	2.21
21	480	0.0156906	48	1.95	3.51	1.56
21	480	0.0178257	57	1.95	4.03	2.08
21	480	0.0194075	54	1.95	3.9	1.95
21	480	0.0191195	45	2.08	3.705	1.625
21	480	0.0169287	60	2.015	4.485	2.47
21	480	0.0167787	36	2.47	3.9	1.43
21	480	0.0195526	54	1.95	4.095	2.145
21	480	0.0177811	42	2.145	3.575	1.43
21	480	0.0176278	51	1.69	3.445	1.755
21	481	0.0123447	69	3.38	6.175	2.795
21	481	0.0117803	51	3.835	5.655	1.82
21	481	0.0144285	66	3.64	7.02	3.38
21	481	0.0348731	9	4.16	5.265	1.105
21	481	0.0194139	57	2.665	6.5	3.835
21	490	0.0179437	51	2.08	4.03	1.95
21	490	0.0168389	45	2.145	3.64	1.495
21	490	0.0177963	54	1.82	3.64	1.82
21	490	0.0175291	45	1.82	3.055	1.235
21	490	0.0183198	57	1.69	3.64	1.95
21	490	0.0197846	57	1.95	4.355	2.405
21	490	0.0175109	45	2.275	3.965	1.69
21	490	0.0170035	51	2.275	4.29	2.015
21	490	0.0167096	48	2.21	3.835	1.625
21	490	0.0199033	39	1.95	3.64	1.69
21	490	0.0183461	78	1.82	4.745	2.925
21	490	0.0179843	42	2.535	4.42	1.885
21	490	0.0174987	48	2.34	4.29	1.95
21	490	0.0184265	36	2.275	3.575	1.3
21	490	0.0175683	66	1.885	4.095	2.21
21	490	0.0184251	57	2.21	4.55	2.34
21	490	0.0184127	48	2.6	4.875	2.275
21	490	0.0172379	45	2.535	4.485	1.95
21	490	0.0163722	45	2.34	3.9	1.56
21	490	0.0161599	57	2.08	4.03	1.95
21	490	0.0181465	57	1.82	3.9	2.08
21	490	0.0159825	54	1.95	3.575	1.625
21	500	0.0163687	51	2.535	4.68	2.145
21	500	0.0155362	39	2.47	3.835	1.365
21	500	0.0164852	60	1.95	3.965	2.015
21	500	0.0151011	69	2.21	4.42	2.21
21	500	0.0172443	48	2.34	4.29	1.95
21	500	0.0175415	48	2.145	3.965	1.82
21	500	0.0195134	57	2.015	4.355	2.34
21	500	0.0165798	48	2.405	4.42	2.015
21	500	0.0174682	51	2.34	4.225	1.885
21	500	0.0172623	63	2.21	4.68	2.47
21	500	0.0176491	39	2.34	3.77	1.43
21	500	0.0169191	60	1.885	3.9	2.015
21	500	0.0198284	42	2.015	3.705	1.69
21	500	0.019924	54	1.885	4.16	2.275
21	500	0.0192522	51	1.95	3.705	1.755
21	500	0.0176506	54	1.885	3.64	1.755
21	500	0.020199	57	1.885	4.225	2.34
21	500	0.0180212	48	2.275	4.355	2.08
21	500	0.0195007	45	2.21	4.29	2.08
21	500	0.0173485	45	2.08	3.575	1.495
21	500	0.0199144	57	2.08	4.485	2.405
21	500	0.0183285	51	2.47	4.68	2.21
21	500	0.0177111	45	2.665	4.745	2.08
21	500	0.0208832	45	2.535	5.07	2.535
21	500	0.0178968	48	2.47	4.615	2.145
21	520	0.0187709	60	1.69	3.965	2.275
21	520	0.0212007	57	1.95	4.29	2.34
21	520	0.0189639	57	2.015	4.42	2.405
21	520	0.0185625	42	2.405	4.225	1.82
21	520	0.0195175	54	2.015	4.355	2.34
21	520	0.0190313	39	2.145	3.77	1.625
21	520	0.0174599	57	1.82	3.9	2.08
21	520	0.0168564	48	2.08	3.705	1.625
21	520	0.0198856	57	2.015	4.29	2.275
21	520	0.0188555	36	2.21	3.575	1.365
21	520	0.018351	57	1.82	3.965	2.145
21	520	0.0203829	42	1.95	3.705	1.755
21	520	0.0198736	60	1.82	4.29	2.47
21	520	0.0193274	42	2.21	3.9	1.69
21	520	0.0188751	48	1.95	3.64	1.69
21	520	0.0183863	63	1.69	3.9	2.21
21	520	0.0212618	60	1.95	4.485	2.535
21	520	0.0164964	42	2.015	3.51	1.495
21	520	0.0214761	54	1.69	3.64	1.95
21	520	0.0183815	60	1.755	4.03	2.275
21	520	0.0178217	48	2.08	3.77	1.69
21	520	0.020834	39	2.015	3.51	1.495
21	520	0.0190357	60	1.82	4.16	2.34
21	520	0.0202247	39	2.08	3.705	1.625
