FOV_ID_ss	channel_ID_ss	elongation_rate_ss	gen_time_min_ss	s_b_um_ss	s_d_um_ss	delta_s_ss
1	340	0.0173565	36	3.315	5.2	1.885
1	340	0.019232	32	2.73	4.16	1.43
1	340	0.0171591	58	2.34	4.745	2.405
1	340	0.0172568	56	2.47	4.94	2.47
1	340	0.0192714	48	2.795	5.46	2.665
1	340	0.0187083	32	2.535	4.03	1.495
1	340	0.016732	48	2.08	3.705	1.625
1	340	0.0181094	60	1.885	4.095	2.21
1	340	0.0180701	50	2.34	4.42	2.08
1	340	0.0171913	58	2.34	4.615	2.275
1	340	0.0176058	48	2.34	4.16	1.82
1	340	0.0168211	46	2.21	3.9	1.69
1	340	0.0195722	60	1.95	4.615	2.665
1	340	0.0205457	54	2.47	5.07	2.6
1	340	0.0188321	48	2.665	5.265	2.6
1	340	0.020569	38	2.6	4.615	2.015
1	340	0.0181479	50	2.405	4.42	2.015
1	340	0.0177253	48	2.21	3.965	1.755
1	340	0.018412	44	2.015	3.575	1.56
1	340	0.019151	64	1.82	4.55	2.73
1	340	0.0198093	44	2.34	4.16	1.82
1	340	0.0175366	52	2.145	4.16	2.015
1	340	0.0189107	58	1.82	3.965	2.145
1	340	0.0211971	46	2.015	3.965	1.95
1	340	0.0201	48	2.015	3.965	1.95
1	340	0.0195859	52	1.95	3.9	1.95
1	340	0.0200804	56	2.015	4.485	2.47
1	340	0.0232448	38	2.21	4.03	1.82
1	340	0.0203242	52	1.95	3.835	1.885
1	340	0.020907	54	1.755	4.03	2.275
1	340	0.020114	50	2.145	4.095	1.95
1	340	0.0201581	48	1.885	3.77	1.885
1	340	0.0218965	56	1.82	4.225	2.405
1	340	0.0213857	48	2.145	4.355	2.21
1	340	0.0206983	44	2.08	4.03	1.95
1	340	0.0211742	60	1.885	4.55	2.665
1	340	0.0214554	40	2.145	3.965	1.82
1	340	0.0194581	70	2.145	5.46	3.315
1	340	0.0184967	38	3.055	4.94	1.885
1	340	0.0182465	58	2.34	4.875	2.535
1	340	0.019272	32	2.47	3.835	1.365
1	340	0.0192596	66	1.95	4.485	2.535
1	340	0.0182755	54	2.275	4.615	2.34
1	340	0.0194948	48	2.665	5.07	2.405
1	350	0.0192958	62	1.95	4.55	2.6
1	350	0.0183746	50	2.145	4.16	2.015
1	350	0.0191066	78	1.885	5.135	3.25
1	350	0.0177751	36	2.405	3.965	1.56
1	350	0.018274	54	1.885	3.835	1.95
1	350	0.0196748	58	2.145	4.745	2.6
1	350	0.0184504	48	2.145	4.03	1.885
1	350	0.0203043	50	2.015	4.225	2.21
1	350	0.0176404	66	2.145	5.005	2.86
1	350	0.0206411	36	2.6	4.485	1.885
1	350	0.0231563	36	2.21	4.03	1.82
1	350	0.0205172	56	1.885	4.29	2.405
1	350	0.0209802	36	2.145	3.64	1.495
1	350	0.0218479	62	1.82	4.29	2.47
1	350	0.0204733	48	2.08	4.225	2.145
1	350	0.0209218	52	1.95	4.03	2.08
1	350	0.0220671	46	1.82	3.77	1.95
1	350	0.0191248	50	1.95	3.835	1.885
1	350	0.018774	66	1.95	4.485	2.535
1	350	0.0209578	52	2.21	4.68	2.47
1	350	0.017435	34	2.47	3.9	1.43
1	350	0.0202833	62	1.885	4.745	2.86
1	350	0.0181574	50	2.535	4.745	2.21
1	350	0.0177768	40	2.405	3.9	1.495
1	350	0.0188514	46	2.08	4.03	1.95
1	350	0.0173989	54	1.95	4.095	2.145
1	350	0.0174215	64	2.145	4.68	2.535
1	350	0.0133019	42	2.405	3.965	1.56
1	350	0.0201953	62	2.275	4.81	2.535
1	350	0.0203224	42	2.795	4.875	2.08
1	350	0.020307	46	2.665	4.745	2.08
1	350	0.017458	58	2.6	5.265	2.665
1	350	0.0185128	40	2.86	4.745	1.885
1	350	0.0216061	50	2.535	5.265	2.73
1	350	0.0205167	40	2.665	4.875	2.21
1	350	0.0226096	44	2.535	5.2	2.665
1	350	0.0196472	42	2.665	4.745	2.08
1	350	0.0214884	36	2.145	3.835	1.69
1	350	0.0205486	54	1.885	3.835	1.95
1	350	0.0198557	58	2.08	4.875	2.795
1	350	0.0201214	54	2.73	5.785	3.055
1	370	0.018139	48	2.015	3.9	1.885
1	370	0.019758	56	1.885	3.965	2.08
1	370	0.0200705	52	1.69	3.9	2.21
1	370	0.018583	68	2.145	5.135	2.99
1	370	0.0180137	46	2.665	4.875	2.21
1	370	0.0192882	54	2.47	5.005	2.535
1	370	0.0172172	38	2.405	3.77	1.365
1	370	0.0162496	58	2.08	4.16	2.08
1	370	0.0157112	58	2.275	4.16	1.885
1	370	0.0184783	56	2.275	4.94	2.665
1	370	0.0196134	46	2.73	5.07	2.34
1	370	0.0190325	40	2.6	4.55	1.95
1	370	0.0184078	66	2.47	5.915	3.445
1	370	0.0182917	50	2.73	5.265	2.535
1	370	0.0215637	46	2.795	5.2	2.405
1	370	0.0178514	42	2.86	4.875	2.015
1	370	0.0181962	40	2.73	4.55	1.82
1	370	0.0173998	56	2.405	5.005	2.6
1	370	0.0183335	40	2.795	4.68	1.885
1	370	0.019116	42	2.47	4.29	1.82
1	370	0.0217338	48	2.21	4.615	2.405
1	370	0.0212171	42	2.47	4.615	2.145
1	370	0.0209387	46	2.21	4.355	2.145
1	370	0.0192261	54	2.34	5.005	2.665
1	370	0.0224855	42	2.405	4.615	2.21
1	370	0.0206414	48	2.145	4.225	2.08
1	370	0.0211557	38	2.015	3.705	1.69
1	370	0.0171526	64	1.82	3.64	1.82
1	370	0.0175573	50	1.755	3.51	1.755
1	370	0.0187672	52	1.95	3.9	1.95
1	370	0.0217081	52	1.885	3.835	1.95
1	370	0.0207773	50	1.755	3.64	1.885
1	370	0.0179847	58	1.885	3.965	2.08
1	370	0.0210823	44	1.95	3.835	1.885
1	370	0.0200298	58	1.755	4.16	2.405
1	370	0.0205691	46	2.015	3.9	1.885
1	370	0.0208278	62	1.95	4.94	2.99
1	370	0.0226547	38	2.6	4.875	2.275
1	370	0.0197576	48	2.275	4.355	2.08
1	370	0.0217049	50	1.95	4.355	2.405
1	370	0.0227154	44	2.145	4.355	2.21
1	370	0.0194628	40	2.145	3.77	1.625
1	370	0.0216677	56	1.885	4.42	2.535
1	370	0.0206233	42	2.21	4.225	2.015
1	370	0.0189143	54	2.275	4.81	2.535
1	400	0.0183834	48	2.535	4.81	2.275
1	400	0.0208537	76	2.405	6.76	4.355
1	400	0.0212038	22	2.99	4.16	1.17
1	400	0.0209407	50	1.95	4.03	2.08
1	400	0.0203526	54	1.82	3.965	2.145
1	400	0.022009	48	1.755	3.705	1.95
1	400	0.0200401	48	1.69	3.445	1.755
1	400	0.0223441	68	1.82	5.005	3.185
1	400	0.0199871	54	2.47	5.395	2.925
1	400	0.021158	34	2.6	4.42	1.82
1	400	0.0204161	46	2.275	4.485	2.21
1	400	0.0191287	48	2.405	4.68	2.275
1	400	0.0211027	52	2.405	5.07	2.665
1	400	0.0200094	40	2.34	4.095	1.755
1	400	0.0204424	48	1.885	3.77	1.885
1	400	0.0194626	56	1.755	3.835	2.08
1	400	0.0197373	64	1.885	4.485	2.6
1	400	0.01822	40	2.145	3.9	1.755
1	400	0.0200585	58	1.885	4.16	2.275
1	400	0.0208374	52	2.015	4.355	2.34
1	400	0.0218987	44	2.145	4.16	2.015
1	400	0.0211853	54	2.015	4.485	2.47
1	400	0.0219559	52	2.145	4.55	2.405
1	400	0.0212559	44	2.34	4.355	2.015
1	400	0.021017	46	2.015	4.095	2.08
1	400	0.0202691	50	1.95	3.965	2.015
1	400	0.0207336	58	1.95	4.485	2.535
1	400	0.0216696	44	2.015	4.16	2.145
1	400	0.0220557	40	1.95	3.705	1.755
1	400	0.0187515	60	2.015	4.16	2.145
1	400	0.019342	50	2.08	4.225	2.145
1	400	0.0186104	52	2.145	4.355	2.21
1	400	0.0189961	42	2.405	3.9	1.495
1	400	0.0207153	58	2.08	4.68	2.6
1	400	0.0197799	52	2.535	5.46	2.925
1	400	0.0219165	12	3.12	3.835	0.715
1	400	0.0158863	80	2.34	5.525	3.185
1	400	0.0193663	42	2.86	5.005	2.145
1	400	0.02077	44	2.535	4.745	2.21
1	400	0.0195388	52	2.535	5.07	2.535
1	400	0.0205702	38	2.405	4.095	1.69
1	400	0.0188329	50	1.885	3.705	1.82
1	400	0.0191419	56	1.82	4.03	2.21
1	400	0.0230218	44	2.145	4.485	2.34
1	400	0.0196653	44	2.08	3.9	1.82
1	410	0.0199642	58	2.015	4.55	2.535
1	410	0.01951	48	2.08	4.16	2.08
1	410	0.0159433	52	1.885	3.64	1.755
1	410	0.0174065	56	1.885	3.705	1.82
1	410	0.0202091	60	1.885	4.225	2.34
1	410	0.0179172	60	2.21	4.615	2.405
1	410	0.0191892	42	2.275	3.9	1.625
1	410	0.0209868	60	2.08	4.875	2.795
1	410	0.0196181	50	2.535	5.005	2.47
1	410	0.0175661	36	2.73	4.225	1.495
1	410	0.0193149	52	2.275	4.745	2.47
1	410	0.0178963	58	2.6	5.005	2.405
1	410	0.0172387	52	2.795	5.395	2.6
1	410	0.0203278	42	2.86	5.135	2.275
1	410	0.0188065	44	2.6	4.615	2.015
1	410	0.0187301	48	2.21	4.42	2.21
1	410	0.0157664	58	2.275	4.94	2.665
1	410	0.0115642	48	2.73	4.16	1.43
1	410	0.0142193	72	2.21	4.55	2.34
1	410	0.0154643	52	2.47	4.42	1.95
1	410	0.0150394	50	2.405	4.095	1.69
1	410	0.0151363	50	2.275	3.9	1.625
1	410	0.0180075	60	2.015	4.355	2.34
1	410	0.0194044	56	2.34	5.005	2.665
1	410	0.0204538	34	2.6	4.225	1.625
