FOV_ID_ss	channel_ID_ss	elongation_rate_ss	gen_time_min_ss	s_b_um_ss	s_d_um_ss	delta_s_ss
2	40	0.0509356	16.5	3.185	6.175	2.99
2	40	0.0603671	19.5	3.055	6.89	3.835
2	40	0.0572202	20.25	3.315	7.605	4.29
2	40	0.0573507	15	3.575	6.695	3.12
2	40	0.0584363	18	3.445	7.15	3.705
2	40	0.0636157	15	3.705	7.15	3.445
2	40	0.058733	14.25	3.835	6.825	2.99
2	50	0.0586199	18	3.705	7.605	3.9
2	50	0.0637488	16.5	3.705	7.8	4.095
2	50	0.0581079	15.75	4.095	7.93	3.835
2	50	0.0549477	21	3.835	8.71	4.875
2	50	0.0640797	12	4.355	7.41	3.055
2	50	0.0620601	15.75	3.77	7.41	3.64
2	50	0.057068	15	3.51	6.37	2.86
2	50	0.0635065	21	3.25	8.385	5.135
2	50	0.0666117	15	4.225	8.515	4.29
2	50	0.0600814	15.75	3.77	7.28	3.51
2	50	0.0568949	20.25	3.38	7.67	4.29
2	50	0.0612803	12	3.575	5.85	2.275
2	50	0.0601262	18.75	2.925	6.565	3.64
2	50	0.0585576	18.75	3.12	6.89	3.77
2	50	0.0659212	19.5	3.12	7.735	4.615
2	50	0.0659737	21	3.51	9.1	5.59
2	50	0.0690028	13.5	4.485	8.71	4.225
2	50	0.0642047	12.75	4.03	7.085	3.055
2	50	0.0642069	14.25	3.185	6.305	3.12
2	50	0.062091	23.25	2.73	7.735	5.005
2	50	0.0687584	18.75	3.77	8.58	4.81
2	51	0.0656249	18.75	2.47	5.72	3.25
2	51	0.0619084	22.5	2.665	7.28	4.615
2	51	0.064475	15.75	3.51	6.76	3.25
2	51	0.0598385	26.25	3.25	9.945	6.695
2	51	0.0537878	13.5	4.745	7.735	2.99
2	51	0.0682597	10.5	3.965	6.565	2.6
2	51	0.0596637	14.25	3.315	5.98	2.665
2	51	0.0596333	18	2.795	6.045	3.25
2	51	0.0639978	15.75	2.925	5.85	2.925
2	51	0.0604609	19.5	2.795	6.24	3.445
2	51	0.0640689	21.75	2.99	7.67	4.68
2	51	0.0648924	15.75	3.77	7.67	3.9
2	51	0.0660076	17.25	3.705	7.865	4.16
2	51	0.0665125	15.75	3.965	8.19	4.225
2	51	0.0632904	11.25	4.42	7.41	2.99
2	80	0.0603826	18	2.86	6.435	3.575
2	80	0.0600164	19.5	2.99	6.63	3.64
2	80	0.0668308	16.5	3.185	6.695	3.51
2	80	0.0622488	18	3.055	6.76	3.705
2	80	0.058797	21.75	3.315	7.735	4.42
2	80	0.0594447	13.5	3.705	6.5	2.795
2	80	0.0566667	18	3.315	6.955	3.64
2	80	0.0630608	19.5	3.25	7.345	4.095
2	80	0.062085	21.75	3.12	8.255	5.135
2	81	0.0669903	21	2.405	6.76	4.355
2	81	0.069987	15.75	3.25	6.825	3.575
2	81	0.0635021	19.5	3.185	7.605	4.42
2	81	0.0628179	12.75	3.835	6.825	2.99
2	81	0.0612928	15	3.38	6.37	2.99
2	81	0.0533864	16.5	3.12	6.045	2.925
2	81	0.0626525	16.5	3.055	6.5	3.445
2	81	0.0647738	16.5	2.86	5.98	3.12
2	81	0.059698	18.75	2.73	6.435	3.705
2	81	0.0626823	17.25	3.12	6.89	3.77
2	81	0.0623376	16.5	3.185	6.5	3.315
2	81	0.0652189	15	3.25	6.11	2.86
2	81	0.0652026	18.75	2.73	6.5	3.77
2	81	0.0624895	15.75	2.925	6.045	3.12
2	81	0.0604249	18	2.665	5.85	3.185
2	81	0.0619547	16.5	2.73	5.785	3.055
2	81	0.0590594	19.5	2.6	5.98	3.38
2	81	0.0624809	29.25	2.73	9.425	6.695
2	81	0.0808367	8.25	4.68	7.41	2.73
2	81	0.0646841	15.75	3.575	7.475	3.9
2	81	0.0620181	13.5	3.575	6.565	2.99
2	131	0.0545854	24.75	3.77	9.685	5.915
2	131	0.057772	13.5	4.81	8.255	3.445
2	131	0.059558	16.5	4.29	8.515	4.225
2	131	0.0575194	16.5	4.16	7.93	3.77
2	131	0.0504455	16.5	4.095	7.345	3.25
2	131	0.0491629	15	3.705	6.37	2.665
2	131	0.0632734	18.75	3.315	7.67	4.355
2	131	0.0609694	16.5	3.705	7.41	3.705
2	131	0.0556927	24	3.51	8.645	5.135
2	131	0.0592139	13.5	4.485	7.8	3.315
2	131	0.0573287	24	3.9	10.205	6.305
2	131	0.0552081	15	5.2	9.425	4.225
2	131	0.0671956	10.5	4.68	7.8	3.12
2	131	0.0565377	17.25	4.095	8.125	4.03
2	131	0.0505931	12.75	4.03	6.5	2.47
2	131	0.0380947	17.25	3.315	5.72	2.405
2	131	0.056645	21	3.055	6.89	3.835
2	131	0.0678111	14.25	3.445	6.825	3.38
2	131	0.0597195	19.5	3.38	7.41	4.03
2	131	0.0601969	13.5	3.835	6.89	3.055
2	131	0.0583157	18.75	3.38	6.89	3.51
2	131	0.0579981	18	3.64	7.475	3.835
2	131	0.0575442	18.75	3.77	8.06	4.29
2	131	0.0582929	20.25	4.42	9.165	4.745
2	131	0.0507755	13.5	4.94	8.06	3.12
2	131	0.060881	18	4.225	8.905	4.68
2	131	0.0572651	13.5	4.42	7.54	3.12
2	131	0.051579	12.75	3.9	6.11	2.21
2	131	0.0529524	18	3.185	6.695	3.51
2	131	0.0582114	17.25	3.38	6.76	3.38
2	131	0.0548538	25.5	3.315	8.645	5.33
2	131	0.059687	19.5	4.29	9.555	5.265
2	131	0.0607327	14.25	4.68	8.32	3.64
2	131	0.0615426	18.75	4.16	9.1	4.94
2	131	0.0621849	13.5	4.875	8.58	3.705
2	131	0.0575708	13.5	4.485	7.605	3.12
2	131	0.0550916	22.5	3.9	9.165	5.265
2	131	0.0599125	12	4.875	8.06	3.185
2	131	0.0611663	17.25	3.965	7.735	3.77
2	131	0.0607354	15.75	4.16	7.865	3.705
2	131	0.0540701	17.25	4.095	7.865	3.77
2	131	0.0650865	12.75	4.03	7.02	2.99
2	200	0.0671811	15.75	4.03	8.06	4.03
2	200	0.0622882	15.75	3.965	7.8	3.835
2	200	0.0680698	17.25	3.705	8.32	4.615
2	200	0.0594417	17.25	3.77	7.67	3.9
2	200	0.0673912	15.75	3.705	7.735	4.03
2	200	0.0613601	16.5	3.77	7.735	3.965
2	200	0.0611334	18	3.835	8.19	4.355
2	200	0.064516	14.25	3.9	7.8	3.9
2	200	0.0594783	15.75	3.965	7.28	3.315
2	200	0.0636895	14.25	3.51	6.63	3.12
2	200	0.0587134	21	3.12	7.475	4.355
2	200	0.0586204	15	3.835	7.02	3.185
2	200	0.0542275	18	3.25	6.695	3.445
2	200	0.0557601	21	3.38	7.93	4.55
2	200	0.0660224	15.75	3.51	7.54	4.03
2	200	0.0553456	14.25	3.64	6.435	2.795
2	200	0.0645816	19.5	3.055	7.475	4.42
2	200	0.0602105	21	3.705	8.775	5.07
2	200	0.0630016	12.75	4.29	7.735	3.445
2	200	0.0612562	14.25	3.77	6.825	3.055
2	200	0.0634447	17.25	3.315	7.085	3.77
2	200	0.0631104	17.25	3.12	6.565	3.445
2	200	0.0590198	22.5	3.055	7.54	4.485
2	200	0.0697637	20.25	3.51	9.23	5.72
2	200	0.0759631	12	5.005	9.62	4.615
2	200	0.0678441	8.25	5.2	7.67	2.47
2	200	0.0546425	12	3.835	6.175	2.34
2	200	0.0598923	15	3.055	5.915	2.86
2	200	0.0589811	24.75	2.6	7.54	4.94
2	200	0.0650235	14.25	3.64	6.76	3.12
2	200	0.0665167	15	3.38	6.565	3.185
2	200	0.0642322	21	2.925	7.085	4.16
2	200	0.0594497	15.75	3.445	6.565	3.12
2	200	0.0587118	16.5	3.25	6.695	3.445
2	200	0.0594061	15	3.055	5.785	2.73
2	200	0.0618358	21	2.795	7.15	4.355
2	200	0.0620483	27.75	3.185	10.205	7.02
2	200	0.0693294	12.75	4.745	8.515	3.77
2	200	0.0656901	12.75	4.485	8.06	3.575
2	200	0.0609695	16.5	4.225	8.45	4.225
2	200	0.0590714	23.25	4.03	10.595	6.565
2	221	0.0603292	20.25	3.055	6.89	3.835
2	221	0.0563756	19.5	3.445	7.215	3.77
2	221	0.057978	19.5	3.575	7.67	4.095
2	221	0.0509829	21.75	3.185	7.085	3.9
2	221	0.0555686	20.25	3.51	7.605	4.095
2	221	0.0519076	20.25	4.16	8.905	4.745
2	221	0.0610213	15.75	4.485	8.645	4.16
2	221	0.0575602	13.5	4.29	7.475	3.185
2	221	0.0518076	12.75	3.705	6.175	2.47
2	221	0.057287	24	3.12	8.385	5.265
2	221	0.0570874	19.5	4.355	9.49	5.135
2	221	0.0540269	17.25	5.135	9.88	4.745
2	221	0.050433	8.25	5.59	7.54	1.95
2	221	0.0566581	15	3.9	7.41	3.51
2	221	0.0476439	15.75	3.9	7.215	3.315
2	221	0.0508178	17.25	3.77	7.085	3.315
2	221	0.0496398	11.25	3.9	5.785	1.885
2	221	0.0527068	24	3.185	7.735	4.55
2	221	0.054519	17.25	3.9	7.41	3.51
2	221	0.0534853	17.25	3.965	7.67	3.705
2	221	0.0551776	18.75	3.835	7.995	4.16
2	221	0.0559509	15	4.03	7.41	3.38
2	221	0.0591396	15.75	3.64	6.825	3.185
2	221	0.0542743	19.5	3.315	7.085	3.77
2	221	0.0529897	18.75	3.705	7.15	3.445
2	221	0.0516963	25.5	3.575	9.36	5.785
2	230	0.0577948	22.5	3.705	8.71	5.005
2	230	0.0646572	11.25	4.29	7.02	2.73
2	230	0.0605265	17.25	3.575	7.345	3.77
2	230	0.0531387	16.5	3.77	7.085	3.315
2	230	0.056843	20.25	3.315	7.215	3.9
2	230	0.0558353	19.5	3.51	7.735	4.225
2	230	0.0595041	17.25	4.03	8.125	4.095
2	230	0.0615184	17.25	4.03	8.58	4.55
2	230	0.0628505	15	4.29	8.255	3.965
2	230	0.0577536	15	4.29	7.735	3.445
2	230	0.0491067	13.5	3.835	6.435	2.6
2	230	0.0572543	19.5	2.925	6.63	3.705
2	230	0.0572043	20.25	2.99	6.825	3.835
2	230	0.0590949	15	3.575	6.435	2.86
2	230	0.0584543	22.5	3.055	7.605	4.55
2	230	0.0644902	18.75	3.77	8.385	4.615
2	230	0.0587902	16.5	4.16	8.19	4.03
2	230	0.0602297	15.75	3.835	7.475	3.64
2	230	0.056839	15.75	3.51	6.565	3.055
2	230	0.0509192	21	3.315	7.28	3.965
2	230	0.0589345	13.5	3.835	6.76	2.925
2	230	0.0626476	18	3.445	7.215	3.77
2	230	0.0590332	19.5	3.51	7.8	4.29
2	230	0.0581841	30	3.835	12.87	9.035
2	230	0.0616988	15	7.345	13.195	5.85
2	230	0.0560412	14.25	6.175	11.245	5.07
2	250	0.0615699	15	5.07	9.425	4.355
2	250	0.0534128	14.25	4.875	8.32	3.445
2	250	0.0564999	17.25	4.355	8.645	4.29
2	250	0.054681	15.75	4.745	8.58	3.835
2	250	0.0531712	18	4.29	8.71	4.42
2	250	0.0551057	20.25	4.81	10.335	5.525
2	250	0.0542503	13.5	4.29	7.15	2.86
2	250	0.0563935	27.75	3.64	10.855	7.215
2	250	0.0562361	24	5.395	13.845	8.45
2	250	0.0594602	24	2.405	6.37	3.965
2	250	0.0495281	23.25	3.315	7.735	4.42
2	250	0.0537726	17.25	4.03	7.41	3.38
2	250	0.0597483	15.75	4.095	7.865	3.77
2	250	0.0567061	19.5	4.55	9.62	5.07
2	250	0.0548836	13.5	4.745	8.19	3.445
2	250	0.0540825	14.25	4.485	7.67	3.185
2	250	0.0491387	17.25	4.16	7.93	3.77
2	250	0.0536482	14.25	4.03	6.89	2.86
2	250	0.0505145	19.5	3.315	6.5	3.185
2	250	0.0460696	21.75	3.12	6.565	3.445
2	250	0.0518483	23.25	3.315	7.865	4.55
2	250	0.0532346	13.5	4.68	7.735	3.055
2	250	0.0576439	16.5	3.9	7.605	3.705
2	250	0.056664	17.25	3.965	7.995	4.03
2	250	0.0525068	24.75	4.16	10.335	6.175
2	250	0.055282	10.5	5.59	8.385	2.795
2	250	0.0582123	15.75	4.485	8.32	3.835
2	250	0.0563517	15	4.42	7.865	3.445
2	250	0.0620504	15.75	4.225	8.385	4.16
2	250	0.0532445	15	4.485	7.8	3.315
2	250	0.0554802	19.5	3.965	8.645	4.68
2	250	0.0564642	14.25	4.55	7.865	3.315
2	250	0.0566762	20.25	4.095	9.23	5.135
2	250	0.0592728	17.25	4.745	9.295	4.55
2	250	0.0569855	14.25	5.005	8.645	3.64
2	250	0.0586639	17.25	4.225	8.58	4.355
2	250	0.0540438	21.75	4.485	9.945	5.46
2	250	0.0554396	18	5.265	10.92	5.655
2	250	0.0569765	16.5	4.875	9.23	4.355
2	290	0.059103	15.75	3.965	7.67	3.705
2	290	0.0600368	22.5	3.51	8.32	4.81
2	290	0.0599525	18	4.355	8.97	4.615
2	290	0.0619495	14.25	4.355	7.865	3.51
2	290	0.0618288	13.5	3.9	6.89	2.99
2	290	0.0567524	17.25	3.445	7.085	3.64
2	290	0.0668809	15.75	3.51	7.215	3.705
2	290	0.0606932	18	3.38	7.475	4.095
2	290	0.0667954	15.75	3.51	7.475	3.965
2	290	0.0605393	17.25	3.64	7.345	3.705
2	290	0.0451624	10.5	3.77	4.875	1.105
2	290	0.0628414	23.25	2.34	7.02	4.68
2	290	0.0399374	10.5	3.64	4.355	0.715
2	290	0.0563761	22.5	2.535	6.37	3.835
2	290	0.0576368	19.5	3.315	7.085	3.77
2	290	0.0581691	21.75	3.575	8.45	4.875
2	290	0.0598011	15	4.095	7.345	3.25
2	290	0.0584016	21	3.64	8.515	4.875
2	290	0.0527549	15	3.965	7.085	3.12
2	290	0.0565892	15	3.575	6.175	2.6
2	290	0.0559964	18.75	3.12	6.76	3.64
2	290	0.0578993	16.5	3.64	7.02	3.38
2	290	0.0588574	18.75	3.185	6.825	3.64
2	290	0.0533574	21	3.38	7.67	4.29
2	290	0.0588226	12.75	4.16	6.955	2.795
2	290	0.0567001	12.75	3.51	5.72	2.21
2	290	0.0569967	20.25	2.925	6.955	4.03
2	290	0.0598258	18.75	3.185	6.76	3.575
2	290	0.0583846	15	3.38	6.305	2.925
2	290	0.0551538	21.75	3.055	6.695	3.64
2	290	0.0567379	16.5	3.51	6.63	3.12
2	290	0.0685381	9.75	3.64	5.33	1.69
2	290	0.0518093	21	3.315	6.175	2.86
2	290	0.0563374	15.75	3.315	6.175	2.86
2	290	0.0585986	21	3.315	7.54	4.225
2	290	0.0565178	17.25	3.9	7.8	3.9
2	290	0.0593909	19.5	4.03	8.71	4.68
2	290	0.0587523	21	4.485	10.725	6.24
2	290	0.0711622	14.25	5.72	11.635	5.915
2	290	0.0666292	10.5	6.305	10.27	3.965
2	290	0.0611026	17.25	5.07	10.465	5.395
2	290	0.0543827	12	5.59	9.035	3.445
4	10	0.0549846	19.5	3.705	7.67	3.965
4	10	0.0590273	17.25	3.965	8.125	4.16
4	10	0.0548764	14.25	4.095	7.15	3.055
4	10	0.0561878	18	3.575	7.28	3.705
4	10	0.060398	17.25	3.575	7.67	4.095
4	10	0.0633219	23.25	3.835	10.53	6.695
4	10	0.0584964	18	5.2	10.725	5.525
4	11	0.049128	11.25	4.42	6.565	2.145
4	11	0.0480975	27	3.315	8.19	4.875
4	11	0.0479851	16.5	4.095	7.085	2.99
4	11	0.0517527	20.25	3.51	8.06	4.55
4	11	0.0538669	12.75	3.9	6.5	2.6
4	11	0.0567419	21.75	3.445	8.125	4.68
4	11	0.0513557	12	4.355	6.76	2.405
4	11	0.051841	18.75	3.38	6.435	3.055
4	11	0.049791	20.25	3.575	6.955	3.38
4	11	0.0571482	14.25	3.64	6.695	3.055
4	11	0.0517336	23.25	3.315	7.865	4.55
4	11	0.054333	18.75	4.03	8.06	4.03
4	11	0.059972	24.75	4.355	12.35	7.995
4	11	0.0617015	10.5	6.37	9.945	3.575
4	11	0.0631686	12	4.875	8.19	3.315
4	11	0.0562123	21	4.225	9.49	5.265
4	11	0.0535721	17.25	4.81	9.295	4.485
4	11	0.0589643	13.5	4.68	8.06	3.38
4	11	0.0566292	21	4.29	9.295	5.005
4	11	0.0548852	9.75	5.07	7.215	2.145
4	11	0.0522432	23.25	3.705	8.775	5.07
4	11	0.0569745	17.25	4.81	9.49	4.68
4	11	0.0542071	13.5	5.135	8.58	3.445
4	11	0.0510972	17.25	4.81	8.84	4.03
4	11	0.0518703	31.5	4.68	14.04	9.36
4	11	0.0621171	9	7.735	11.18	3.445
4	11	0.0658624	7.5	4.68	7.085	2.405
4	20	0.0572531	15	4.03	7.15	3.12
4	20	0.0519209	18	3.705	7.28	3.575
4	20	0.0556778	18	3.575	7.475	3.9
4	20	0.0580211	21	3.705	8.905	5.2
4	20	0.0565771	14.25	4.745	8.385	3.64
4	20	0.0542863	21.75	4.16	9.49	5.33
4	31	0.0522515	25.5	3.51	9.23	5.72
4	31	0.0599402	12.75	4.745	7.865	3.12
4	31	0.0550206	15	4.16	7.41	3.25
4	31	0.056168	20.25	3.705	7.8	4.095
4	31	0.056269	20.25	4.16	9.035	4.875
4	31	0.05112	15.75	4.81	8.385	3.575
4	31	0.0598576	16.5	3.835	7.605	3.77
4	31	0.0568796	17.25	3.77	7.67	3.9
4	31	0.0556923	19.5	3.64	7.8	4.16
4	31	0.0519476	18	3.965	7.735	3.77
4	31	0.0543739	12.75	4.16	6.825	2.665
4	31	0.0568324	18	3.575	7.215	3.64
4	31	0.0560652	24.75	3.965	10.4	6.435
4	31	0.0556253	9.75	5.46	7.995	2.535
4	31	0.0601298	18.75	4.095	8.905	4.81
4	31	0.0587962	12	4.615	7.41	2.795
4	31	0.0507515	18.75	3.705	7.28	3.575
4	31	0.048108	19.5	3.77	7.41	3.64
4	31	0.0528903	17.25	3.965	7.41	3.445
4	31	0.0533179	16.5	3.77	6.955	3.185
4	31	0.0538582	19.5	3.835	8.19	4.355
4	31	0.0491494	14.25	4.16	6.89	2.73
4	31	0.0597718	18.75	3.64	7.93	4.29
4	31	0.0563087	11.25	4.225	6.63	2.405
4	31	0.0527751	15	3.315	5.98	2.665
4	31	0.0470382	16.5	3.055	5.46	2.405
4	31	0.0586789	22.5	2.145	6.435	4.29
4	31	0.0523824	14.25	3.315	5.59	2.275
4	31	0.0614163	23.25	2.925	7.67	4.745
4	31	0.0600686	13.5	4.225	7.345	3.12
4	31	0.0611434	15	3.77	7.085	3.315
4	31	0.0606537	16.5	3.64	7.67	4.03
4	31	0.059317	16.5	3.9	7.54	3.64
4	31	0.0585791	18	3.77	7.995	4.225
4	31	0.0632889	12.75	4.355	7.735	3.38
4	31	0.05882	17.25	3.77	7.67	3.9
4	31	0.056494	18.75	3.64	7.345	3.705
4	31	0.0557218	16.5	3.835	7.085	3.25
4	31	0.06199	15.75	3.575	7.475	3.9
4	31	0.0572225	15	3.77	7.085	3.315
4	31	0.0557455	18	3.38	7.02	3.64
4	31	0.0550192	18.75	3.38	6.89	3.51
4	40	0.0603599	12	4.29	7.02	2.73
4	40	0.0583811	15.75	3.445	6.435	2.99
4	40	0.0600664	19.5	3.315	7.345	4.03
4	40	0.0614707	18	3.445	7.67	4.225
4	40	0.0595853	15	3.705	6.955	3.25
4	40	0.0566639	17.25	3.445	6.955	3.51
4	40	0.0563533	21.75	3.38	7.93	4.55
4	40	0.0563275	12.75	4.225	7.085	2.86
4	40	0.0524717	17.25	3.51	6.76	3.25
4	40	0.0554712	19.5	3.575	7.54	3.965
4	40	0.0540688	21	3.64	8.19	4.55
4	40	0.0605312	15.75	3.9	7.41	3.51
4	40	0.0615459	18.75	3.835	8.58	4.745
4	40	0.0615929	12.75	4.29	7.41	3.12
4	40	0.0602687	19.5	3.77	8.775	5.005
4	40	0.0593347	16.5	4.095	8.06	3.965
4	40	0.0579744	27	3.835	11.375	7.54
4	40	0.0609061	10.5	5.915	9.165	3.25
4	40	0.0611695	12.75	4.94	8.515	3.575
4	40	0.0555579	5.25	4.355	5.33	0.975
4	40	0.0550142	27.75	2.535	7.865	5.33
4	40	0.0569164	15	3.965	7.345	3.38
4	40	0.0559941	15.75	3.9	7.215	3.315
4	40	0.0577001	18	3.575	7.54	3.965
4	40	0.0564939	18	3.77	7.735	3.965
4	40	0.0596181	16.5	3.705	7.475	3.77
4	40	0.0595461	20.25	3.445	7.995	4.55
4	40	0.0611605	14.25	3.965	7.345	3.38
4	40	0.0599885	16.5	3.835	7.735	3.9
4	40	0.0598828	19.5	3.965	8.97	5.005
4	40	0.0631274	12.75	4.875	8.32	3.445
4	40	0.0536737	12	4.29	6.76	2.47
4	40	0.0590049	17.25	3.51	7.41	3.9
4	40	0.0589047	18	3.51	7.41	3.9
4	40	0.0603757	18.75	3.38	7.345	3.965
4	40	0.056197	18.75	3.51	7.215	3.705
4	40	0.0690787	33	3.055	16.445	13.39
4	40	0.0701122	8.25	8.515	12.61	4.095
4	40	0.0602767	10.5	7.93	12.285	4.355
4	50	0.0558769	21	3.12	7.215	4.095
4	50	0.0589111	15.75	3.77	7.085	3.315
4	50	0.0565907	17.25	3.77	7.215	3.445
4	50	0.0545473	24.75	3.575	9.23	5.655
4	50	0.0573925	13.5	4.615	8.06	3.445
4	50	0.0600108	16.5	3.9	7.735	3.835
4	50	0.0539371	14.25	4.225	7.41	3.185
4	50	0.0532123	23.25	3.64	8.58	4.94
4	50	0.0553906	14.25	4.745	8.32	3.575
4	50	0.0551238	14.25	4.29	7.54	3.25
4	50	0.056406	18	3.835	7.67	3.835
4	50	0.058813	19.5	4.225	9.165	4.94
4	50	0.053573	17.25	4.745	9.035	4.29
4	50	0.0513547	19.5	4.55	9.1	4.55
4	50	0.0509376	20.25	4.68	9.425	4.745
4	50	0.052636	18.75	5.2	10.205	5.005
4	50	0.0608583	18.75	5.33	11.635	6.305
4	51	0.0566475	19.5	3.77	7.735	3.965
4	51	0.0578751	15.75	3.965	7.8	3.835
4	51	0.0593222	17.25	4.03	8.385	4.355
4	51	0.0562123	26.25	4.16	12.025	7.865
4	51	0.0605956	12	6.305	10.4	4.095
4	51	0.0632204	8.25	5.655	7.995	2.34
4	51	0.0441863	15.75	4.225	7.215	2.99
