FOV_ID_ss	channel_ID_ss	elongation_rate_ss	gen_time_min_ss	s_b_um_ss	s_d_um_ss	delta_s_ss
1	40	0.0314713	33	2.34	4.615	2.275
1	40	0.0340419	25.5	2.535	4.485	1.95
1	40	0.0336426	31.5	2.145	4.225	2.08
1	40	0.0328367	30	2.145	4.225	2.08
1	40	0.0324516	36	2.21	5.005	2.795
1	40	0.0334113	22.5	2.6	4.355	1.755
1	40	0.0343912	30	2.015	4.03	2.015
1	40	0.0319473	37.5	2.015	4.745	2.73
1	40	0.031462	28.5	2.275	4.29	2.015
1	40	0.0323267	28.5	2.08	4.095	2.015
1	40	0.0313885	40.5	2.015	4.94	2.925
1	40	0.0320095	30	2.405	4.745	2.34
1	40	0.0346972	27	2.405	4.615	2.21
1	40	0.0344949	36	2.405	5.915	3.51
1	40	0.0346408	25.5	2.6	4.81	2.21
1	40	0.0343705	34.5	2.21	5.005	2.795
1	40	0.0342163	24	2.535	4.615	2.08
1	40	0.0302543	27	2.275	4.16	1.885
1	40	0.0356639	28.5	2.08	4.16	2.08
1	70	0.0340048	22.5	2.535	4.355	1.82
1	70	0.032057	31.5	2.08	4.225	2.145
1	70	0.0363074	33	2.08	4.81	2.73
1	70	0.0353767	31.5	2.275	5.005	2.73
1	70	0.0340332	30	2.34	4.875	2.535
1	70	0.0365196	30	2.21	4.875	2.665
1	70	0.0353105	24	2.47	4.55	2.08
1	70	0.0362305	30	2.08	4.42	2.34
1	70	0.0338337	31.5	2.145	4.745	2.6
1	70	0.0316411	24	2.405	4.16	1.755
1	70	0.0347791	28.5	2.08	4.03	1.95
1	70	0.0317559	36	2.015	4.55	2.535
1	70	0.035886	25.5	2.21	4.29	2.08
1	70	0.0331343	34.5	2.145	4.615	2.47
1	70	0.0365263	31.5	2.21	5.005	2.795
1	70	0.0357773	28.5	2.34	4.745	2.405
1	70	0.0373027	24	2.21	4.095	1.885
1	70	0.0305253	36	1.885	4.29	2.405
1	70	0.0330516	31.5	2.21	4.55	2.34
1	70	0.0318839	30	2.145	4.095	1.95
1	70	0.0320539	37.5	1.95	4.55	2.6
1	70	0.0367778	22.5	2.145	3.965	1.82
1	80	0.0334403	30	2.405	4.94	2.535
1	80	0.0325738	30	2.405	4.81	2.405
1	80	0.0334427	24	2.665	4.615	1.95
1	80	0.034033	34.5	2.275	5.2	2.925
