FOV_ID_ss	channel_ID_ss	elongation_rate_ss	gen_time_min_ss	s_b_um_ss	s_d_um_ss	delta_s_ss
1	20	0.038122	25	2.535	4.94	2.405
1	20	0.0388176	33	2.6	6.305	3.705
1	20	0.0356124	22	3.25	5.655	2.405
1	20	0.0339665	26	2.925	5.33	2.405
1	20	0.0396005	29	2.535	5.655	3.12
1	20	0.0376151	26	2.795	5.59	2.795
1	20	0.0383696	29	2.73	6.11	3.38
1	20	0.0392334	23	3.185	6.045	2.86
1	20	0.0403912	25	2.99	6.11	3.12
1	20	0.0364188	23	3.055	5.46	2.405
1	20	0.0414327	23	2.6	5.135	2.535
1	20	0.0383916	32	2.535	5.915	3.38
1	20	0.0409071	20	2.925	5.265	2.34
1	20	0.0428301	29	2.665	6.435	3.77
1	20	0.0384184	26	3.25	6.825	3.575
1	20	0.0360851	24	3.38	6.24	2.86
1	20	0.0382412	27	3.185	6.24	3.055
1	20	0.0381191	22	2.99	5.395	2.405
1	20	0.0374065	29	2.6	5.655	3.055
1	30	0.0385706	23	3.965	7.475	3.51
1	30	0.0388415	23	3.9	7.215	3.315
1	30	0.0374136	25	3.965	7.475	3.51
1	30	0.0360075	24	4.03	7.475	3.445
1	30	0.0364984	18	3.965	6.175	2.21
1	30	0.0367122	27	3.25	6.63	3.38
1	30	0.034168	27	3.315	6.435	3.12
1	30	0.0331814	25	3.25	5.915	2.665
1	30	0.0336791	24	2.925	5.2	2.275
1	30	0.036173	26	2.535	5.2	2.665
1	30	0.0355707	32	2.6	5.85	3.25
1	30	0.0391435	26	2.99	6.24	3.25
1	30	0.0354852	28	3.185	6.435	3.25
1	30	0.0366743	24	3.25	6.11	2.86
1	30	0.0370323	23	2.99	5.525	2.535
1	30	0.0357604	29	2.86	5.915	3.055
1	30	0.0362985	23	3.055	5.46	2.405
1	30	0.0340902	28	2.73	5.46	2.73
1	30	0.0344695	26	2.73	5.07	2.34
1	30	0.0327153	30	2.47	5.07	2.6
1	30	0.0350854	30	2.535	5.33	2.795
1	30	0.0334428	29	2.73	5.265	2.535
1	30	0.037451	21	2.665	4.68	2.015
1	30	0.0347187	28	2.47	5.07	2.6
1	30	0.0364416	24	2.47	4.485	2.015
1	30	0.0348972	38	2.21	5.915	3.705
1	30	0.0399017	25	3.055	6.045	2.99
1	30	0.0370946	27	3.12	6.305	3.185
1	30	0.0369886	22	3.12	5.655	2.535
1	30	0.0413287	23	2.925	5.785	2.86
1	30	0.03845	26	2.925	5.98	3.055
1	30	0.0365694	30	2.99	6.63	3.64
1	30	0.0410295	21	3.445	6.175	2.73
1	30	0.0388084	25	3.055	6.045	2.99
1	30	0.0375071	28	2.99	6.435	3.445
1	30	0.0389076	26	3.185	6.565	3.38
1	30	0.0356453	28	3.12	6.565	3.445
1	30	0.0392157	24	3.38	6.63	3.25
1	30	0.0365691	26	3.315	6.565	3.25
1	30	0.0339519	22	3.315	5.525	2.21
1	30	0.0371921	28	2.795	5.85	3.055
1	40	0.0386478	28	2.535	5.46	2.925
1	40	0.039613	29	2.6	5.915	3.315
1	40	0.0383816	25	2.925	5.85	2.925
1	40	0.0406996	23	2.925	5.85	2.925
1	40	0.0379932	23	2.86	5.395	2.535
1	40	0.0386579	23	2.73	5.2	2.47
1	40	0.0375412	31	2.73	6.045	3.315
1	40	0.0400434	19	3.12	5.33	2.21
1	40	0.0387595	28	2.6	5.59	2.99
1	40	0.0387269	27	2.795	6.045	3.25
1	40	0.0387173	25	3.055	5.98	2.925
1	40	0.0413211	24	2.99	5.915	2.925
1	40	0.0411134	22	3.055	5.785	2.73
1	40	0.038954	24	2.86	5.46	2.6
1	40	0.0397639	28	2.73	5.72	2.99
1	40	0.0377174	29	2.925	6.5	3.575
1	40	0.0390177	24	3.185	6.24	3.055
1	40	0.0376889	30	3.12	6.89	3.77
1	40	0.0384433	31	3.51	8.19	4.68
1	40	0.0403068	25	4.16	8.255	4.095
1	40	0.0429825	20	4.095	7.475	3.38
1	40	0.0399788	19	3.51	6.11	2.6
1	40	0.0400777	29	2.86	6.5	3.64
1	40	0.0378344	21	3.38	5.915	2.535
1	40	0.0386505	28	2.925	6.24	3.315
1	40	0.0345661	26	3.055	5.72	2.665
1	40	0.0361489	27	2.6	5.33	2.73
1	40	0.0382858	31	2.6	6.175	3.575
1	40	0.0410965	19	3.055	5.265	2.21
1	40	0.0362604	28	2.6	5.46	2.86
1	40	0.0358149	26	2.86	5.525	2.665
1	40	0.0409875	25	2.665	5.59	2.925
1	40	0.0400394	23	2.665	5.2	2.535
1	40	0.0385938	35	2.665	6.89	4.225
1	40	0.0415068	22	3.64	6.825	3.185
1	40	0.0396569	21	3.445	6.175	2.73
1	40	0.0410915	24	3.12	6.24	3.12
1	40	0.0397769	21	3.055	5.85	2.795
1	40	0.0414062	24	2.86	5.72	2.86
1	40	0.0402427	20	2.86	5.135	2.275
1	40	0.0415764	44	2.405	8.45	6.045
1	40	0.041003	18	4.485	7.475	2.99
1	50	0.0399338	27	2.665	5.785	3.12
1	50	0.03693	25	2.665	5.07	2.405
1	50	0.0392569	27	2.47	5.265	2.795
1	50	0.03858	26	2.6	5.33	2.73
1	50	0.0372087	58	2.6	11.635	9.035
1	60	0.0374567	24	3.185	5.915	2.73
1	60	0.0345445	29	2.925	5.85	2.925
1	60	0.0355112	27	2.925	5.72	2.795
1	60	0.0374591	27	2.99	6.11	3.12
1	60	0.0382435	23	2.99	5.59	2.6
1	60	0.0368901	28	2.73	5.785	3.055
1	60	0.0356984	42	2.86	8.125	5.265
1	60	0.0401274	14	4.095	6.045	1.95
1	60	0.0403841	26	2.925	6.11	3.185
1	60	0.0360174	26	2.925	5.72	2.795
1	60	0.0337743	30	2.73	5.915	3.185
1	60	0.0361547	24	2.99	5.655	2.665
1	60	0.037634	28	2.925	6.24	3.315
1	60	0.0358967	21	3.185	5.525	2.34
1	60	0.0374325	26	2.795	5.395	2.6
1	60	0.0358672	28	2.6	5.135	2.535
1	60	0.03806	29	2.535	5.72	3.185
1	60	0.0371307	28	2.925	6.045	3.12
1	60	0.0374439	26	3.055	6.175	3.12
1	60	0.0369021	25	2.99	5.785	2.795
1	60	0.0373494	26	2.795	5.655	2.86
1	60	0.0383648	27	2.86	5.85	2.99
1	60	0.038231	26	2.795	5.46	2.665
1	60	0.0377489	22	2.665	4.68	2.015
1	60	0.0366677	29	2.47	5.265	2.795
1	60	0.0394983	29	2.47	5.655	3.185
1	60	0.0355787	24	2.925	5.07	2.145
1	60	0.0378082	27	2.47	5.005	2.535
1	60	0.0403102	29	2.535	5.785	3.25
1	60	0.0362607	25	2.73	5.135	2.405
1	60	0.0385091	29	2.535	5.59	3.055
1	60	0.03809	39	2.925	8.255	5.33
1	60	0.0409519	18	4.16	6.955	2.795
1	60	0.0387204	20	3.445	5.915	2.47
1	60	0.036116	22	3.055	5.395	2.34
1	60	0.0370979	34	2.665	6.5	3.835
1	60	0.0375403	24	3.12	5.85	2.73
1	60	0.037573	22	2.99	5.46	2.47
1	60	0.0372551	31	2.6	5.915	3.315
1	60	0.0383252	23	2.925	5.2	2.275
1	70	0.0370844	23	2.665	4.875	2.21
1	70	0.0398739	29	2.6	5.72	3.12
1	70	0.0360519	28	2.86	5.785	2.925
1	70	0.0361186	24	2.86	5.33	2.47
1	70	0.0378809	27	2.73	5.395	2.665
1	70	0.0346767	28	2.73	5.46	2.73
1	70	0.036053	27	2.665	5.46	2.795
1	70	0.0370845	29	2.73	5.98	3.25
1	70	0.0396818	7	2.99	3.64	0.65
1	70	0.0265384	48	2.86	6.825	3.965
1	70	0.0368522	24	3.315	6.305	2.99
1	70	0.0366723	26	3.185	6.305	3.12
1	70	0.0361024	26	3.38	6.63	3.25
1	70	0.038004	28	3.38	7.345	3.965
1	70	0.0379085	24	3.705	6.89	3.185
1	70	0.0335537	26	3.38	6.305	2.925
1	70	0.0328499	27	2.99	5.785	2.795
1	70	0.0370388	29	2.86	6.11	3.25
1	70	0.0352513	28	3.12	6.24	3.12
1	70	0.0361644	27	3.185	6.37	3.185
1	70	0.0356978	21	3.12	5.46	2.34
1	70	0.0378094	26	2.795	5.59	2.795
1	70	0.0356631	23	2.795	5.005	2.21
1	70	0.0338836	31	2.6	5.46	2.86
1	70	0.035473	27	2.795	5.395	2.6
1	70	0.0346077	34	2.73	6.5	3.77
1	70	0.0389419	26	3.315	6.825	3.51
1	70	0.0379949	26	3.51	7.15	3.64
1	70	0.0350084	24	3.575	6.5	2.925
1	70	0.0378229	22	3.445	6.24	2.795
1	70	0.0345735	25	3.185	5.98	2.795
1	70	0.0375373	25	3.12	6.175	3.055
1	70	0.0344908	25	3.055	5.72	2.665
1	70	0.0334942	31	3.055	6.5	3.445
1	70	0.0372176	20	3.315	5.59	2.275
1	70	0.0350361	25	2.86	5.2	2.34
1	70	0.0311623	30	2.47	4.875	2.405
1	70	0.0331346	30	2.535	5.2	2.665
1	70	0.0323933	30	2.665	5.46	2.795
1	70	0.0372133	26	2.73	5.525	2.795
1	80	0.0357584	23	3.12	5.785	2.665
1	80	0.0351609	29	2.925	6.045	3.12
1	80	0.0359992	26	2.86	5.525	2.665
1	80	0.034735	25	2.925	5.525	2.6
1	80	0.0366643	23	2.925	5.33	2.405
1	80	0.037574	27	2.535	5.395	2.86
1	80	0.039411	25	2.535	5.2	2.665
1	80	0.0359397	31	2.47	5.46	2.99
1	80	0.0360091	30	2.795	6.11	3.315
1	80	0.0363513	24	3.12	5.915	2.795
1	80	0.0373046	28	2.99	6.24	3.25
1	80	0.0400517	24	3.12	6.175	3.055
1	80	0.0364572	25	3.055	5.98	2.925
1	80	0.03652	25	2.86	5.72	2.86
1	80	0.0358364	25	2.73	5.135	2.405
1	80	0.03664	28	2.47	5.135	2.665
1	80	0.0345352	29	2.535	5.395	2.86
1	80	0.0376309	28	2.665	5.655	2.99
1	80	0.0359575	28	2.73	5.72	2.99
1	80	0.0398917	29	2.73	6.175	3.445
1	80	0.0368912	24	3.25	6.175	2.925
1	80	0.0348229	24	2.99	5.525	2.535
1	80	0.0355951	24	2.73	5.135	2.405
1	80	0.0383958	26	2.405	4.875	2.47
1	80	0.0357204	29	2.405	5.005	2.6
1	80	0.0381973	28	2.47	5.265	2.795
1	80	0.0360722	30	2.535	5.525	2.99
1	80	0.0395212	24	2.925	5.85	2.925
1	80	0.0373473	26	2.99	5.98	2.99
1	80	0.0384372	26	2.795	5.785	2.99
1	80	0.0385978	25	2.925	5.98	3.055
1	80	0.0384275	26	2.86	5.785	2.925
1	80	0.0349086	28	2.86	5.915	3.055
1	80	0.0354908	28	2.99	6.11	3.12
1	80	0.0369202	28	2.99	6.305	3.315
1	80	0.0354588	21	3.055	5.395	2.34
1	80	0.03783	31	2.6	5.98	3.38
1	80	0.0371107	27	3.055	6.045	2.99
1	80	0.0361128	27	3.12	6.11	2.99
1	80	0.0360762	25	3.055	5.785	2.73
1	90	0.0367016	27	2.535	5.07	2.535
1	90	0.0381675	26	2.47	5.005	2.535
1	90	0.0373968	33	2.47	5.655	3.185
1	90	0.0372204	28	2.73	5.915	3.185
1	90	0.0364176	30	2.795	6.24	3.445
1	90	0.0422361	24	2.99	6.11	3.12
1	90	0.0381147	24	2.86	5.59	2.73
1	90	0.0369304	29	2.535	5.46	2.925
1	90	0.0364325	29	2.665	5.785	3.12
1	90	0.0391863	26	2.73	5.785	3.055
1	90	0.038262	26	2.925	5.915	2.99
1	90	0.0392142	25	2.73	5.525	2.795
1	90	0.037879	26	2.665	5.46	2.795
1	90	0.0379399	26	2.665	5.33	2.665
1	90	0.0365518	27	2.6	5.265	2.665
1	90	0.0387894	29	2.405	5.46	3.055
1	90	0.0389734	27	2.73	5.785	3.055
1	90	0.0398313	24	2.795	5.46	2.665
1	90	0.0379062	26	2.535	5.005	2.47
1	90	0.0351118	33	2.275	5.2	2.925
1	90	0.0356975	30	2.535	5.46	2.925
1	90	0.0393874	27	2.665	5.655	2.99
1	90	0.0389549	28	2.665	5.85	3.185
1	90	0.0387197	30	2.925	6.63	3.705
1	90	0.0397144	24	3.25	6.305	3.055
1	90	0.0409216	23	2.925	5.72	2.795
1	90	0.0369893	29	2.665	5.915	3.25
1	90	0.0392465	22	2.925	5.395	2.47
1	90	0.0406799	22	2.47	4.615	2.145
1	90	0.0375577	29	2.275	4.745	2.47
1	90	0.0357491	31	2.275	4.94	2.665
1	90	0.0339833	27	2.665	5.265	2.6
1	90	0.0364809	25	2.535	4.94	2.405
1	90	0.0407191	31	2.47	5.98	3.51
1	90	0.0394087	26	2.665	5.59	2.925
1	90	0.0404759	27	2.665	5.915	3.25
1	90	0.0369551	31	2.86	6.5	3.64
1	90	0.0398857	23	3.185	6.11	2.925
1	90	0.0383002	20	3.055	5.265	2.21
1	100	0.0331096	27	2.925	5.525	2.6
1	100	0.0358863	29	2.795	5.655	2.86
1	100	0.0339689	28	2.86	5.915	3.055
1	100	0.03393	26	3.12	5.85	2.73
1	100	0.0334536	25	3.055	5.46	2.405
1	100	0.0361929	28	2.665	5.265	2.6
1	100	0.034401	27	2.535	4.875	2.34
1	100	0.0342122	29	2.47	4.94	2.47
1	100	0.0357006	27	2.535	4.81	2.275
1	100	0.0332611	36	2.275	5.395	3.12
1	100	0.0357446	31	2.6	5.655	3.055
1	100	0.0339807	28	2.86	5.59	2.73
1	100	0.0360708	26	2.795	5.46	2.665
1	100	0.0359818	28	2.795	5.655	2.86
1	100	0.0345497	27	2.795	5.2	2.405
1	100	0.0351695	32	2.535	5.785	3.25
1	100	0.0333539	32	2.86	6.045	3.185
1	100	0.0357197	22	2.99	5.135	2.145
1	100	0.0337731	33	2.665	5.59	2.925
1	100	0.0401978	27	2.925	6.37	3.445
1	100	0.0366473	27	3.25	6.63	3.38
1	100	0.0355177	21	3.38	5.85	2.47
1	100	0.0354411	22	2.99	5.005	2.015
1	100	0.0374457	31	2.6	5.915	3.315
1	100	0.0363683	31	2.86	6.5	3.64
1	100	0.0361591	25	3.315	6.305	2.99
1	100	0.0332751	24	3.25	5.98	2.73
1	100	0.0344167	26	2.925	5.85	2.925
1	100	0.0368112	27	2.86	5.98	3.12
1	100	0.0357616	28	3.12	6.24	3.12
1	100	0.0362026	24	3.12	5.785	2.665
1	100	0.0373883	26	2.795	5.72	2.925
1	100	0.0350174	26	2.86	5.525	2.665
1	100	0.0374319	26	2.665	5.33	2.665
1	100	0.0393952	27	2.73	5.85	3.12
1	100	0.0390496	21	3.12	5.655	2.535
1	100	0.042944	22	2.795	5.395	2.6
1	100	0.0376042	29	2.795	6.11	3.315
1	100	0.0357039	24	3.185	6.045	2.86
1	110	0.0328914	21	3.705	6.11	2.405
1	111	0.0409934	27	1.885	4.03	2.145
1	111	0.0424821	29	2.015	4.875	2.86
1	111	0.0432062	28	2.405	5.525	3.12
1	111	0.0411801	30	2.73	6.63	3.9
1	111	0.0390368	18	3.64	5.98	2.34
1	111	0.0389527	26	2.925	5.98	3.055
1	111	0.0403278	26	2.99	6.175	3.185
1	111	0.040321	23	3.12	5.98	2.86
1	111	0.0377641	30	2.925	6.63	3.705
1	111	0.0364235	25	3.185	6.045	2.86
1	111	0.0390587	23	2.925	5.59	2.665
1	111	0.0352821	31	2.665	5.72	3.055
1	111	0.0363073	28	2.665	5.525	2.86
1	111	0.0362168	26	2.665	5.265	2.6
1	111	0.0401889	24	2.73	5.33	2.6
1	111	0.0373017	34	2.795	6.76	3.965
1	111	0.0389504	29	3.12	6.955	3.835
1	111	0.0396571	21	3.64	6.435	2.795
1	111	0.0373424	21	3.315	5.785	2.47
1	111	0.0373025	24	2.925	5.655	2.73
1	111	0.0370729	29	2.795	5.915	3.12
1	111	0.0376401	25	3.055	5.98	2.925
1	111	0.0392918	23	2.86	5.395	2.535
1	111	0.0400944	33	2.6	6.695	4.095
1	111	0.0380355	26	3.25	6.435	3.185
1	111	0.0383793	24	2.99	5.72	2.73
1	111	0.0377659	21	2.86	5.005	2.145
1	111	0.0357562	27	2.535	4.875	2.34
1	111	0.037659	31	2.34	5.655	3.315
1	111	0.0399675	28	2.665	5.98	3.315
1	111	0.039907	24	3.055	5.98	2.925
1	111	0.0374833	27	2.99	6.045	3.055
1	111	0.0357303	28	2.86	5.785	2.925
1	111	0.0386512	24	2.86	5.525	2.665
1	111	0.036703	27	2.86	5.85	2.99
1	120	0.0372717	33	2.73	6.5	3.77
1	120	0.0381624	24	2.925	5.655	2.73
1	120	0.0360034	28	2.73	5.59	2.86
1	120	0.0367772	24	2.925	5.525	2.6
1	120	0.0362906	30	2.6	5.655	3.055
1	120	0.0365441	24	2.86	5.33	2.47
1	120	0.0375222	30	2.73	5.85	3.12
1	120	0.0413067	19	2.795	4.94	2.145
1	120	0.0349015	29	2.47	5.07	2.6
1	120	0.03524	28	2.47	4.94	2.47
1	120	0.0386914	31	2.405	5.655	3.25
1	120	0.0389824	23	3.055	5.655	2.6
1	120	0.0375292	26	2.795	5.72	2.925
1	120	0.0392696	29	2.99	6.435	3.445
1	120	0.039042	30	3.38	7.605	4.225
1	120	0.0388889	17	3.77	6.045	2.275
1	120	0.0365923	26	2.925	5.85	2.925
1	120	0.0355492	29	2.795	5.915	3.12
1	120	0.0360231	23	2.99	5.33	2.34
1	120	0.0376318	32	2.535	6.045	3.51
1	120	0.0401084	20	3.055	5.395	2.34
1	120	0.0371842	28	2.47	5.07	2.6
1	120	0.0362216	25	2.47	4.745	2.275
1	120	0.0353915	32	2.34	5.33	2.99
1	120	0.036602	33	2.47	5.655	3.185
1	120	0.0351961	30	2.73	5.785	3.055
1	120	0.0397163	22	2.86	5.265	2.405
1	120	0.0389716	25	2.535	5.005	2.47
1	120	0.0401693	26	2.47	5.2	2.73
1	120	0.0410872	25	2.535	5.265	2.73
1	120	0.0392084	23	2.665	5.005	2.34
1	120	0.0394281	26	2.47	5.135	2.665
1	120	0.0365501	28	2.47	5.005	2.535
1	120	0.039608	26	2.535	5.135	2.6
1	120	0.0380064	28	2.47	5.33	2.86
1	120	0.0406636	26	2.535	5.395	2.86
1	120	0.0387727	25	2.665	5.265	2.6
1	120	0.0369011	30	2.6	5.785	3.185
1	120	0.0366199	27	2.925	5.85	2.925
1	120	0.039258	28	2.86	6.11	3.25
1	130	0.0342874	34	2.73	6.045	3.315
1	130	0.0356931	23	2.73	4.81	2.08
1	130	0.0313914	30	2.47	4.875	2.405
1	130	0.0360874	28	2.47	5.005	2.535
1	130	0.0342705	30	2.47	5.2	2.73
1	130	0.0364764	25	2.665	5.265	2.6
1	130	0.0370262	30	2.6	5.59	2.99
1	130	0.0371428	27	2.73	5.785	3.055
1	130	0.0389164	25	3.055	6.11	3.055
1	130	0.0334538	29	2.99	6.11	3.12
1	130	0.0378607	25	3.055	5.85	2.795
1	130	0.0373492	24	2.925	5.59	2.665
1	130	0.0398494	26	2.925	6.11	3.185
1	130	0.0394776	28	2.925	6.435	3.51
1	130	0.0390439	25	3.315	6.435	3.12
1	130	0.0363002	28	3.25	6.76	3.51
1	131	0.0392895	22	3.055	5.85	2.795
1	131	0.0346564	28	2.795	5.72	2.925
1	131	0.0359161	35	2.795	6.955	4.16
1	131	0.0394373	20	3.575	6.045	2.47
1	131	0.0342333	25	3.12	5.915	2.795
1	131	0.0385085	24	3.185	6.24	3.055
1	131	0.0387935	27	3.12	6.63	3.51
1	131	0.0387204	22	3.315	6.045	2.73
1	131	0.0377717	28	2.99	6.37	3.38
1	131	0.0363138	22	3.12	5.59	2.47
1	131	0.0377392	32	2.6	6.11	3.51
1	131	0.0369637	25	3.12	6.11	2.99
1	131	0.0361915	26	3.055	5.98	2.925
1	131	0.0363738	26	3.055	5.915	2.86
1	131	0.034943	27	2.99	5.915	2.925
1	131	0.0375326	26	3.055	6.24	3.185
1	131	0.0394805	26	3.25	6.63	3.38
1	131	0.0372396	26	3.315	6.5	3.185
1	131	0.0377014	25	3.51	6.955	3.445
1	131	0.0365923	24	3.705	6.825	3.12
1	140	0.0375881	31	2.6	5.915	3.315
1	140	0.0386306	25	2.86	5.72	2.86
1	140	0.032202	22	2.99	5.005	2.015
1	140	0.0319685	31	2.34	5.005	2.665
1	140	0.033118	35	2.6	5.98	3.38
1	140	0.036371	24	3.055	5.59	2.535
1	140	0.0365816	23	2.86	5.265	2.405
1	140	0.0363402	28	2.73	5.525	2.795
1	140	0.0377713	24	2.925	5.525	2.6
1	140	0.0362999	28	2.86	5.98	3.12
1	140	0.0342182	25	2.99	5.46	2.47
1	140	0.0358919	28	3.055	6.175	3.12
1	140	0.0332965	28	3.055	6.045	2.99
1	140	0.0372397	25	3.055	5.98	2.925
1	140	0.0364975	25	3.055	5.785	2.73
1	140	0.0354244	26	2.86	5.46	2.6
1	140	0.0366494	27	2.795	5.785	2.99
1	140	0.0361267	23	2.86	5.265	2.405
1	140	0.0386482	27	2.535	5.265	2.73
1	140	0.0386254	28	2.6	5.59	2.99
1	140	0.036363	27	2.86	5.85	2.99
1	140	0.0357842	25	3.12	6.045	2.925
1	140	0.0357095	27	3.055	6.305	3.25
1	140	0.0369248	30	3.12	6.955	3.835
1	140	0.0350825	19	3.705	5.915	2.21
1	140	0.035833	27	3.055	6.11	3.055
1	140	0.0354664	28	3.185	6.5	3.315
1	140	0.0327103	27	3.38	6.435	3.055
1	140	0.0345586	26	2.99	5.785	2.795
1	140	0.0326093	25	2.925	5.07	2.145
1	140	0.0357601	26	2.665	5.2	2.535
1	140	0.0379407	32	2.6	6.11	3.51
1	140	0.0374527	24	2.925	5.59	2.665
1	140	0.0357585	29	2.86	6.045	3.185
1	140	0.0365193	27	2.925	5.915	2.99
1	150	0.0330582	30	2.6	5.33	2.73
1	150	0.0337702	32	2.535	5.525	2.99
1	150	0.0338755	28	2.795	5.525	2.73
1	150	0.0372238	31	2.73	6.24	3.51
1	150	0.0375325	23	3.25	5.98	2.73
1	150	0.0370454	27	2.925	6.045	3.12
1	150	0.0378892	27	3.055	6.305	3.25
1	150	0.038666	33	3.315	8.06	4.745
1	150	0.0398989	23	4.095	7.735	3.64
1	150	0.0347042	18	4.03	6.11	2.08
1	151	0.0432689	25	3.315	7.085	3.77
1	151	0.0352545	23	3.445	6.045	2.6
1	151	0.0346484	22	3.25	5.525	2.275
1	151	0.0339317	29	2.73	5.655	2.925
1	151	0.033535	26	2.86	5.395	2.535
1	151	0.0339684	27	2.73	5.33	2.6
1	151	0.037182	28	2.795	6.045	3.25
1	151	0.0389403	28	3.12	6.76	3.64
1	151	0.0415405	23	3.51	6.825	3.315
1	151	0.0340737	22	3.315	5.72	2.405
1	151	0.037318	26	2.925	5.785	2.86
1	151	0.034825	27	2.665	5.135	2.47
1	151	0.0350528	31	2.6	5.655	3.055
1	151	0.0379783	29	3.055	6.825	3.77
1	151	0.0356447	25	3.38	6.175	2.795
1	151	0.0407602	21	3.315	6.175	2.86
1	151	0.0375248	25	3.12	6.045	2.925
1	151	0.0352975	30	2.99	6.37	3.38
1	151	0.0376934	23	3.38	6.175	2.795
1	151	0.0360943	24	3.055	5.59	2.535
1	151	0.0337521	31	2.795	5.98	3.185
1	160	0.0378089	24	2.99	5.655	2.665
1	160	0.0434827	23	2.665	5.33	2.665
1	160	0.0368756	23	2.73	4.875	2.145
1	160	0.0399348	30	2.405	5.525	3.12
1	160	0.0382374	25	2.73	5.46	2.73
1	160	0.0365033	30	2.73	6.045	3.315
1	160	0.0368384	34	3.055	7.345	4.29
1	160	0.0397781	21	3.835	6.955	3.12
1	160	0.0396373	30	3.575	7.865	4.29
1	160	0.0362472	16	4.03	6.175	2.145
1	160	0.0358819	26	2.99	5.785	2.795
1	160	0.0354181	28	2.86	5.785	2.925
1	160	0.0350977	26	2.795	5.46	2.665
1	160	0.0388406	26	2.6	5.2	2.6
1	160	0.036854	26	2.405	4.81	2.405
1	160	0.0355635	28	2.34	4.68	2.34
1	160	0.0361279	35	2.21	5.59	3.38
1	160	0.0418946	24	2.665	5.46	2.795
1	160	0.0400651	27	2.665	5.785	3.12
1	160	0.0406919	25	2.795	5.655	2.86
1	170	0.0401466	21	2.99	5.33	2.34
1	170	0.0386195	27	2.86	5.98	3.12
1	170	0.0365843	27	2.795	5.395	2.6
1	170	0.0374023	27	2.6	5.395	2.795
1	170	0.037574	27	2.405	5.005	2.6
1	170	0.0378378	31	2.34	5.46	3.12
1	170	0.0376661	27	2.6	5.525	2.925
1	170	0.0368316	26	2.795	5.525	2.73
1	170	0.0381904	27	2.6	5.525	2.925
1	170	0.0369831	30	2.73	6.045	3.315
1	170	0.0411578	22	2.86	5.46	2.6
1	170	0.0389778	23	2.86	5.395	2.535
1	170	0.035893	28	2.665	5.33	2.665
1	170	0.0383305	26	2.535	5.265	2.73
1	170	0.0362066	28	2.6	5.33	2.73
1	170	0.0355731	28	2.665	5.46	2.795
1	170	0.0411474	23	2.665	5.135	2.47
