septum position,elongation rate (1/hour),initiation size per ori (micron),tau_cyc (minute),B period (minute),C period (minute),D period (minute),division size (micron),newborn size (micron),generation time (minute),added size (micron),cell width (micron),cell ID,daughter ID
0.5137,0.5599,1.6981,114,30,96,18,4.9492,2.4922,65,2.457,0.6677,1201055,1201081
0.5278,0.5217,1.7662,108,42,75,33,4.6836,2.543,60,2.1406,0.6736,1201081,1201105
0.5386,0.5653,1.6656,99,36,54,45,4.4805,2.4727,52,2.0078,0.6563,1201105,1201126
0.5098,0.5155,1.6575,117,33,57,60,4.9492,2.4121,73,2.5371,0.6669,1201126,1201155
0.5405,0.5736,1.7905,117,48,78,39,5.0508,2.5234,65,2.5273,0.6488,1201155,1201181
0.5386,0.5273,1.6585,111,36,66,45,4.9492,2.7305,58,2.2188,0.6462,1201181,1201204
0.5391,0.6085,1.821,105,45,51,54,5.4258,2.7676,57,2.6582,0.6851,1215054,1215077
0.5249,0.493,1.756,102,24,66,36,4.7227,2.9258,48,1.7969,0.6486,1215077,1215096
0.4832,0.5462,1.7926,117,24,66,51,5.2891,2.4785,70,2.8105,0.6447,1215096,1215124
0.5312,0.6872,1.7225,102,42,63,39,5.0391,2.5566,50,2.4824,0.6658,1215124,1215144
0.521,0.6113,1.6951,93,27,51,42,4.7969,2.6777,50,2.1191,0.6185,1215144,1215164
0.5112,0.3348,1.5925,183,21,147,36,5.4688,2.5,120,2.9688,0.6627,1215164,1215212
0.5171,0.595,1.758,171,126,99,72,5.793,3.5781,40,2.2148,0.6107,1223124,1223140
0.5,0.626,1.5437,120,72,60,60,5.1992,2.9961,48,2.2031,0.6084,1223140,1223159
0.5078,0.5788,1.7225,90,18,66,24,4.0977,2.6016,42,1.4961,0.6187,1223159,1223176
0.5103,0.6439,1.7306,90,30,63,27,4.3477,2.0801,58,2.2676,0.6041,1223176,1223199
0.478,0.5393,1.7225,117,36,78,39,4.7891,2.2188,67,2.5703,0.6563,1230042,1230069
0.4983,0.6968,1.5041,96,42,60,36,4.4531,2.2891,48,2.1641,0.6514,1230069,1230088
0.4941,0.6507,1.6605,96,30,60,36,4.7812,2.2188,58,2.5625,0.6477,1230088,1230111
0.5146,0.6654,1.5925,93,33,57,36,4.4219,2.3633,48,2.0586,0.6314,1230111,1230130
0.5732,0.5177,1.625,114,30,69,45,4.7852,2.2754,72,2.5098,0.6103,1230130,1230159
0.5103,0.5884,1.6585,99,45,66,33,4.7969,2.7422,48,2.0547,0.6306,1230159,1230178
0.4775,0.5805,1.6575,93,21,60,33,4.2305,2.4473,48,1.7832,0.6281,1230178,1230197
0.4844,0.6305,1.7225,93,33,66,27,4.1602,2.0195,58,2.1406,0.6126,1230197,1230220
0.5049,0.6396,1.886,108,6,48,60,5.4102,3.5156,32,1.8945,0.6628,1245051,1245064
0.5273,0.6381,1.4625,108,60,57,51,4.6914,2.7305,45,1.9609,0.6003,1245064,1245082
0.5391,0.4133,1.6575,126,21,108,18,4.9453,2.4727,78,2.4727,0.6439,1245082,1245113
0.5332,0.5666,1.7225,108,48,75,33,4.8086,2.666,52,2.1426,0.6021,1245113,1245134
0.5249,0.6443,1.7306,87,33,54,33,4.5898,2.5645,48,2.0254,0.5815,1245134,1245153
0.5068,0.5971,2.0516,87,48,54,33,5.4844,2.4082,65,3.0762,0.5678,1245153,1245179
0.5312,0.6413,1.886,90,45,57,33,5.1758,2.7793,48,2.3965,0.5617,1245179,1245198
0.5059,0.3068,1.561,237,45,117,120,6.1836,2.7949,117,3.3887,0.6921,2004052,2004099
0.5,0.6003,1.626,177,21,105,72,5.5938,3.127,48,2.4668,0.6539,2004099,2004118
0.5059,0.6442,1.3813,117,126,63,54,4.3711,2.7988,38,1.5723,0.6479,2004118,2004133
0.459,0.7526,1.3985,99,0,66,33,4.4453,2.2109,45,2.2344,0.6145,2004133,2004151
0.5415,0.6919,1.69,84,33,54,30,3.9688,2.041,52,1.9277,0.585,2004151,2004172
0.5664,0.6212,1.5925,93,45,60,33,4.707,2.1484,62,2.5586,0.578,2004172,2004197
0.5215,0.5132,1.7225,96,45,78,18,4.4883,2.666,55,1.8223,0.5795,2004197,2004219
0.5093,0.6326,1.5955,99,21,63,36,4.2422,2.4062,45,1.8359,0.5858,2012072,2012090
0.4441,0.5485,1.9185,96,42,69,27,4.6836,2.1602,70,2.5234,0.5593,2012090,2012118
0.5259,0.5392,1.756,108,57,66,42,4.5742,2.0801,67,2.4941,0.5736,2012118,2012145
0.5156,0.6091,1.7276,84,51,57,27,4.168,2.4043,45,1.7637,0.5815,2012145,2012163
0.5151,0.6545,1.755,81,39,54,27,4.2891,2.1484,55,2.1406,0.5775,2012163,2012185
0.4536,0.6193,1.756,96,48,72,24,4.6406,2.2109,65,2.4297,0.5854,2012185,2012211
0.4648,0.6834,1.758,90,54,54,36,4.6172,2.1055,55,2.5117,0.5776,2012211,2012233
0.4744,0.3648,2.145,141,63,102,39,3.8359,1.6709,115,2.165,0.6327,2019034,2019080
0.5,0.6049,1.56,129,96,84,45,4.2891,1.8203,72,2.4688,0.6583,2019080,2019109
0.5225,0.6459,1.3325,105,42,72,33,4.1211,2.1445,50,1.9766,0.6546,2019109,2019129
0.5386,0.6464,1.3741,96,21,63,33,3.9844,2.1543,47,1.8301,0.6593,2019129,2019148
0.4912,0.6989,1.5651,87,33,54,33,4.375,2.1465,52,2.2285,0.64,2019148,2019169
0.4797,0.6475,1.9896,81,54,60,21,4.8789,2.1484,60,2.7305,0.6178,2019169,2019193
0.4932,0.6876,1.7225,90,57,57,33,5.1562,2.6133,52,2.543,0.5994,2026040,2026061
0.5068,0.4507,1.3975,135,9,102,33,4.8789,2.543,68,2.3359,0.6057,2026061,2026088
0.4751,0.6844,1.8921,81,51,60,21,4.3789,2.4727,42,1.9062,0.5834,2026088,2026105
0.5146,0.5939,1.625,84,30,51,33,4.0508,2.0801,52,1.9707,0.579,2026105,2026126
0.4602,0.5635,1.7306,81,48,60,21,3.8535,2.084,55,1.7695,0.5689,2026126,2026148
0.4941,0.5556,1.7276,126,72,78,48,4.8828,2.4121,68,2.4707,0.6241,2034047,2034074
0.5386,0.2942,1.7306,231,45,111,120,6.5195,2.4121,162,4.1074,0.6453,2034074,2034139
0.5044,0.3742,1.7306,231,57,123,108,6.3164,3.5117,78,2.8047,0.6594,2034139,2034170
0.5181,0.4148,1.4148,201,171,138,63,5.6797,3.1855,70,2.4941,0.6426,2034170,2034198
0.4988,0.4466,1.5925,159,0,96,63,5.082,2.9434,62,2.1387,0.6324,2034198,2034223
0.4978,0.4991,1.7946,120,60,75,45,5.1055,2.041,85,3.0645,0.6031,2048050,2048084
0.522,0.4056,1.758,159,60,111,48,5.875,2.543,97,3.332,0.6306,2048084,2048123
0.5005,0.6696,1.7875,102,63,60,42,5.2109,3.0664,40,2.1445,0.6212,2048123,2048139
0.5063,0.6095,1.691,111,9,54,57,5.5703,2.6074,60,2.9629,0.6177,2048139,2048163
0.5132,0.7375,1.693,99,21,60,39,5.0742,2.8223,40,2.252,0.5804,2048163,2048179
0.5713,0.7016,1.625,93,12,57,36,5.2344,2.6035,48,2.6309,0.5556,2048179,2048198
0.4917,0.7117,1.9175,66,30,48,18,4.7617,2.9902,32,1.7715,0.5597,2048198,2048211
0.5298,0.5085,1.9216,84,51,57,27,4.5664,2.666,52,1.9004,0.6497,2063054,2063075
0.5713,0.4317,1.9845,96,48,84,12,4.4375,2.4199,68,2.0176,0.6309,2063075,2063102
0.5127,0.5106,2.0485,102,69,60,42,5.1133,2.5352,75,2.5781,0.6068,2063102,2063132
0.5576,0.44,1.625,117,39,78,39,4.3242,2.6211,55,1.7031,0.6993,2063132,2063154
0.4602,0.6196,1.7255,105,36,63,42,4.9727,2.4121,62,2.5605,0.6172,2063154,2063179
0.5132,0.5742,1.7235,93,45,54,39,4.3086,2.2891,52,2.0195,0.6112,2063179,2063200
0.5278,0.3876,1.758,126,39,90,36,4.8281,2.2109,85,2.6172,0.6657,2063200,2063234
0.5229,0.6052,1.82,96,45,63,33,4.5,2.5762,47,1.9238,0.6163,2070042,2070061
0.5474,0.5724,1.758,111,36,60,51,5.2383,2.3535,75,2.8848,0.64,2070061,2070091
0.5396,0.6409,1.5275,111,45,57,54,5.8477,2.8672,55,2.9805,0.6345,2070091,2070113
0.5308,0.6809,1.8525,87,21,51,36,4.9219,3.1523,35,1.7695,0.6548,2070113,2070127
0.5371,0.6038,1.8525,90,18,72,18,5.0859,2.6133,55,2.4727,0.6062,2070127,2070149
0.5063,0.5586,1.9246,87,39,69,18,4.8867,2.7324,50,2.1543,0.5973,2070149,2070169
0.5083,0.599,2.0475,84,45,57,27,5.0273,2.4727,58,2.5547,0.5597,2070169,2070192
0.5127,0.5414,2.0475,99,48,72,27,5.4727,2.5566,65,2.916,0.5877,2070192,2070218
0.5181,0.687,1.5305,111,21,66,45,5.1523,2.8066,45,2.3457,0.6032,2070218,2070236
0.5352,0.6344,1.8535,87,45,57,30,5.1016,2.7363,55,2.3652,0.572,2077027,2077049
0.542,0.3904,1.9175,138,39,96,42,6.1172,2.7305,92,3.3867,0.6122,2077049,2077086
0.5093,0.6049,2.0475,135,54,72,63,7.1992,3.3145,65,3.8848,0.6132,2077086,2077112
0.5288,0.588,1.8555,102,12,54,48,5.2852,3.668,30,1.6172,0.5696,2077112,2077124
0.5049,0.571,1.756,102,75,48,54,5.0195,2.7949,52,2.2246,0.6141,2077124,2077145
0.5396,0.5763,1.8921,99,30,63,36,4.9414,2.5352,55,2.4062,0.6068,2077145,2077167
0.5127,0.4827,1.8525,111,39,60,51,5.3359,2.668,70,2.668,0.61,2077167,2077195
0.5161,0.3522,1.755,183,39,93,90,6.5898,2.7363,115,3.8535,0.6485,2077195,2077241
0.5405,0.3023,2.08,165,69,108,57,4.8125,2.3535,120,2.459,0.714,2085032,2085080
0.522,0.3888,1.5305,195,63,117,78,5.6016,2.6035,95,2.998,0.7278,2085080,2085118
0.5176,0.6972,1.4655,135,30,75,60,5.2734,2.9258,42,2.3477,0.673,2085118,2085135
0.5156,0.6536,1.365,99,111,57,42,4.4297,2.7305,38,1.6992,0.6609,2085135,2085150
0.4792,0.4925,1.4361,120,6,87,33,4.5078,2.2832,68,2.2246,0.6544,2085150,2085177
0.5073,0.3107,1.69,204,42,114,90,5.9414,2.1602,138,3.7812,0.716,2085177,2085232
0.5332,0.6599,1.6575,90,9,48,42,4.5117,2.5352,45,1.9766,0.6292,2092043,2092061
0.4607,0.6369,1.628,99,27,63,36,5.0859,2.4043,60,2.6816,0.6439,2092061,2092085
0.5356,0.4407,1.755,159,39,51,108,6.4375,2.3438,105,4.0938,0.6414,2092085,2092127
0.5176,0.6951,1.5326,147,36,90,57,6.7852,3.4473,47,3.3379,0.5796,2092127,2092146
0.5107,0.683,1.5945,108,123,51,57,5.9805,3.5098,40,2.4707,0.5916,2092146,2092162
0.5527,0.6251,1.755,87,57,54,33,4.5898,3.0566,32,1.5332,0.531,2092162,2092175
0.5444,0.5164,1.8525,93,21,69,24,4.9062,2.5391,62,2.3672,0.5321,2092175,2092200
0.501,0.663,1.8555,75,51,54,21,4.6875,2.6719,42,2.0156,0.5766,2092200,2092217
0.5444,0.6682,1.885,78,63,51,27,4.3047,2.6016,40,1.7031,0.6153,2099042,2099058
0.5146,0.5863,1.755,81,30,54,27,4.4219,2.3438,52,2.0781,0.6575,2099058,2099079
0.491,0.4797,1.8525,84,45,66,18,3.5781,2.2754,55,1.3027,0.6671,2099079,2099101
0.5435,0.6149,1.7255,93,57,60,33,4.3125,1.7559,70,2.5566,0.6918,2099101,2099129
0.542,0.5602,1.691,87,63,63,24,4.5625,2.3438,55,2.2188,0.6555,2099129,2099151
0.4927,0.5672,1.885,87,51,54,33,4.8828,2.4727,60,2.4102,0.6886,2099151,2099175
0.501,0.5094,1.8525,96,48,69,27,4.5898,2.4062,60,2.1836,0.6793,2099175,2099199
0.5103,0.6402,1.7255,81,45,54,27,4.2539,2.2988,45,1.9551,0.6535,2099199,2099217
0.5239,0.665,1.756,84,30,51,33,4.5273,2.5,45,2.0273,0.6494,2107044,2107062
0.5435,0.4744,1.6575,117,30,66,51,5.2695,2.373,77,2.8965,0.6348,2107062,2107093
0.5566,0.394,1.7225,135,48,75,60,5.2773,2.8633,75,2.4141,0.6626,2107093,2107123
0.522,0.2989,1.823,180,33,117,63,5.7383,2.9375,102,2.8008,0.6753,2107123,2107164
0.5425,0.5578,1.5935,159,24,99,60,5.1641,2.9961,50,2.168,0.64,2107164,2107184
0.5601,0.6571,1.6605,96,15,60,36,4.875,2.8027,42,2.0723,0.6325,2107184,2107201
0.5205,0.64,1.755,90,21,60,30,5.1562,2.7305,50,2.4258,0.646,2107201,2107221
0.481,0.6682,1.69,96,15,54,42,5.0078,2.4062,55,2.6016,0.5961,2114024,2114046
0.5469,0.703,1.6575,93,30,57,36,4.6719,2.4082,47,2.2637,0.6039,2114046,2114065
0.5469,0.6486,1.693,123,57,60,63,6.8906,5.2188,22,1.6719,0.5917,2114223,2114232
0.5342,0.5383,1.885,117,36,75,42,5.1797,2.791,55,2.3887,0.6303,2121046,2121068
0.5225,0.2765,1.95,186,33,90,96,5.7305,2.7676,127,2.9629,0.6359,2121068,2121119
0.5591,0.2677,1.8535,243,60,144,99,6.5156,2.9922,125,3.5234,0.65,2121119,2121169
0.5156,0.6263,1.69,168,27,108,60,5.6758,3.6426,38,2.0332,0.6159,2121169,2121184
0.5288,0.5253,1.4788,105,141,60,45,4.5508,2.9258,42,1.625,0.5911,2121184,2121201
0.5522,0.5962,1.691,90,21,57,33,4.3555,2.4043,50,1.9512,0.5751,2121201,2121221
0.5181,0.4574,2.015,111,30,81,30,5.1562,2.9961,62,2.1602,0.6285,2136029,2136054
0.5127,0.5068,1.82,114,36,51,63,5.0977,2.6719,62,2.4258,0.6333,2136054,2136079
0.5176,0.5688,1.69,126,27,78,48,5.1484,2.6133,65,2.5352,0.6396,2136079,2136105
0.5112,0.3537,1.7255,150,39,93,57,5.2148,2.6641,92,2.5508,0.6713,2136105,2136142
0.5137,0.5725,1.7875,135,48,78,57,5.3711,2.666,60,2.7051,0.6655,2136142,2136166
0.5435,0.6578,1.5275,105,18,63,42,4.8594,2.7578,42,2.1016,0.6392,2136166,2136183
0.5488,0.5488,1.5976,93,18,57,36,4.5,2.6387,50,1.8613,0.6691,2136183,2136203
0.5562,0.5648,1.756,105,36,63,42,5.2734,2.4707,68,2.8027,0.6325,2136203,2136230
0.5308,0.3979,1.3325,189,51,96,93,6.5117,3.584,72,2.9277,0.6742,2143132,2143161
0.5049,0.5667,1.5275,138,69,84,54,5.1797,3.4551,38,1.7246,0.6609,2143161,2143176
0.5537,0.5301,1.4798,117,78,87,30,4.6992,2.6133,52,2.0859,0.6703,2143176,2143197
0.5327,0.5749,1.5356,99,15,57,42,3.9355,2.2754,47,1.6602,0.6219,3017059,3017078
0.5068,0.5337,1.625,105,39,87,18,4.3789,2.0957,72,2.2832,0.6074,3017078,3017107
0.4995,0.3333,1.7225,147,60,102,45,4.5625,2.2188,100,2.3438,0.6457,3017107,3017147
0.4988,0.4453,1.5681,168,63,78,90,5.2148,2.2793,92,2.9355,0.6366,3017147,3017184
0.5342,0.5838,1.2238,174,6,129,45,5.0273,2.6016,58,2.4258,0.6285,3017184,3017207
