septum position,elongation rate (1/hour),initiation size per ori (micron),tau_cyc (minute),B period (minute),C period (minute),D period (minute),division size (micron),newborn size (micron),generation time (minute),added size (micron),cell width (micron),cell ID,daughter ID
0.5293,0.8449,1.5011,72,27,36,36,4.5586,2.1445,54,2.4141,0.5667,1012172,1012190
0.5396,0.8295,1.5305,66,27,36,30,4.0977,2.4121,39,1.6855,0.5689,1012190,1012203
0.5293,0.7616,1.5935,69,21,54,15,4.1797,2.2109,51,1.9688,0.5661,1012203,1012220
0.5181,0.515,1.6605,105,33,66,39,4.9023,2.2129,87,2.6895,0.5768,1012220,1012249
0.5254,0.8058,1.5305,90,45,57,33,4.8242,2.5391,48,2.2852,0.5854,1012249,1012265
0.5068,0.8963,1.498,69,15,36,33,4.3672,2.5352,36,1.832,0.5685,1012265,1012277
0.5317,0.7906,1.495,63,27,33,30,3.791,2.2109,39,1.5801,0.5713,1019033,1019046
0.522,0.9454,1.4361,69,24,36,33,4.6211,2.0156,54,2.6055,0.5699,1019046,1019064
0.4731,0.9118,1.5011,72,27,42,30,4.9492,2.4121,45,2.5371,0.5577,1019064,1019079
0.5444,0.757,1.5925,87,24,33,54,5.1367,2.7305,48,2.4062,0.571,1019160,1019176
0.4915,0.9596,1.496,72,6,42,30,4.5039,2.7949,30,1.709,0.5643,1019176,1019186
0.5166,0.9176,1.495,66,6,45,21,4.168,2.2129,42,1.9551,0.5643,1019186,1019200
0.5508,0.9033,1.7255,54,36,36,18,4.4922,2.5645,39,1.9277,0.5432,1019217,1019230
0.5356,0.7252,1.7601,75,24,57,18,5.2305,2.4727,60,2.7578,0.5552,1019230,1019250
0.5122,0.8639,1.823,69,30,42,27,4.8242,2.8027,39,2.0215,0.5406,1019250,1019263
0.54,0.7931,1.5925,81,24,54,27,4.8125,2.3418,57,2.4707,0.6162,1026023,1026042
0.5903,0.7782,1.691,75,33,51,24,4.9844,2.5996,51,2.3848,0.6084,1026042,1026059
0.5376,0.7918,1.56,69,15,45,24,4.5,2.9434,33,1.5566,0.6267,1026059,1026070
0.5518,0.7317,1.4716,81,0,51,30,4.5156,2.4199,48,2.0957,0.639,1026070,1026086
0.5278,0.7299,1.5275,69,27,33,36,4.3242,2.4922,48,1.832,0.6283,1026086,1026102
0.5815,0.6421,1.69,72,30,54,18,3.9121,2.2832,54,1.6289,0.6134,1026102,1026120
0.5269,0.3873,1.7885,129,42,45,84,5.3594,2.2754,117,3.084,0.6369,1026120,1026159
0.5444,0.4863,1.625,141,42,75,66,5.0156,2.8223,66,2.1934,0.6269,1026159,1026181
0.5474,0.6873,1.563,117,9,57,60,5.3477,2.7305,60,2.6172,0.6178,1026181,1026201
0.542,0.6491,1.5925,84,15,33,51,4.5586,2.9277,39,1.6309,0.5859,1026201,1026214
0.5576,0.6276,1.7225,69,15,45,24,3.9902,2.4707,45,1.5195,0.6035,1026214,1026229
0.5732,0.645,1.625,75,30,39,36,3.9707,2.2246,60,1.7461,0.6012,1026229,1026249
0.564,0.6244,1.69,84,45,42,42,4.4961,2.2754,69,2.2207,0.6312,1026249,1026272
0.5601,0.7116,1.821,60,24,45,15,4.2969,2.4062,48,1.8906,0.5778,1033022,1033038
0.5234,0.8115,1.5935,63,27,39,24,4.2383,2.4062,42,1.832,0.5849,1033038,1033052
0.5273,0.7548,1.69,69,27,48,21,4.6914,2.2188,54,2.4727,0.6013,1033052,1033070
0.5562,0.8825,1.5925,66,27,36,30,4.25,2.4727,39,1.7773,0.5829,1033070,1033083
0.541,0.6572,1.82,69,27,48,21,4.8203,2.3633,57,2.457,0.5766,1033083,1033102
0.5259,0.7565,1.755,81,30,45,36,5.0742,2.6074,54,2.4668,0.5992,1033102,1033120
0.5474,0.5745,1.755,87,24,39,48,4.75,2.668,57,2.082,0.6037,1033120,1033139
0.5366,0.2676,1.6575,186,18,102,84,6.0586,2.6016,147,3.457,0.6257,1033139,1033188
0.5566,0.5827,1.56,180,18,111,69,5.2773,3.25,51,2.0273,0.6088,1033188,1033205
0.5386,0.7223,1.236,117,123,63,54,5.0781,2.9375,42,2.1406,0.6317,1033205,1033219
0.5352,0.7738,1.2675,87,48,36,51,4.6172,2.7324,42,1.8848,0.6083,1033219,1033233
0.5234,0.9011,1.3985,69,6,51,18,4.1016,2.4707,33,1.6309,0.5968,1033233,1033244
0.563,0.7852,1.7225,72,21,42,30,4.6211,2.1465,60,2.4746,0.603,1033244,1033264
0.5552,0.8388,1.5925,81,36,33,48,5.8633,2.6016,57,3.2617,0.5779,1033264,1033283
0.5229,0.8983,1.7875,66,18,42,24,4.6406,3.2559,27,1.3848,0.594,1033283,1033292
0.5396,0.7763,1.5935,66,24,48,18,4.0977,2.5391,36,1.5586,0.5994,1041046,1041058
0.5576,0.4078,1.69,135,18,90,45,5.0156,2.2109,117,2.8047,0.618,1041058,1041097
0.52,0.6323,1.368,141,30,90,51,4.875,2.7988,54,2.0762,0.6371,1041097,1041115
0.5474,0.777,1.495,96,6,54,42,4.75,2.5352,48,2.2148,0.5925,1041115,1041131
0.5435,0.7553,1.367,81,6,42,39,4.3086,2.6016,39,1.707,0.5889,1041131,1041144
0.5229,0.8024,1.56,66,15,33,33,4.2266,2.3398,42,1.8867,0.6031,1041144,1041158
0.5,0.766,1.5285,75,21,42,33,4.5508,2.2109,54,2.3398,0.586,1041158,1041176
0.561,0.8145,1.56,69,27,33,36,4.1875,2.2754,42,1.9121,0.5862,1041176,1041190
0.5488,0.6939,1.4005,75,12,57,18,4.043,2.3477,45,1.6953,0.58,1041190,1041205
0.5352,0.5111,1.886,90,39,48,42,4.6133,2.2188,84,2.3945,0.5875,1041205,1041233
0.5259,0.6747,1.4625,87,48,39,48,4.5781,2.4707,51,2.1074,0.5772,1041233,1041250
0.5542,0.8893,1.6585,78,18,51,27,4.5781,2.4082,45,2.1699,0.5629,1041250,1041265
0.5757,0.8513,1.5925,66,18,36,30,4.293,2.5352,39,1.7578,0.5558,1041265,1041278
0.5264,0.8522,1.6575,78,27,45,33,4.8203,2.3418,51,2.4785,0.6051,1048023,1048040
0.5146,0.7998,1.5305,72,21,45,27,4.5625,2.5352,42,2.0273,0.5946,1048040,1048054
0.5283,0.7757,1.6575,72,21,42,30,4.4453,2.3477,51,2.0977,0.603,1048054,1048071
0.5322,0.75,1.755,81,30,48,33,5.0078,2.3477,60,2.6602,0.6014,1048071,1048091
0.5303,0.719,1.4625,78,24,36,42,4.5742,2.666,42,1.9082,0.58,1048091,1048105
0.5283,0.7071,1.5925,84,12,63,21,4.5586,2.4277,54,2.1309,0.5788,1048105,1048123
0.5708,0.7981,1.6585,75,33,30,45,5.0312,2.4082,54,2.623,0.5819,1048123,1048141
0.5146,0.7704,1.5935,69,21,42,27,4.5547,2.8711,36,1.6836,0.5708,1048141,1048153
0.5557,0.5529,1.82,90,18,54,36,4.6836,2.3438,72,2.3398,0.5819,1048153,1048177
0.5483,0.7744,1.691,78,42,48,30,4.7578,2.6016,48,2.1562,0.5809,1048177,1048193
0.4705,0.7405,1.626,75,21,57,18,4.5664,2.6074,48,1.959,0.5529,1048193,1048209
0.5508,0.7911,1.69,78,24,39,39,4.4883,2.1484,54,2.3398,0.5743,1048209,1048227
0.522,0.8152,1.5935,69,27,33,36,4.4883,2.4707,42,2.0176,0.5944,1048227,1048241
0.5352,0.7882,1.626,78,21,48,30,4.7539,2.3438,57,2.4102,0.6017,1048241,1048260
0.522,0.7437,1.7225,69,33,39,30,4.3867,2.543,45,1.8438,0.5863,1048260,1048275
0.5249,0.9447,1.237,72,12,39,33,4.1133,2.6016,30,1.5117,0.6139,1055032,1055042
0.5703,0.9189,1.6605,66,15,33,33,4.6953,2.1602,51,2.5352,0.5559,1055042,1055059
0.5068,0.965,1.626,63,27,39,24,4.8789,2.6777,39,2.2012,0.5565,1055059,1055072
0.5068,0.8753,1.626,66,15,36,30,4.6211,2.4727,42,2.1484,0.554,1055072,1055086
0.4521,0.798,1.6585,66,18,42,24,4.168,2.3438,42,1.8242,0.5938,1055086,1055100
0.5146,0.8296,1.7601,69,30,33,36,4.5625,1.8848,57,2.6777,0.6176,1055100,1055119
0.5381,0.8617,1.6626,63,36,24,39,4.2578,2.3477,42,1.9102,0.5876,1055119,1055133
0.5127,0.7757,1.561,78,21,45,33,4.832,2.2891,57,2.543,0.5648,1055133,1055152
0.5264,0.9565,1.561,72,27,27,45,5.0859,2.4785,42,2.6074,0.5913,1055152,1055166
0.5503,0.8146,1.5285,69,12,45,24,4.6328,2.6777,39,1.9551,0.5521,1055166,1055179
0.5332,0.7609,1.823,69,21,45,24,4.8789,2.5488,51,2.3301,0.5571,1055179,1055196
0.5444,0.831,1.7255,63,27,36,27,4.3047,2.6016,39,1.7031,0.5529,1055196,1055209
0.5903,0.6219,1.7235,75,24,39,36,4.2969,2.3438,60,1.9531,0.5705,1055209,1055229
0.5454,0.7194,1.8525,78,39,45,33,5.0078,2.5352,57,2.4727,0.5598,1055229,1055248
0.5557,0.8056,1.691,69,30,30,39,4.6836,2.7324,42,1.9512,0.5589,1055248,1055262
0.5303,0.5418,1.7926,90,21,54,36,5.1523,2.6016,69,2.5508,0.5662,1055262,1055285
0.5298,0.5925,1.6047,96,42,69,27,4.5625,2.3848,72,2.1777,0.6306,1063028,1063052
0.5137,0.7067,1.6585,90,39,51,39,4.6875,2.4199,57,2.2676,0.6502,1063052,1063071
0.5342,0.8752,1.6981,78,27,36,42,4.7461,2.4082,48,2.3379,0.593,1063071,1063087
0.519,0.8671,1.5935,72,21,30,42,5.0312,2.5352,45,2.4961,0.6003,1063087,1063102
0.5469,0.8994,1.5976,72,15,42,30,4.8867,2.6133,42,2.2734,0.6378,1063102,1063116
0.5361,0.8704,1.6951,60,18,36,24,4.4922,2.6719,36,1.8203,0.6174,1063116,1063128
0.4678,0.7099,1.8535,69,21,42,27,4.7188,2.4082,54,2.3105,0.6169,1063128,1063146
0.5479,0.973,1.69,63,33,27,36,4.3125,2.207,42,2.1055,0.5505,1063146,1063160
0.4839,0.9095,1.6331,57,24,33,24,4.1719,2.3633,39,1.8086,0.6041,1063160,1063173
0.5361,0.9086,1.495,69,21,39,30,4.3789,2.0195,51,2.3594,0.5768,1063173,1063190
0.5542,0.7725,1.693,81,33,51,30,5.4062,2.3477,63,3.0586,0.5599,1063190,1063211
0.5547,0.9137,1.693,66,27,42,24,4.6875,2.9961,30,1.6914,0.5664,1063211,1063221
0.5186,0.8783,1.7235,66,9,36,30,5.0234,2.5996,45,2.4238,0.5563,1063221,1063236
0.4924,0.8472,1.8251,57,24,33,24,4.2422,2.6035,36,1.6387,0.5575,1063236,1063248
0.5498,0.752,1.7225,63,21,45,18,3.7988,2.0898,48,1.709,0.5612,1063248,1063264
0.5522,0.8716,1.691,75,21,36,39,4.9453,2.4043,54,2.541,0.5993,1070023,1070041
0.5898,0.8675,1.563,72,24,45,27,4.8008,2.7305,42,2.0703,0.5511,1070041,1070055
0.5234,0.6478,1.563,72,18,54,18,4.8438,2.832,48,2.0117,0.5831,1070055,1070071
0.4858,0.8801,1.8891,63,30,33,30,4.8203,2.5352,45,2.2852,0.618,1070071,1070086
0.5327,0.6742,1.823,72,27,39,33,4.6445,2.3418,54,2.3027,0.6003,1070086,1070104
0.5728,0.7505,1.756,75,30,36,39,4.8867,2.4727,51,2.4141,0.587,1070104,1070121
0.543,0.7547,1.7905,63,27,39,24,4.5508,2.7988,39,1.752,0.6095,1070121,1070134
0.5376,0.6951,1.951,72,30,33,39,5.2031,2.4707,63,2.7324,0.6466,1070134,1070155
0.5449,0.936,1.6605,81,27,39,42,5.7383,2.7988,45,2.9395,0.608,1070155,1070170
0.5186,0.8855,1.5305,75,6,33,42,5.2656,3.127,36,2.1387,0.5857,1070170,1070182
0.5737,0.8661,1.625,72,3,33,39,4.7891,2.7305,39,2.0586,0.5646,1070182,1070195
0.5215,0.8444,1.563,69,12,36,33,5.043,2.75,42,2.293,0.6049,1070195,1070209
0.5469,0.9315,1.8535,60,21,27,33,4.875,2.6289,39,2.2461,0.5935,1070209,1070222
0.5659,0.7995,1.7875,60,18,36,24,4.6445,2.666,39,1.9785,0.5443,1070222,1070235
0.5576,0.8247,1.9246,69,27,42,27,5.5938,2.6289,57,2.9648,0.5937,1070235,1070254
0.5415,0.786,2.2466,57,42,33,24,5.4141,3.1211,42,2.293,0.582,1070254,1070268
0.5679,0.7268,2.1125,66,21,39,27,4.9688,2.9316,45,2.0371,0.5639,1070268,1070283
0.5132,0.8279,1.8535,69,30,42,27,4.8164,2.543,48,2.2734,0.5614,1077059,1077075
0.5649,0.7753,1.7905,69,30,42,27,4.6367,2.4707,51,2.166,0.5919,1077075,1077092
0.5405,0.7736,1.7255,69,30,33,36,4.9531,2.6211,48,2.332,0.6354,1077092,1077108
0.52,0.771,1.7255,75,21,39,36,4.8828,2.6777,48,2.2051,0.6087,1077108,1077124
0.5298,0.7818,1.6605,69,18,45,24,4.293,2.5391,39,1.7539,0.5999,1077124,1077137
0.4861,0.6853,1.691,75,21,48,27,4.5547,2.2754,57,2.2793,0.6205,1077137,1077156
0.5225,0.8713,1.693,63,39,27,36,4.2305,2.2129,45,2.0176,0.6337,1077156,1077171
0.5254,0.5566,1.69,78,30,54,24,4.0078,2.2109,63,1.7969,0.6329,1077171,1077192
0.5166,0.7355,1.626,81,45,51,30,4.5742,2.1055,63,2.4688,0.67,1077192,1077213
0.519,0.8213,1.56,81,36,33,48,5.0312,2.3633,54,2.668,0.6766,1077213,1077231
0.5562,0.9017,1.496,84,18,45,39,5.4258,2.6133,48,2.8125,0.6438,1077231,1077247
0.5181,0.7019,1.628,81,15,36,45,5.2695,3.0156,48,2.2539,0.596,1077247,1077263
0.5386,0.887,1.9195,72,18,45,27,5.0742,2.7305,42,2.3438,0.5836,1077263,1077277
0.5327,0.8681,1.6605,72,12,30,42,5.0039,2.7324,42,2.2715,0.5864,1077277,1077291
0.5532,0.8704,1.628,72,15,39,33,4.6562,2.2109,51,2.4453,0.6156,1084021,1084038
0.5205,0.6587,1.5275,84,24,45,39,4.7539,2.5762,57,2.1777,0.6123,1084038,1084057
0.5029,0.6849,1.6585,99,24,60,39,5.2461,2.4727,66,2.7734,0.6056,1084057,1084079
0.5352,0.8472,1.4686,90,24,36,54,5.3438,2.6387,48,2.7051,0.6258,1084079,1084095
0.5303,0.8058,1.5305,81,9,39,42,5.0273,2.8594,42,2.168,0.5701,1084095,1084109
0.5317,0.7359,1.7601,63,18,36,27,4.3398,2.666,39,1.6738,0.6058,1084109,1084122
0.5693,0.7926,1.693,63,21,48,15,4.2383,2.3086,45,1.9297,0.6025,1084122,1084137
0.5273,0.9146,1.886,57,36,39,18,4.8125,2.4121,48,2.4004,0.583,1084137,1084153
0.5181,0.6467,2.0191,78,36,51,27,5.3984,2.5352,66,2.8633,0.5819,1084153,1084175
0.5493,0.8147,1.69,72,27,39,33,4.6172,2.2344,57,2.3828,0.5947,1084264,1084283
0.4963,0.8804,1.691,63,24,39,24,4.3281,2.2754,45,2.0527,0.622,1092032,1092047
0.5146,0.8118,1.6585,72,27,48,24,4.4219,2.1484,54,2.2734,0.6701,1092047,1092065
0.5293,0.9123,1.561,69,30,42,27,4.3008,2.2754,45,2.0254,0.6651,1092065,1092080
0.5195,0.5513,1.5925,105,24,81,24,4.7539,2.2754,84,2.4785,0.6386,1092080,1092108
0.5337,0.4574,1.4635,162,27,105,57,5.8516,2.4707,105,3.3809,0.6138,1092108,1092143
0.5259,0.7714,1.431,114,27,57,57,4.9531,3.123,36,1.8301,0.6397,1092143,1092155
0.5142,0.784,1.3488,84,99,45,39,4.5547,2.6035,42,1.9512,0.6051,1092155,1092169
0.5234,0.9763,1.3975,72,9,42,30,4.375,2.3418,39,2.0332,0.6341,1092169,1092182
0.5054,0.9166,1.431,69,15,42,27,4.5,2.2891,45,2.2109,0.6303,1092182,1092197
0.5054,0.7827,1.5935,69,24,36,33,4.2539,2.2754,48,1.9785,0.618,1092197,1092213
0.5381,0.7297,1.625,93,27,63,30,5.0859,2.1484,72,2.9375,0.6155,1092213,1092237
0.5293,0.7287,1.5305,78,33,36,42,4.4219,2.7363,39,1.6855,0.5848,1092237,1092250
0.5278,0.9213,1.5976,75,12,33,42,4.6836,2.3418,48,2.3418,0.6047,1092250,1092266
0.5381,0.6985,1.3985,75,18,42,33,4.2305,2.4707,45,1.7598,0.6395,1092266,1092281
0.5332,0.6571,1.3467,81,0,39,42,3.9023,2.4785,39,1.4238,0.5984,1099066,1099079
0.5098,0.6045,1.498,99,15,63,36,4.3828,2.0801,75,2.3027,0.6119,1099079,1099104
0.5249,0.8282,1.5285,84,39,48,36,4.2422,2.2344,48,2.0078,0.6341,1099104,1099120
0.5088,0.8956,1.368,75,18,36,39,4.1211,2.2246,45,1.8965,0.6317,1099120,1099135
0.4839,0.9208,1.365,69,18,42,27,4.0312,2.0957,42,1.9355,0.6463,1099135,1099149
0.5068,0.8798,1.5285,81,24,42,39,4.7539,1.9502,63,2.8037,0.6306,1099149,1099170
0.4758,0.788,1.4005,75,27,48,27,4.1094,2.4082,39,1.7012,0.6098,1099170,1099183
0.5312,0.9855,1.3975,69,15,33,36,4.3008,1.9541,45,2.3467,0.593,1099183,1099198
0.4324,0.8978,1.495,69,21,42,27,4.5195,2.2832,45,2.2363,0.5959,1099198,1099213
0.4924,1.0402,1.626,57,24,45,12,3.6953,1.9541,36,1.7412,0.5887,1099213,1099225
0.4663,0.913,1.5935,63,27,42,21,3.9141,1.8203,54,2.0938,0.609,1099225,1099243
0.5005,0.8359,1.4686,78,36,51,27,4.3047,1.8242,60,2.4805,0.6424,1099243,1099263
0.5396,0.8969,1.6331,66,15,51,15,4.2578,2.3418,42,1.916,0.6873,1113015,1113029
0.5269,0.7362,1.7225,81,27,51,30,5.082,2.2988,66,2.7832,0.675,1113029,1113051
0.5283,0.7198,1.7276,69,39,36,33,4.4297,2.6777,42,1.752,0.6661,1113051,1113065
0.5278,0.7614,1.7235,75,21,39,36,4.5586,2.3418,54,2.2168,0.6861,1113065,1113083
0.5669,0.709,1.5326,78,24,51,27,4.3945,2.4062,48,1.9883,0.6683,1113083,1113099
0.5518,0.9272,1.3345,69,30,48,21,3.7715,1.71,51,2.0615,0.6127,1128021,1128038
0.5386,0.8594,1.626,57,42,39,18,3.9844,2.0801,48,1.9043,0.5884,1128038,1128054
0.5435,0.8777,1.7255,63,39,36,27,4.4258,2.1465,54,2.2793,0.6119,1128054,1128072
0.5,0.7516,1.561,75,30,45,30,4.4258,2.4062,51,2.0195,0.6094,1128072,1128089
0.5308,0.5104,1.6605,102,24,57,45,4.0391,2.2129,75,1.8262,0.6326,1128089,1128114
0.5762,0.3917,1.561,189,39,81,108,6.4453,2.1445,153,4.3008,0.6496,1128114,1128165
0.5444,0.838,1.3985,138,48,69,69,5.7344,3.7148,33,2.0195,0.6441,1128165,1128176
0.5308,0.7712,1.0908,99,123,54,45,5.0195,3.1211,36,1.8984,0.6381,1128176,1128188
0.5576,0.814,1.365,84,30,39,45,5.1523,2.6641,45,2.4883,0.604,1128188,1128203
0.5063,0.8224,1.56,63,9,30,33,4.2461,2.8711,27,1.375,0.5727,1128203,1128212
0.5474,0.7734,1.498,75,3,45,30,4.1641,2.1484,51,2.0156,0.633,1128212,1128229
0.5264,0.761,1.4655,78,27,51,27,4.6953,2.2793,54,2.416,0.6089,1128229,1128247
0.4958,0.94,1.6605,78,33,27,51,5.9531,2.4707,57,3.4824,0.6011,1128247,1128266
0.5332,0.7207,1.563,81,18,33,48,4.8789,2.9512,42,1.9277,0.5888,1128266,1128280
0.5278,0.8631,1.8596,60,33,33,27,4.6875,2.2559,54,2.4316,0.6191,1135051,1135069
0.5649,0.6954,1.8525,66,36,39,27,4.5234,2.4727,48,2.0508,0.6349,1135069,1135085
0.5425,0.8355,1.755,60,33,33,27,4.6875,2.5566,45,2.1309,0.5781,1135085,1135100
0.4985,0.7797,1.6626,57,24,36,21,4.0508,2.543,36,1.5078,0.6117,1135100,1135112
0.5439,0.4564,1.7885,108,27,84,24,4.4219,2.0195,99,2.4023,0.6003,1135112,1135145
0.5039,0.8395,1.4625,69,18,48,21,4.1992,2.041,48,2.1582,0.621,1135224,1135240
0.4939,0.9381,1.5275,60,30,33,27,3.9824,2.1172,42,1.8652,0.6105,1135240,1135254
0.5244,0.5523,1.56,120,27,51,69,5.2109,1.9668,105,3.2441,0.6361,1135254,1135289
0.5308,0.8577,1.5285,72,12,39,33,4.293,2.8594,30,1.4336,0.6359,1143089,1143099
0.5161,0.9257,1.6605,57,12,45,12,4.0312,2.2793,39,1.752,0.6614,1143099,1143112
0.5488,0.6855,1.951,72,36,45,27,4.7539,2.0801,69,2.6738,0.6377,1143112,1143135
0.5513,0.8703,1.693,60,45,30,30,4.3672,2.6074,36,1.7598,0.6184,1143135,1143147
0.5352,0.778,1.4625,72,12,39,33,4.4922,2.4082,48,2.084,0.6357,1143147,1143163
0.5283,0.8208,1.691,66,27,42,24,4.3086,2.4043,45,1.9043,0.6232,1143163,1143178
0.5127,0.7784,1.6981,75,24,48,27,4.6992,2.2754,54,2.4238,0.638,1143178,1143196
0.5508,0.8278,1.628,84,24,54,30,5.2266,2.4082,54,2.8184,0.6603,1143196,1143214
0.5273,0.7889,1.758,63,27,33,30,4.6953,2.8789,36,1.8164,0.6125,1143214,1143226
0.5615,0.7915,1.693,78,12,45,33,5.2227,2.4785,54,2.7441,0.6107,1143226,1143244
0.5581,0.7962,1.8525,69,27,39,30,5.0195,2.9316,42,2.0879,0.5954,1143244,1143258
0.5767,0.6594,1.82,84,21,45,39,5.5352,2.8027,63,2.7324,0.6162,1143258,1143279
0.5435,0.739,1.2777,93,9,57,36,4.3086,2.1465,60,2.1621,0.6806,1150065,1150085
0.5063,0.8625,1.3386,69,27,39,30,3.9531,2.3418,36,1.6113,0.6913,1150085,1150097
0.4771,0.8723,1.6687,69,21,42,27,4.2422,2.002,54,2.2402,0.6916,1150097,1150115
0.5078,0.8503,1.6951,66,18,45,21,4.3672,2.4043,45,1.9629,0.6662,1150228,1150243
0.5239,0.7444,1.7885,66,30,45,21,4.0977,2.2188,51,1.8789,0.6593,1150243,1150260
0.5376,0.867,1.495,66,30,36,30,4.1172,2.1465,45,1.9707,0.6908,1150260,1150275
0.5068,0.8257,1.6006,66,27,42,24,4.1367,2.2129,48,1.9238,0.6906,1150275,1150291
0.5078,0.8642,1.3061,72,12,36,36,3.8496,2.2891,39,1.5605,0.6366,1157021,1157034
0.5239,0.822,1.5681,66,27,42,24,4.0938,1.9541,54,2.1396,0.656,1157034,1157052
0.5005,0.7839,1.4361,72,33,51,21,4.0352,2.1445,51,1.8906,0.6404,1157052,1157069
0.5215,0.4869,1.6605,111,36,84,27,4.6172,2.0195,96,2.5977,0.6477,1157069,1157101
0.541,0.8238,1.43,105,42,54,51,4.6914,2.4082,51,2.2832,0.6223,1157101,1157118
0.4763,0.8886,1.3366,75,12,45,30,4.0977,2.5391,36,1.5586,0.6458,1157118,1157130
0.5552,0.7697,1.365,81,9,51,30,4.1016,1.9512,54,2.1504,0.657,1157130,1157148
0.5225,0.7565,1.433,69,33,39,30,3.9824,2.2754,48,1.707,0.6384,1157148,1157164
0.5396,0.7705,1.433,81,24,57,24,4.2422,2.0801,57,2.1621,0.6398,1157164,1157183
0.5317,0.864,1.563,66,36,39,27,4.0625,2.2891,45,1.7734,0.6275,1157183,1157198
0.5,0.8008,1.6626,66,30,42,24,4.293,2.1602,51,2.1328,0.6329,1157198,1157215
0.5483,0.8607,1.56,66,30,42,24,4.0312,2.1465,45,1.8848,0.6244,1157215,1157230
0.5205,0.9243,1.56,72,24,45,27,4.7461,2.2109,51,2.5352,0.6108,1157230,1157247
0.4998,0.762,2.015,60,39,48,12,4.5547,2.4707,48,2.084,0.6261,1157247,1157263
0.4375,0.7989,2.1125,96,42,72,24,7.168,2.2754,90,4.8926,0.6261,1157263,1157293
0.4927,0.9227,1.5976,69,27,42,27,4.3633,2.1699,48,2.1934,0.607,1164020,1164036
0.5078,0.9069,1.6301,63,27,42,21,4.0938,2.1484,42,1.9453,0.6576,1164036,1164050
0.5347,0.8829,1.5275,66,24,36,30,4.1406,2.0801,48,2.0605,0.6259,1164050,1164066
0.522,0.8827,1.628,57,33,33,24,4.2344,2.2129,42,2.0215,0.6049,1164066,1164080
0.5249,0.7291,1.6626,81,30,54,27,4.9531,2.2109,69,2.7422,0.5971,1164080,1164103
0.5059,0.8971,1.5326,75,36,48,27,4.7812,2.5996,42,2.1816,0.6016,1164103,1164117
0.4844,0.837,1.6301,63,18,33,30,4.168,2.4199,39,1.748,0.6136,1164117,1164130
0.5293,0.7297,1.691,75,24,54,21,4.4258,2.0195,60,2.4062,0.6028,1164130,1164150
0.5635,0.9024,1.6047,69,39,39,30,4.6172,2.3438,48,2.2734,0.6142,1164150,1164166
0.5127,0.6239,1.7601,84,30,51,33,4.9844,2.6016,66,2.3828,0.6197,1164166,1164188
0.5288,0.6854,1.8566,93,39,54,39,5.543,2.5566,66,2.9863,0.6658,1164188,1164210
0.5317,0.8796,1.4625,84,18,36,48,4.9062,2.9316,36,1.9746,0.6185,1164210,1164222
0.5371,0.9773,1.3163,72,63,36,36,4.3633,2.6074,33,1.7559,0.6054,1164222,1164233
0.5771,0.6968,1.8535,81,21,51,30,5.0781,2.3438,69,2.7344,0.551,1164233,1164256
0.5161,0.8353,1.887,78,42,36,42,6.2031,2.9316,51,3.2715,0.6046,1164256,1164273
0.5005,0.7936,1.755,75,12,39,36,5.0781,3.2012,36,1.877,0.6064,1164273,1164285
0.5713,0.6988,1.5651,87,9,57,30,5.0273,2.6035,57,2.4238,0.6476,1171024,1171043
0.5283,0.8404,1.56,72,24,42,30,4.6836,2.8711,39,1.8125,0.6307,1171043,1171056
