septum position,elongation rate (1/hour),initiation size per ori (micron),tau_cyc (minute),B period (minute),C period (minute),D period (minute),division size (micron),newborn size (micron),generation time (minute),added size (micron),cell width (micron),cell ID,daughter ID
0.4728,0.4261,1.5614,70,40,55,15,2.6156,1.2418,110,1.3737,0.546,1221187,1221209
0.5134,0.2154,1.7012,90,45,65,25,2.419,1.3665,135,1.0525,0.5271,1228069,1228096
0.4394,0.3639,1.6912,70,70,60,10,2.6668,1.2418,140,1.425,0.5274,1228096,1228124
0.5248,0.3992,1.69,70,70,50,20,2.7359,1.1718,140,1.5641,0.5413,1228124,1228152
0.4986,0.4123,1.4315,70,30,50,20,2.75,1.4359,100,1.3141,0.5667,1228152,1228172
0.4859,0.4221,1.5006,75,30,50,25,2.5415,1.3712,105,1.1703,0.5833,1228172,1228193
0.4643,0.466,1.56,70,40,45,25,2.8141,1.235,110,1.5791,0.5703,1228193,1228215
0.4597,0.4373,1.4315,85,25,55,30,2.6902,1.17,110,1.5202,0.5754,1236082,1236104
0.4755,0.4056,1.625,70,50,50,20,2.7375,1.2367,120,1.5008,0.5617,1236104,1236128
0.5,0.3842,1.56,60,45,40,20,2.47,1.3016,105,1.1684,0.5692,1236128,1236149
0.5693,0.33,1.7012,60,55,40,20,2.6358,1.4359,115,1.1999,0.5491,2010084,2010107
0.6091,0.3426,1.495,70,30,50,20,2.5812,1.5006,100,1.0806,0.5558,2010107,2010127
0.5416,0.4597,1.6263,100,15,55,45,3.1227,1.4315,115,1.6912,0.5645,2032140,2032163
0.5596,0.3348,1.6263,80,40,45,35,3.2605,1.6912,120,1.5693,0.5617,2032163,2032187
0.5536,0.3651,1.755,80,25,45,35,3.0615,1.8246,105,1.2369,0.563,2032187,2032208
0.5,0.3581,1.625,85,30,55,30,2.8718,1.4359,115,1.4359,0.5776,2055085,2055108
0.5276,0.3549,1.885,70,20,40,30,2.8364,1.4359,90,1.4005,0.5485,2055108,2055126
0.5122,0.3849,1.69,80,40,45,35,2.6682,1.4964,120,1.1718,0.549,2055126,2055150
0.5128,0.3766,1.3712,85,40,45,40,2.8144,1.3665,125,1.4479,0.5512,2055150,2055175
0.474,0.4562,1.3016,70,25,50,20,2.4837,1.4432,95,1.0404,0.5485,2055175,2055194
0.4892,0.3495,1.8861,90,30,40,50,3.457,1.7562,120,1.7008,0.5517,2070168,2070192
0.4463,0.359,1.9511,95,25,40,55,3.2042,1.6912,120,1.5129,0.5474,2070192,2070216
0.5119,0.3884,1.5006,65,75,45,20,2.7965,1.2367,140,1.5598,0.5309,2078113,2078141
0.63,0.3865,1.755,50,40,45,5,2.4846,1.4315,90,1.0532,0.5263,2078141,2078159
0.4794,0.3538,2.08,60,30,40,20,3.3921,1.8304,90,1.5617,0.5088,2093037,2093055
0.5578,0.3287,1.9597,60,30,45,15,2.7967,1.6263,90,1.1704,0.5086,2093150,2093168
0.4728,0.2872,1.7012,75,25,50,25,2.6156,1.56,100,1.0556,0.487,2093168,2093188
0.4673,0.3396,1.7012,85,55,55,30,2.951,1.2367,140,1.7143,0.5055,2093188,2093216
0.5615,0.3737,1.8212,65,40,45,20,2.8165,1.5006,105,1.3159,0.544,2100065,2100086
0.5101,0.4033,1.755,75,40,45,30,3.1956,1.5815,115,1.6141,0.5329,2100086,2100109
0.6197,0.3961,1.43,80,20,55,25,2.735,1.6302,100,1.1048,0.5373,2100109,2100129
0.551,0.3174,1.6263,90,30,60,30,2.7541,1.695,120,1.0592,0.5392,2100129,2100153
0.5116,0.3543,1.7598,75,40,50,25,2.798,1.5174,115,1.2806,0.5404,2100153,2100176
0.5122,0.352,1.6912,75,40,50,25,2.6682,1.4315,115,1.2367,0.54,2100176,2100199
0.4709,0.3217,1.8212,70,25,45,25,2.9509,1.6457,95,1.3052,0.5291,2108034,2108053
0.5852,0.3164,1.3665,85,45,50,35,2.356,1.3016,130,1.0544,0.5197,2115169,2115195
0.501,0.3784,1.9511,60,50,40,20,2.8659,1.495,110,1.3709,0.5438,2123125,2123147
0.4875,0.3852,2.146,60,65,35,25,3.3362,1.4359,125,1.9003,0.5588,2123147,2123172
0.5113,0.365,1.7562,80,20,50,30,2.9264,1.6263,100,1.3001,0.5614,2123172,2123192
0.4763,0.3827,1.6263,70,30,45,25,2.8656,1.43,100,1.4356,0.5729,2130133,2130153
0.5473,0.3742,1.8212,60,40,35,25,2.7317,1.365,100,1.3667,0.5053,2145153,2145173
0.4906,0.3775,1.695,55,45,40,15,2.6795,1.495,100,1.1845,0.52,2145173,2145193
0.5094,0.3781,2.0244,55,70,40,15,3.0731,1.2503,125,1.8228,0.518,2176029,2176054
0.5392,0.2998,1.6263,65,45,50,15,2.543,1.3016,110,1.2414,0.5175,2183093,2183115
0.5525,0.2985,1.625,65,60,50,15,2.4735,1.3712,125,1.1023,0.5396,2183115,2183140
0.5437,0.3472,1.7562,55,50,50,5,2.4384,1.3665,105,1.0718,0.5337,2183140,2183161
0.5454,0.3769,1.69,80,20,50,30,2.863,1.625,100,1.238,0.5468,2198033,2198053
0.5123,0.3317,1.755,80,40,60,20,3.0686,1.5614,120,1.5072,0.5255,2198053,2198077
0.5007,0.2431,2.015,90,60,55,35,2.9971,1.5721,150,1.4249,0.5215,2198077,2198107
0.4667,0.3426,1.56,85,30,60,25,2.9279,1.5006,115,1.4273,0.5269,2198107,2198130
0.4981,0.3449,1.8212,65,40,45,20,2.7684,1.5654,105,1.203,0.5315,2206047,2206068
0.5219,0.3816,1.8895,75,55,40,35,3.1533,1.3789,130,1.7745,0.531,2206068,2206094
0.4876,0.3716,1.6302,65,25,50,15,2.8024,1.6457,90,1.1568,0.5341,2206094,2206112
0.5348,0.2769,2.015,85,70,45,40,3.1246,1.3665,155,1.758,0.5572,2206112,2206143
0.503,0.3402,2.016,65,55,45,20,3.272,1.6711,120,1.6008,0.5637,2206143,2206167
0.5308,0.3528,1.8951,65,70,45,20,2.9389,1.4359,135,1.503,0.543,2213045,2213072
0.4663,0.3765,1.9511,60,55,45,15,3.0667,1.56,115,1.5067,0.5615,2213072,2213095
0.4906,0.3936,1.755,65,30,50,15,2.8103,1.43,95,1.3803,0.5563,2213095,2213114
0.4843,0.371,1.69,70,60,45,25,2.8184,1.3789,130,1.4396,0.5683,2213114,2213140
0.5266,0.3846,1.5614,80,35,55,25,2.7599,1.365,115,1.3949,0.5932,2213140,2213163
0.5323,0.2782,1.6912,70,40,45,25,2.5172,1.7012,110,0.816,0.5613,2221100,2221122
0.4774,0.3673,1.7012,90,45,55,35,3.008,1.1718,135,1.8362,0.5567,2236108,2236135
0.466,0.3547,1.8212,80,45,50,30,3.0816,1.4359,125,1.6457,0.5587,2236135,2236160
0.5442,0.3205,1.8304,90,75,60,30,3.1146,1.2621,165,1.8525,0.5355,2244045,2244078
0.5208,0.4215,1.69,75,25,45,30,3.2666,1.5654,100,1.7012,0.6171,3040033,3040053
0.4612,0.2495,2.0192,70,55,55,15,2.9054,1.56,125,1.3454,0.5239,3040163,3040188
0.5291,0.3292,1.8212,80,5,50,30,2.9509,1.8951,85,1.0558,0.6749,3062079,3062096
0.4673,0.3042,1.695,150,35,50,100,4.0339,1.5614,185,2.4726,0.6524,3062096,3062133
0.4681,0.5212,1.7878,70,170,40,30,3.0578,1.885,55,1.1728,0.6503,3062133,3062144
0.5009,0.4079,2.081,70,15,45,25,3.3962,1.9511,85,1.4451,0.5897,3070108,3070125
0.5678,0.298,1.8861,80,25,55,25,2.8617,1.7012,105,1.1605,0.5927,3070125,3070146
0.4869,0.3162,1.9597,85,30,55,30,3.207,1.625,115,1.582,0.5815,3070146,3070169
0.5239,0.3911,1.6912,75,45,50,25,2.8963,1.5614,120,1.3349,0.5763,3070169,3070193
0.5394,0.3546,1.82,85,40,45,40,3.1332,1.5174,125,1.6158,0.5656,3070193,3070218
0.5,0.366,1.8895,75,35,50,25,3.0013,1.6367,110,1.3646,0.5753,3093054,3093076
0.5087,0.3955,1.8895,70,40,50,20,3.069,1.5006,110,1.5684,0.5627,3093076,3093098
0.5199,0.3821,1.7658,70,25,45,25,2.7616,1.5614,95,1.2003,0.5565,3093098,3093117
0.5392,0.3575,1.5614,70,30,45,25,2.543,1.4359,100,1.1071,0.5615,3093117,3093137
0.5111,0.4162,1.8212,65,70,50,15,2.9279,1.3712,135,1.5567,0.5616,3093137,3093164
0.4777,0.4264,1.8861,55,45,35,20,2.9969,1.4964,100,1.5005,0.5276,3093164,3093184
0.5162,0.3773,1.5654,75,5,55,20,2.4221,1.4315,80,0.9906,0.5555,3093184,3093200
0.5109,0.4036,1.4964,85,40,60,25,2.9265,1.3789,125,1.5476,0.5828,3100029,3100054
0.5105,0.3263,1.9597,65,40,50,15,2.8012,1.495,105,1.3062,0.5431,3100054,3100075
0.5523,0.3792,1.9597,60,50,40,20,3.1973,1.4534,110,1.7438,0.5435,3100180,3100202
0.5122,0.2712,1.8212,75,50,55,20,2.6682,1.495,125,1.1732,0.5365,3108061,3108086
0.5111,0.1767,2.016,65,155,45,20,2.9279,1.3665,220,1.5613,0.5307,3108086,3108130
0.4667,0.332,1.8212,85,25,55,30,2.925,1.4964,110,1.4286,0.525,3108130,3108152
0.5258,0.3013,1.885,60,55,45,15,2.6079,1.365,115,1.2429,0.5152,3108152,3108175
0.523,0.3361,2.015,60,65,45,15,2.8614,1.3712,125,1.4902,0.5017,3108175,3108200
0.4992,0.3826,1.8951,65,35,45,20,2.7377,1.3712,100,1.3665,0.5258,3123033,3123053
0.5245,0.4106,1.4964,80,35,50,30,2.7375,1.3665,115,1.371,0.5569,3123053,3123076
0.5122,0.4067,1.8304,65,40,45,20,2.9436,1.4359,105,1.5077,0.5363,3123076,3123097
0.5385,0.4059,1.5614,75,15,55,20,2.6799,1.5077,90,1.1723,0.5588,3123097,3123115
0.4992,0.4151,1.8304,70,30,45,25,3.2552,1.4432,100,1.812,0.5264,3123115,3123135
0.4831,0.4346,1.7598,70,15,55,15,3.1666,1.625,85,1.5416,0.5409,3123135,3123152
0.5458,0.4026,1.9543,70,25,45,25,3.036,1.5299,95,1.5061,0.553,3123152,3123171
0.5647,0.449,1.4315,70,5,50,20,2.5559,1.6572,75,0.8987,0.5746,3123171,3123186
0.4762,0.3565,1.495,80,40,50,30,2.7331,1.4432,120,1.2899,0.5835,3123186,3123210
0.4899,0.42,1.3665,70,20,55,15,2.5519,1.4359,90,1.116,0.5194,3130129,3130147
0.5348,0.3685,1.7012,75,80,45,30,2.798,1.2503,155,1.5477,0.5382,3130147,3130178
0.4552,0.3858,1.7562,70,40,45,25,2.7467,1.4964,110,1.2503,0.5408,3130178,3130200
0.5127,0.3425,1.82,70,45,50,20,2.8009,1.4432,115,1.3577,0.5113,3153144,3153167
0.4879,0.3754,2.016,60,55,45,15,2.9306,1.4359,115,1.4947,0.513,3153167,3153190
0.4762,0.4195,1.69,60,30,45,15,2.7331,1.43,90,1.3031,0.5327,3153190,3153208
0.5791,0.3883,1.6302,80,45,40,40,2.9379,1.4315,125,1.5064,0.5024,3160032,3160057
0.4545,0.3484,1.8895,80,25,60,20,3.0168,1.7012,105,1.3156,0.515,3160057,3160078
0.5,0.4623,1.495,65,30,50,15,2.73,1.3712,95,1.3588,0.527,3160078,3160097
0.5007,0.461,1.6912,70,40,40,30,2.9971,1.365,110,1.6321,0.5328,3160097,3160119
0.5116,0.4477,1.56,70,20,45,25,2.798,1.5006,90,1.2974,0.5398,3160119,3160137
0.4661,0.4766,1.69,55,30,40,15,2.8029,1.4315,85,1.3714,0.5571,3160137,3160154
0.4785,0.4812,1.43,80,20,50,30,2.9915,1.3065,100,1.685,0.5616,3160154,3160174
0.4709,0.4537,1.6912,60,35,50,10,2.9509,1.4315,95,1.5194,0.5319,3160174,3160193
0.4287,0.4217,1.56,75,25,60,15,2.8807,1.3895,100,1.4911,0.526,3160193,3160213
0.4742,0.4243,1.7562,55,60,45,10,2.7449,1.2418,115,1.503,0.5135,3168045,3168068
0.4665,0.4209,1.625,60,45,45,15,2.6803,1.3016,105,1.3787,0.5338,3168068,3168089
0.5245,0.3941,1.6912,65,45,45,20,2.7375,1.2503,110,1.4872,0.537,3168089,3168111
0.5014,0.3752,1.4359,85,10,65,20,2.4768,1.4359,95,1.0409,0.5423,3168111,3168130
0.4466,0.455,1.8895,55,35,45,10,3.0562,1.3665,90,1.6897,0.5479,3176036,3176054
0.5105,0.4114,1.5614,65,30,45,20,2.8012,1.365,95,1.4362,0.5706,3176054,3176073
0.5037,0.3658,1.8246,70,40,45,25,2.6322,1.43,110,1.2022,0.5636,3176073,3176095
0.4723,0.3158,1.43,85,30,60,25,2.3436,1.3257,115,1.0179,0.5686,3176095,3176118
0.4846,0.3785,1.495,75,70,50,25,2.82,1.1069,145,1.7131,0.5756,3176118,3176147
0.5357,0.4065,1.5721,80,15,50,30,2.8141,1.3665,95,1.4476,0.5498,3176147,3176166
0.4517,0.4034,1.7598,60,30,45,15,2.7495,1.5077,90,1.2418,0.5196,3176166,3176184
0.4755,0.349,1.56,80,55,55,25,2.7375,1.2418,135,1.4957,0.5207,3183144,3183171
0.5013,0.4221,1.5654,75,25,55,20,2.8791,1.3016,100,1.5775,0.5182,3183171,3183191
0.4762,0.3975,1.6263,70,35,50,20,2.73,1.4432,105,1.2868,0.5274,3183191,3183212
0.4762,0.3696,1.6263,70,50,45,25,2.7331,1.3665,120,1.3666,0.578,3191022,3191046
0.4394,0.3794,1.43,85,35,55,30,2.5536,1.3016,120,1.2519,0.5555,3191046,3191070
0.4949,0.4068,1.365,85,40,55,30,2.4988,1.1221,125,1.3767,0.5439,3191070,3191095
0.4518,0.3526,1.625,70,65,45,25,2.7374,1.2367,135,1.5006,0.5402,3191095,3191122
0.5365,0.4083,1.56,75,50,50,25,2.6682,1.2367,125,1.4315,0.5583,3191122,3191147
0.5127,0.361,1.5614,90,30,50,40,2.8009,1.4315,120,1.3694,0.5586,3191147,3191171
0.5015,0.426,1.4315,80,20,45,35,2.621,1.4359,100,1.1851,0.5686,3191171,3191191
0.5136,0.4386,1.5654,75,30,40,35,2.8098,1.3145,105,1.4952,0.575,3191191,3191212
0.537,0.315,1.3665,85,35,65,20,2.4237,1.3016,120,1.1221,0.5324,3198043,3198067
0.5,0.3578,1.495,75,40,45,30,2.6,1.3065,115,1.2935,0.5871,3221069,3221092
0.4997,0.3862,1.5721,75,35,45,30,2.7315,1.4534,110,1.2781,0.5691,3221187,3221209
0.4742,0.4116,1.5614,65,65,55,10,2.6079,1.17,130,1.4379,0.4962,3228076,3228102
0.4765,0.424,1.6263,65,60,50,15,2.7316,1.2367,125,1.4949,0.5129,3228102,3228127
0.5003,0.4065,1.695,70,20,55,15,2.8615,1.4964,90,1.3651,0.5892,3236027,3236045
0.5272,0.3686,1.69,65,30,50,15,2.6156,1.4315,95,1.1841,0.5632,3236045,3236064
0.513,0.2453,1.7598,80,50,55,25,2.6728,1.4534,130,1.2194,0.5065,3243076,3243102
0.4868,0.313,1.9597,70,65,45,25,2.9377,1.3712,135,1.5665,0.5132,3243102,3243129
0.5008,0.2925,1.7598,80,35,60,20,2.7377,1.43,115,1.3077,0.5089,3243129,3243152
0.4981,0.3522,1.8212,65,50,45,20,2.7684,1.3712,115,1.3972,0.4939,3243152,3243175
0.4865,0.3566,1.6367,75,35,55,20,2.6853,1.3789,110,1.3065,0.513,3243175,3243197
0.4613,0.3311,1.6302,75,35,55,20,2.5365,1.3065,110,1.2301,0.5312,3243197,3243219
0.4869,0.3037,1.695,75,75,50,25,2.5366,1.1352,150,1.4014,0.5133,3251072,3251102
0.4606,0.3924,1.5006,80,25,55,25,2.5561,1.235,105,1.3211,0.5464,3251102,3251123
0.5,0.3104,1.695,80,70,45,35,2.6291,1.1772,150,1.4519,0.5369,3251123,3251153
0.5,0.3635,1.3665,80,25,50,30,2.5006,1.3145,105,1.1861,0.5512,3251153,3251174
0.4645,0.4058,1.6263,65,55,50,15,2.8023,1.2503,120,1.552,0.5458,3251174,3251198
0.5383,0.3391,1.8895,70,60,40,30,2.8191,1.495,130,1.3241,0.6407,4019078,4019104
0.4881,0.4261,1.6367,80,30,55,25,2.7965,1.3,110,1.4965,0.627,4019175,4019197
0.5358,0.3609,1.7012,70,35,45,25,2.6935,1.4964,105,1.1971,0.5794,4026043,4026064
0.4854,0.3679,1.56,95,35,55,40,2.9489,1.4432,130,1.5057,0.5823,4026064,4026090
0.5355,0.4414,1.6263,65,20,40,25,2.6733,1.4315,85,1.2418,0.5937,4026090,4026107
0.4755,0.4044,1.6263,75,40,45,30,2.8742,1.4315,115,1.4427,0.5695,4026107,4026130
0.4988,0.4212,1.4964,75,25,50,25,2.6065,1.3665,100,1.2399,0.5774,4026130,4026150
0.4824,0.3736,1.7562,70,55,45,25,2.833,1.3,125,1.533,0.5714,4026150,4026175
0.4793,0.4568,1.6263,85,30,45,40,3.1308,1.3665,115,1.7643,0.5689,4026175,4026198
0.497,0.4756,1.6302,70,10,50,20,2.8893,1.5006,80,1.3887,0.5631,4026198,4026214
0.4939,0.3495,2.0244,75,40,45,30,3.0527,1.5614,115,1.4913,0.6127,4042046,4042069
0.5539,0.3795,1.6912,70,35,45,25,3.06,1.5077,105,1.5523,0.6045,4042069,4042090
0.455,0.3835,1.8246,70,15,45,25,3.0032,1.695,85,1.3082,0.6155,4042090,4042107
0.5,0.4178,1.6302,85,15,45,40,2.9928,1.3665,100,1.6263,0.6295,4042107,4042127
0.5346,0.3528,1.56,90,25,45,45,2.7966,1.4964,115,1.3002,0.6173,4042127,4042150
0.5373,0.2945,1.8212,70,60,40,30,2.6726,1.5077,130,1.1649,0.5387,4049169,4049195
0.531,0.3554,1.69,75,20,40,35,2.9402,1.7012,95,1.239,0.6113,4064034,4064053
0.4972,0.3253,1.8212,75,75,55,20,3.0181,1.3145,150,1.7035,0.5744,4087183,4087213
0.5019,0.2987,1.8861,65,100,45,20,2.7684,1.2418,165,1.5266,0.59,4094039,4094072
0.4734,0.3684,1.9597,60,60,40,20,2.7599,1.3895,120,1.3704,0.5824,4094072,4094096
0.4879,0.3635,1.7598,70,45,50,20,2.6777,1.3065,115,1.3712,0.5875,4094096,4094119
0.4978,0.455,1.5654,75,40,55,20,2.7454,1.3065,115,1.4389,0.5728,4094119,4094142
0.5304,0.369,1.5654,85,5,60,25,2.3572,1.3665,90,0.9907,0.5643,4094142,4094160
0.4876,0.3602,1.43,90,50,55,35,2.8024,1.2503,140,1.5521,0.5601,4094160,4094188
0.5105,0.3107,1.695,80,60,60,20,2.8012,1.3665,140,1.4346,0.5541,4094188,4094216
0.5441,0.4128,1.7598,70,35,40,30,3.0245,1.4359,105,1.5886,0.5834,4102133,4102154
0.4881,0.3807,1.8246,60,15,45,15,2.6934,1.6457,75,1.0477,0.5572,4102154,4102169
0.4398,0.408,1.7658,70,35,50,20,2.8233,1.3145,105,1.5088,0.5455,4102169,4102190
0.4739,0.4275,1.6367,70,30,45,25,2.7432,1.2418,100,1.5014,0.5452,4102190,4102210
0.4861,0.3038,1.755,70,60,45,25,2.8082,1.5174,130,1.2908,0.5643,4109047,4109073
0.4784,0.3549,1.8861,75,55,40,35,3.0013,1.365,130,1.6363,0.5396,4109073,4109099
0.477,0.3404,1.69,80,55,60,20,2.8614,1.3,135,1.5614,0.5414,4109184,4109211
0.5116,0.3456,1.6912,75,45,55,20,2.798,1.4359,120,1.3621,0.5723,4124024,4124048
0.4993,0.3659,1.625,80,50,50,30,2.9971,1.4315,130,1.5656,0.5708,4124048,4124074
0.4858,0.3542,1.365,75,20,45,30,2.5564,1.4964,95,1.06,0.5766,4124074,4124093
0.5,0.4054,1.69,80,50,50,30,2.86,1.2418,130,1.6182,0.5675,4124093,4124119
0.5204,0.4093,1.7012,75,30,40,35,2.8753,1.43,105,1.4453,0.544,4124119,4124140
0.4877,0.3819,1.56,100,10,50,50,3.0686,1.4964,110,1.5721,0.5602,4124140,4124162
0.4545,0.4798,1.6263,70,25,45,25,3.0168,1.4964,95,1.5204,0.5539,4124162,4124181
0.4834,0.3609,1.7562,85,30,40,45,2.9614,1.3712,115,1.5902,0.5633,4124181,4124204
0.5435,0.3253,1.8212,80,35,50,30,2.99,1.5654,115,1.4246,0.5778,4132080,4132103
0.522,0.3487,1.9597,70,30,45,25,2.9914,1.625,100,1.3664,0.5821,4132103,4132123
0.4763,0.4002,1.69,75,25,45,30,2.8656,1.5614,100,1.3043,0.5799,4132123,4132143
0.5418,0.3965,1.69,75,45,50,25,3.009,1.365,120,1.644,0.5667,4132143,4132167
0.541,0.3923,1.8861,70,35,45,25,3.1444,1.6302,105,1.5143,0.5452,4132167,4132188
0.553,0.3408,1.7562,70,35,50,20,2.7666,1.6367,105,1.13,0.5245,4155196,4155217
0.5393,0.3775,1.9769,70,45,45,25,3.1547,1.3712,115,1.7835,0.5526,4162031,4162054
0.5191,0.3823,2.0192,70,40,40,30,3.2554,1.7012,110,1.5542,0.5383,4162054,4162076
0.488,0.3219,2.0317,85,25,50,35,3.1967,1.69,110,1.5067,0.5371,4162076,4162098
0.5208,0.302,1.8304,105,20,65,40,3.1227,1.56,125,1.5627,0.5243,4162098,4162123
0.5,0.3759,1.8212,70,20,45,25,2.99,1.6263,90,1.3637,0.5425,4162123,4162141
0.5216,0.4086,1.7012,80,20,40,40,3.0013,1.495,100,1.5063,0.5473,4162141,4162161
0.475,0.4248,1.5614,65,10,40,25,2.6,1.5654,75,1.0346,0.5505,4162161,4162176
0.5118,0.4354,1.7099,65,35,55,10,2.9321,1.4315,100,1.5006,0.5547,4170107,4170127
0.5392,0.3164,1.6263,80,45,55,25,2.543,1.5006,125,1.0423,0.5543,4170127,4170152
0.5106,0.3829,1.8861,70,40,50,20,3.055,1.4432,110,1.6118,0.5583,4200027,4200049
0.5022,0.3308,1.9543,60,30,50,10,2.7454,1.56,90,1.1854,0.5756,4200049,4200067
0.4897,0.3712,1.8212,60,45,50,10,2.9323,1.3789,105,1.5535,0.5743,4200067,4200088
0.521,0.3848,1.8385,80,25,55,25,3.1213,1.4359,105,1.6854,0.5775,4200088,4200109
