septum position,elongation rate (1/hour),initiation size per ori (micron),tau_cyc (minute),B period (minute),C period (minute),D period (minute),division size (micron),newborn size (micron),generation time (minute),added size (micron),cell width (micron),cell ID,daughter ID
0.5273,0.2176,2.08,133,35,91,42,3.4609,1.8486,168,1.6123,0.7418,1223106,1223130
0.5103,0.2384,2.08,133,28,98,35,3.5742,1.8242,161,1.75,0.7346,1223130,1223153
0.5005,0.2252,1.886,154,35,112,42,3.6465,1.8242,189,1.8223,0.7286,1223153,1223180
0.4583,0.1508,2.016,280,546,77,203,3.8418,2.2109,210,1.6309,0.7119,1230094,1230124
0.4468,0.1959,1.9185,168,203,98,70,3.0547,1.7598,161,1.2949,0.6088,1230124,1230147
0.4636,0.1993,1.7601,147,84,77,70,3.2715,1.3652,231,1.9062,0.565,1230147,1230180
0.5098,0.3367,1.7225,119,133,70,49,3.3164,1.7656,98,1.5508,0.8069,1238051,1238065
0.4634,0.2565,1.8891,147,35,91,56,3.5312,1.6904,182,1.8408,0.8081,1238065,1238091
0.4895,0.1465,1.8484,203,84,112,91,3.0664,1.6367,287,1.4297,0.7874,1238091,1238132
0.5156,0.1994,1.7662,161,63,98,63,3.2891,1.501,224,1.7881,0.7994,1238132,1238164
0.4683,0.2224,2.1491,168,0,63,105,3.6191,2.1484,168,1.4707,0.6858,2033060,2033084
0.5049,0.2482,1.886,168,35,70,98,3.7344,1.6953,203,2.0391,0.6797,2033084,2033113
0.5298,0.2787,1.7601,126,7,70,56,3.3203,1.8857,133,1.4346,0.6581,2033113,2033132
0.5146,0.295,1.821,112,42,63,49,3.2852,1.7598,154,1.5254,0.6427,2033132,2033154
0.5098,0.3378,1.821,119,7,56,63,3.5801,1.6914,126,1.8887,0.6242,2033154,2033172
0.5474,0.284,2.0241,168,35,49,119,4.75,1.8242,203,2.9258,0.5967,2033172,2033201
0.4875,0.3046,1.7743,126,70,70,56,3.3359,1.3711,196,1.9648,0.6857,2040044,2040072
0.5195,0.2298,2.145,126,63,63,63,3.5391,1.626,189,1.9131,0.6494,2040072,2040099
0.5474,0.2667,1.821,126,28,70,56,3.332,1.8389,154,1.4932,0.6592,2040099,2040121
0.4644,0.2752,2.145,112,63,84,28,3.6426,1.8242,175,1.8184,0.6364,2040121,2040146
0.4626,0.2109,2.1531,175,56,98,77,3.9375,1.7656,231,2.1719,0.6585,2077056,2077089
0.4858,0.1585,2.21,182,98,91,91,3.6738,1.8213,280,1.8525,0.6597,2077089,2077129
0.4453,0.2092,1.756,210,7,105,105,3.6484,1.7852,217,1.8633,0.6593,2077129,2077160
0.4861,0.2485,1.886,140,49,91,49,3.6211,1.625,189,1.9961,0.6475,2077160,2077187
0.5181,0.2722,1.561,154,196,77,77,3.2637,2.0234,119,1.2402,0.602,2084137,2084154
0.4998,0.1635,2.145,231,28,126,105,4.0312,1.8955,259,2.1357,0.6746,2099059,2099096
0.5269,0.2553,1.756,168,224,77,91,3.6133,2.0156,133,1.5977,0.6681,2099096,2099115
0.5151,0.3037,1.9541,119,28,77,42,3.6797,1.9033,147,1.7764,0.6192,2099115,2099136
0.4705,0.2781,2.0191,126,28,84,42,3.7324,1.8955,154,1.8369,0.5985,2099136,2099158
0.5181,0.1974,1.9541,133,77,70,63,3.2637,1.6914,210,1.5723,0.647,2113068,2113098
0.5146,0.1999,2.535,126,133,63,63,3.7891,1.6914,259,2.0977,0.6257,2113098,2113135
0.4897,0.2187,1.951,133,7,77,56,3.1953,1.9512,140,1.2441,0.6083,2113135,2113155
0.5034,0.2263,1.9541,119,91,70,49,3.5723,1.5654,210,2.0068,0.6178,2113155,2113185
0.5229,0.1721,2.275,210,77,133,77,4.4375,1.7549,287,2.6826,0.7434,2164027,2164068
0.5474,0.2206,1.7225,154,245,70,84,3.4512,2.3203,112,1.1309,0.7373,2164068,2164084
0.5083,0.2223,1.7235,189,336,77,112,3.5898,2.0195,147,1.5703,0.6801,2179069,2179090
0.4829,0.1547,1.9602,231,35,133,98,3.541,1.8242,266,1.7168,0.6153,2179090,2179128
0.4927,0.2097,1.9673,140,49,70,70,3.3926,1.71,189,1.6826,0.6092,2179128,2179155
0.5347,0.2086,1.9541,147,49,98,49,3.4238,1.6709,196,1.7529,0.6034,2179155,2179183
0.4802,0.2397,1.5275,168,70,84,84,3.0039,2.0898,98,0.9141,0.6597,2186046,2186060
0.4817,0.2805,1.4036,147,14,77,70,2.8848,1.4434,161,1.4414,0.624,2186060,2186083
0.4548,0.2399,1.9033,133,63,77,56,3.1562,1.3896,196,1.7666,0.6148,2186083,2186111
0.5278,0.2934,1.626,126,35,77,49,3.0801,1.4355,161,1.6445,0.6119,2186111,2186134
0.4905,0.244,1.9602,133,63,91,42,3.5801,1.626,196,1.9541,0.5928,2186134,2186162
0.4968,0.1597,2.1531,140,98,77,63,3.3965,1.6953,238,1.7012,0.6234,2194135,2194169
0.4866,0.253,2.0312,119,49,70,49,3.3516,1.6875,168,1.6641,0.6276,2194169,2194193
0.4902,0.1946,1.9602,133,84,91,42,3.3379,1.6367,217,1.7012,0.5968,2201030,2201061
0.5073,0.1185,2.145,364,154,154,210,4.6172,1.6367,518,2.9805,0.6446,2201061,2201135
0.4822,0.2092,1.821,182,455,119,63,3.5156,2.3418,119,1.1738,0.6761,2201135,2201152
0.5015,0.1813,1.755,231,7,119,112,3.5586,1.6953,238,1.8633,0.6585,2201152,2201186
0.4817,0.2215,1.7845,182,35,91,91,3.5312,1.5723,217,1.959,0.6706,2215048,2215079
0.49,0.2804,1.7743,140,14,77,63,3.4512,1.7012,154,1.75,0.6563,2215079,2215101
0.4731,0.2362,1.886,175,42,84,91,3.8555,1.6914,217,2.1641,0.6528,2215101,2215132
0.5269,0.217,2.3481,175,63,119,56,4.3359,1.8242,238,2.5117,0.6582,2215132,2215166
0.4905,0.1617,1.8708,210,112,91,119,3.5801,2.2695,175,1.3105,0.6633,2223073,2223098
0.5127,0.1511,2.2181,168,147,91,77,3.9043,1.7559,315,2.1484,0.6749,2223098,2223143
0.5459,0.2849,1.887,126,308,70,56,3.4355,2.002,119,1.4336,0.6686,2223143,2223160
0.4895,0.2426,2.2263,112,49,70,42,3.5742,1.876,161,1.6982,0.6359,2223160,2223183
0.4802,0.2908,1.886,126,168,63,63,3.252,1.96,105,1.292,0.673,2230039,2230054
0.4346,0.2493,1.885,126,49,84,42,3.1562,1.5615,175,1.5947,0.6519,2230054,2230079
0.4705,0.2056,2.1612,147,98,105,42,3.457,1.3711,245,2.0859,0.6627,2230079,2230114
0.502,0.1809,2.0841,126,91,77,49,3.1328,1.626,217,1.5068,0.669,2230114,2230145
0.5127,0.1934,1.886,182,91,77,105,3.4805,1.5723,273,1.9082,0.6747,2230145,2230184
0.4695,0.3176,1.7601,126,49,84,42,3.4863,1.4668,175,2.0195,0.6236,2245027,2245052
0.5186,0.2404,1.8302,189,35,98,91,3.918,1.6367,224,2.2812,0.6344,2245052,2245084
0.5083,0.2619,1.755,182,56,63,119,3.8359,2.1602,140,1.6758,0.7154,3033082,3033102
0.4993,0.2519,1.8525,154,133,98,56,3.6445,1.9502,147,1.6943,0.6695,3033102,3033123
0.5259,0.2246,2.0191,175,42,98,77,3.8398,1.8203,217,2.0195,0.6428,3033123,3033154
0.5264,0.2316,2.2791,119,42,42,77,3.7148,2.0195,161,1.6953,0.6352,3033154,3033177
0.5,0.2385,1.4686,217,168,70,147,3.5488,1.8213,168,1.7275,0.7502,3040056,3040080
0.4885,0.199,1.8251,196,14,105,91,3.5938,1.7744,210,1.8193,0.7581,3040080,3040110
0.5005,0.1923,1.951,189,42,112,77,3.6465,1.7559,231,1.8906,0.7313,3040110,3040143
0.519,0.2406,1.8251,154,0,84,70,3.3828,1.8242,154,1.5586,0.6972,3040143,3040165
0.5474,0.1434,2.2892,203,175,91,112,3.8027,1.7012,378,2.1016,0.7298,3070041,3070095
0.5,0.1982,2.0841,161,7,77,84,3.6973,2.0801,168,1.6172,0.7106,3070095,3070119
0.5322,0.175,1.8891,203,49,119,84,3.6816,1.8486,252,1.833,0.7235,3070119,3070155
0.4846,0.2311,1.9602,133,0,63,70,3.2441,1.96,133,1.2842,0.7311,3070155,3070174
0.5112,0.3324,1.6575,126,224,70,56,2.9375,1.5615,119,1.376,0.6798,3091049,3091066
0.4819,0.3057,1.7103,126,49,77,49,3.3965,1.501,175,1.8955,0.6488,3091066,3091091
0.5205,0.2738,1.9673,112,63,63,49,3.2559,1.6367,175,1.6191,0.6327,3091091,3091116
0.49,0.2761,2.2141,112,63,56,56,3.752,1.6953,175,2.0566,0.5878,3091116,3091141
0.4819,0.273,2.0241,119,28,77,42,3.6406,1.8389,147,1.8018,0.5829,3091141,3091162
0.4905,0.2657,2.0191,133,42,70,63,3.5801,1.7549,175,1.8252,0.5812,3091162,3091187
0.4622,0.2305,2.0241,147,42,98,49,3.6582,1.7656,189,1.8926,0.639,3128026,3128053
0.519,0.2729,1.8251,140,21,63,77,3.3828,1.6904,161,1.6924,0.637,3128053,3128076
0.5278,0.2457,1.9602,147,42,91,56,3.5801,1.7559,189,1.8242,0.5909,3128076,3128103
0.5156,0.1814,2.1531,210,56,147,63,4.0352,1.8896,266,2.1455,0.5888,3128103,3128141
0.4893,0.2509,1.6453,126,56,63,63,3.0566,1.5723,182,1.4844,0.6004,3135075,3135101
0.5073,0.2033,2.1531,133,140,77,56,3.7148,1.4951,273,2.2197,0.5832,3135101,3135140
0.4993,0.2398,1.9764,133,42,84,49,3.5254,1.8848,175,1.6406,0.5716,3135140,3135165
0.5,0.2184,1.9185,294,385,140,154,4.0391,2.7422,112,1.2969,0.6518,3142123,3142139
0.49,0.2155,1.561,203,56,70,133,3.3164,2.0195,147,1.2969,0.6447,3142139,3142160
0.5093,0.1949,1.8891,175,56,91,84,3.5781,1.625,231,1.9531,0.6529,3142160,3142193
0.4912,0.2453,1.95,140,63,84,56,3.4512,1.7207,203,1.7305,0.6082,3172119,3172148
0.5547,0.2622,1.7103,126,14,91,35,3.0684,1.6953,140,1.373,0.5612,3172148,3172168
0.4773,0.1967,2.0881,182,7,91,91,3.9863,2.0801,189,1.9062,0.6122,3179081,3179108
0.5181,0.1884,1.755,175,42,126,49,3.2617,1.625,217,1.6367,0.6433,3186095,3186126
0.4995,0.1818,1.8952,147,84,119,28,3.2559,1.6904,231,1.5654,0.6176,3186126,3186159
0.5073,0.1911,2.1491,196,56,112,84,3.9922,1.626,252,2.3662,0.601,3186159,3186195
0.4985,0.2312,1.8302,161,63,91,70,3.5215,1.5615,224,1.96,0.6502,3208041,3208073
0.4924,0.2545,2.1491,147,56,105,42,4.2266,1.7549,203,2.4717,0.6225,3208073,3208102
0.4722,0.2673,1.82,147,175,70,77,3.4668,2.0801,119,1.3867,0.6248,3208102,3208119
0.4541,0.1552,1.951,231,49,161,70,3.5801,1.6367,280,1.9434,0.6285,3208119,3208159
0.48,0.211,1.821,182,21,77,105,3.25,1.626,203,1.624,0.6477,3208159,3208188
0.5176,0.2729,1.5935,147,259,84,63,3.2031,2.0156,98,1.1875,0.7067,3216074,3216088
0.3418,0.2413,1.756,224,35,133,91,4.5703,1.6572,259,2.9131,0.6986,3216088,3216125
0.439,0.1261,1.9541,343,91,203,140,3.8516,1.5615,434,2.29,0.7628,3216125,3216187
0.5073,0.1403,1.9246,322,28,140,182,4.1094,1.7549,350,2.3545,0.7087,3238037,3238087
0.4644,0.2732,1.952,133,343,70,63,3.6484,2.084,126,1.5645,0.7136,3238087,3238105
0.5415,0.2978,1.6951,126,0,77,49,3.1172,1.6953,126,1.4219,0.6579,3238105,3238123
0.5098,0.218,2.08,133,105,77,56,3.8457,1.6875,238,2.1582,0.6904,3238123,3238157
0.48,0.2787,1.7255,133,217,70,63,3.252,1.96,112,1.292,0.6593,3238157,3238173
0.4575,0.2998,1.821,112,35,35,77,3.2715,1.5615,147,1.71,0.6858,3238173,3238194
0.4143,0.3057,1.5813,119,0,63,56,2.9961,1.5811,119,1.415,0.7038,3245079,3245096
0.5337,0.153,3.12,161,0,98,63,3.7754,3.1191,161,0.6562,0.7033,4018110,4018133
0.5269,0.2402,2.0312,147,7,49,98,3.582,2.0156,154,1.5664,0.6976,4018133,4018155
0.6035,0.2208,1.82,154,140,70,84,3.4473,2.4121,105,1.0352,0.661,4040034,4040049
0.5166,0.244,2.0841,133,28,77,56,3.7852,2.0801,161,1.7051,0.6442,4040049,4040072
0.5396,0.273,2.0414,133,14,77,56,3.7363,1.9541,147,1.7822,0.6281,4040072,4040093
0.5527,0.2033,2.2831,133,56,84,49,3.6445,2.0156,189,1.6289,0.6116,4040093,4040120
0.5532,0.2703,2.08,126,28,49,77,3.8828,2.0156,154,1.8672,0.6115,4040120,4040142
0.5796,0.2326,2.1491,126,21,70,56,3.5879,2.1484,147,1.4395,0.6066,4040142,4040163
0.5181,0.217,2.4741,119,63,70,49,3.9102,2.0801,182,1.8301,0.5808,4040163,4040189
0.5078,0.2383,2.0414,133,42,91,42,3.5879,1.8301,175,1.7578,0.6157,4084112,4084137
0.5361,0.2436,2.1612,119,63,70,49,3.6445,1.8213,182,1.8232,0.6084,4084137,4084163
0.5376,0.2993,2.2892,105,42,63,42,4.1133,1.9541,147,2.1592,0.6044,4084163,4084184
0.5122,0.3078,2.4273,91,21,56,35,3.8164,2.2109,112,1.6055,0.5902,4084184,4084200
0.5596,0.1736,2.4131,154,105,84,70,4.1953,1.9541,259,2.2412,0.6017,4091057,4091094
0.4966,0.208,1.8891,161,14,77,84,3.166,1.7598,175,1.4062,0.6523,4128050,4128075
0.5098,0.2362,1.5011,189,14,77,112,3.3164,1.5723,203,1.7441,0.6398,4128075,4128104
0.519,0.2384,1.69,168,91,77,91,3.2559,1.8848,133,1.3711,0.6294,4135079,4135098
0.5366,0.2606,1.8251,147,35,84,63,3.5156,1.6904,182,1.8252,0.6164,4135098,4135124
0.5068,0.2748,1.886,147,14,63,84,3.8574,1.8857,161,1.9717,0.5929,4135124,4135147
0.4993,0.2474,2.2141,112,35,70,42,3.6445,1.9541,147,1.6904,0.5759,4135147,4135168
0.5054,0.2144,2.2791,112,91,77,35,3.6094,1.8203,203,1.7891,0.5605,4135168,4135197
0.5093,0.1707,1.6453,266,28,126,140,3.584,1.6904,294,1.8936,0.6645,4142034,4142076
0.5181,0.185,1.8952,189,21,98,91,3.5156,1.8242,210,1.6914,0.6376,4142076,4142106
0.5308,0.2582,1.9673,105,35,63,42,3.1855,1.8213,140,1.3643,0.6193,4142106,4142126
0.5229,0.1758,2.1531,217,112,98,119,4.2266,1.6914,329,2.5352,0.5958,4142126,4142173
0.5,0.2654,1.8952,133,21,63,70,3.3906,1.7656,154,1.625,0.6451,4150042,4150064
0.5317,0.2653,1.6301,133,21,77,56,3.0586,1.6953,154,1.3633,0.6173,4150064,4150086
0.521,0.2479,1.7103,147,28,98,49,3.123,1.626,175,1.4971,0.5978,4150086,4150111
0.542,0.2203,2.1531,147,98,98,49,3.8438,1.626,245,2.2178,0.5899,4150111,4150146
0.5107,0.2784,2.2181,98,28,63,35,3.5859,2.084,126,1.502,0.5678,4150146,4150164
0.5444,0.2278,2.0841,168,49,112,56,4.4219,1.8301,217,2.5918,0.5601,4150164,4150195
0.5469,0.2183,2.0191,126,42,70,56,3.4473,1.9512,168,1.4961,0.5784,4164055,4164079
0.5269,0.2119,2.2141,133,77,77,56,3.7109,1.8857,210,1.8252,0.5586,4164079,4164109
0.46,0.2108,1.9033,133,21,84,49,3.252,1.9541,154,1.2979,0.5574,4164109,4164131
0.501,0.2043,1.8952,140,91,91,49,3.3848,1.4961,231,1.8887,0.5464,4164131,4164164
0.5161,0.2321,2.0241,119,77,91,28,3.4023,1.6953,196,1.707,0.5651,4164164,4164192
0.5098,0.2872,1.886,119,42,49,70,3.3184,1.5654,161,1.7529,0.5788,4171124,4171147
0.5767,0.2665,1.8952,119,49,91,28,3.3828,1.6914,168,1.6914,0.5763,4171147,4171171
0.5269,0.2913,2.2141,98,35,70,28,3.7188,1.9512,133,1.7676,0.5733,4171171,4171190
0.499,0.2887,2.0191,126,56,70,56,4.0391,1.7598,182,2.2793,0.5997,4186150,4186176
0.5063,0.2669,1.691,154,49,63,91,3.4648,2.2109,105,1.2539,0.5808,4201030,4201045
0.5205,0.2288,2.0962,154,63,91,63,3.7988,1.7549,217,2.0439,0.5938,4201045,4201076
0.522,0.1985,2.2791,154,56,84,70,3.8672,1.9766,210,1.8906,0.6134,4201076,4201106
0.5088,0.2574,2.0191,119,0,63,56,3.332,2.0195,119,1.3125,0.6037,4201106,4201123
0.4734,0.1861,2.2263,154,84,77,77,3.582,1.6953,238,1.8867,0.5987,4201123,4201157
0.4795,0.1965,2.1531,126,98,70,56,3.748,1.6953,224,2.0527,0.6156,4201157,4201189
0.5166,0.0933,1.5305,553,252,168,385,4.5898,1.5596,532,3.0303,0.7601,4208073,4208149
0.3616,0.2659,1.625,301,364,175,126,4.5078,2.373,133,2.1348,0.7361,4208149,4208168
0.5112,0.1616,2.1531,175,70,84,91,3.5938,1.7559,245,1.8379,0.7384,4215078,4215113
0.5547,0.1695,2.016,196,42,133,63,3.5312,1.8389,238,1.6924,0.7235,4215113,4215147
0.5493,0.245,2.1166,140,28,77,63,3.793,1.96,168,1.833,0.6857,4215147,4215171
0.5332,0.2289,2.2709,140,21,91,49,3.9082,2.084,161,1.8242,0.6743,4215171,4215194
0.4851,0.2728,1.9673,140,63,98,42,3.7891,1.4961,203,2.293,0.6653,4237065,4237094
0.48,0.2618,2.0241,119,42,70,49,3.6777,1.8389,161,1.8389,0.6348,4237094,4237117
0.4502,0.2725,2.1694,119,42,77,42,3.9004,1.7656,161,2.1348,0.6238,4237117,4237140
0.467,0.2599,1.756,133,0,63,70,3.1738,1.7559,133,1.418,0.6133,4237140,4237159
0.5498,0.1977,2.34,154,63,70,84,3.9023,2.0234,217,1.8789,0.6305,5099156,5099187
0.5269,0.2095,2.1531,133,42,77,56,3.709,2.084,175,1.625,0.6791,5120051,5120076
0.5698,0.2216,2.3623,133,63,77,56,3.7793,1.9541,196,1.8252,0.6465,5120076,5120104
0.5332,0.269,2.145,133,14,70,63,3.9082,2.1543,147,1.7539,0.6425,5120104,5120125
0.4919,0.1494,2.535,182,28,91,91,4.2305,2.4707,210,1.7598,0.6427,5150055,5150085
0.5332,0.1781,1.9835,175,196,91,84,3.4141,2.0801,161,1.334,0.6399,5150085,5150108
0.5107,0.2222,1.8891,140,28,84,56,3.3457,1.8213,168,1.5244,0.6404,5150108,5150132
0.4983,0.2795,1.8251,119,35,70,49,3.3906,1.71,154,1.6807,0.6163,5150132,5150154
0.4966,0.2518,1.8952,154,35,70,84,3.5449,1.6904,189,1.8545,0.6161,5150154,5150181
0.479,0.142,2.535,189,84,63,126,3.9922,2.0957,273,1.8965,0.7345,5171069,5171108
0.5278,0.1206,2.1044,273,28,133,140,3.623,1.9131,301,1.71,0.7575,5171108,5171151
0.5703,0.1245,2.1612,294,49,175,119,4.2383,1.9131,343,2.3252,0.7536,5171151,5171200
0.5249,0.1787,2.535,147,70,98,49,3.9707,2.084,217,1.8867,0.6288,5179043,5179074
0.541,0.1721,2.34,168,77,84,84,3.9668,2.084,245,1.8828,0.6353,5179074,5179109
0.5249,0.1758,2.405,154,49,84,70,3.9707,2.1465,203,1.8242,0.6324,5179109,5179138
0.5439,0.2046,2.145,140,35,91,49,3.707,2.084,175,1.623,0.6179,5179138,5179163
0.5513,0.2304,2.4091,112,49,77,35,3.7793,2.0156,161,1.7637,0.5877,5179163,5179186
0.5317,0.2773,2.08,119,231,56,63,3.7891,2.2754,112,1.5137,0.6033,5186181,5186197
0.5088,0.2275,1.951,147,49,84,63,3.4492,1.626,196,1.8232,0.6559,5208061,5208089
0.5,0.2476,2.0241,119,42,77,42,3.3809,1.7549,161,1.626,0.6432,5208089,5208112
0.5288,0.1162,2.2181,469,63,210,259,5.7969,1.6914,532,4.1055,0.6634,5208112,5208188
0.4744,0.1877,2.0191,210,217,84,126,4.25,2.1445,203,2.1055,0.7167,5230042,5230071
0.5049,0.2178,1.82,210,175,91,119,3.8633,2.0156,182,1.8477,0.7023,5230071,5230097
0.5142,0.1903,1.7235,217,147,119,98,3.541,1.9512,182,1.5898,0.6908,5230097,5230123
0.5298,0.2457,1.9541,147,14,63,84,3.4551,1.8203,161,1.6348,0.6771,5230123,5230146
0.5615,0.1976,2.0312,189,7,105,84,3.7109,1.9668,196,1.7441,0.7502,5237058,5237086
0.5425,0.165,2.2141,196,35,112,84,3.8359,2.084,231,1.752,0.7545,5237086,5237119
0.5264,0.1864,2.2141,175,35,126,49,3.8438,2.0801,210,1.7637,0.7348,5237119,5237149
0.5088,0.2439,2.2181,119,28,84,35,3.5801,2.0234,147,1.5566,0.7062,5237149,5237170
0.5278,0.2477,1.5925,168,98,77,91,3.0801,1.8848,126,1.1953,0.8423,5245084,5245102
0.4714,0.1656,2.08,294,70,126,168,4.5586,1.626,364,2.9326,0.8228,5245102,5245154
0.4895,0.2046,1.9185,203,301,84,119,3.5859,2.1484,140,1.4375,0.8231,5245154,5245174
0.5342,0.1603,1.887,266,357,91,175,3.9102,2.1445,224,1.7656,0.7481,6004075,6004107
0.4763,0.1607,2.08,266,21,77,189,4.25,2.0898,287,2.1602,0.7392,6004107,6004148
0.4934,0.2773,1.691,154,14,70,84,3.5781,1.6299,168,1.9482,0.7053,6026045,6026069
0.5093,0.2,2.0881,154,42,91,63,3.8496,2.0234,196,1.8262,0.6444,6077071,6077099
0.5244,0.2365,2.0312,112,49,63,49,3.3828,1.96,161,1.4229,0.6332,6077099,6077122
0.5054,0.2178,2.4131,119,105,77,42,3.7637,1.7744,224,1.9893,0.5961,6077122,6077154
0.5728,0.1727,2.6691,126,119,70,56,4.1094,1.9033,245,2.2061,0.5821,6077154,6077189
0.5249,0.1293,2.21,224,35,112,112,3.7168,2.0801,259,1.6367,0.6557,6084086,6084123
0.4727,0.1681,2.3542,168,70,119,49,3.8535,1.9512,238,1.9023,0.6498,6084123,6084157
0.4807,0.2085,2.0414,140,56,77,63,3.5391,1.8213,196,1.7178,0.6408,6084157,6084185
0.5195,0.209,1.886,147,14,77,70,3.2559,1.8857,161,1.3701,0.6745,6106065,6106088
0.5283,0.1559,1.8891,224,63,140,84,3.4473,1.6914,287,1.7559,0.6733,6106088,6106129
