septum position,elongation rate (1/hour),initiation size per ori (micron),tau_cyc (minute),B period (minute),C period (minute),D period (minute),division size (micron),newborn size (micron),generation time (minute),added size (micron),cell width (micron),cell ID,daughter ID
0.4419,0.9991,1.1705,64,16,48,16,3.8501,1.6263,48,2.2238,0.5656,1176186,1176210
0.5078,0.8829,1.7228,60,22,38,22,4.226,1.8861,56,2.3399,0.59,1191035,1191063
0.5181,1.0954,1.5938,52,38,30,22,3.9212,2.146,34,1.7752,0.5902,1191063,1191080
0.5276,0.8437,1.5306,50,22,36,14,3.7147,2.0317,38,1.683,0.581,1191080,1191099
0.4908,0.9013,1.4639,60,28,40,20,3.9755,1.9597,50,2.0158,0.5941,1191099,1191124
0.4908,0.9567,1.5278,50,34,40,10,3.3214,1.9511,34,1.3704,0.5648,1191124,1191141
0.4986,0.9595,1.5938,46,32,36,10,3.522,1.6302,44,1.8918,0.5635,1191141,1191163
0.4908,0.8444,1.4982,54,38,40,14,3.3214,1.7562,48,1.5652,0.5744,1191163,1191187
0.5136,0.8835,1.4954,58,42,36,22,3.4748,1.6302,52,1.8446,0.5777,1191187,1191213
0.4402,1.0574,1.5275,52,34,36,16,3.8389,1.7658,44,2.0731,0.5774,1199039,1199061
0.4662,0.9531,1.563,68,32,36,32,3.9138,1.69,56,2.2238,0.605,1199061,1199089
0.4794,0.9644,1.1772,64,30,36,28,3.3921,1.8246,38,1.5675,0.6226,1199089,1199108
0.5191,1.0516,1.3037,62,20,42,20,3.2554,1.6263,44,1.6291,0.626,1199108,1199130
0.481,1.0739,1.2712,54,30,38,16,3.4025,1.69,40,1.7125,0.6161,1199130,1199150
0.5185,0.9691,1.4009,58,30,40,18,3.5124,1.6367,48,1.8758,0.5926,1199150,1199174
0.4976,0.954,1.2692,64,30,38,26,3.6596,1.8212,46,1.8385,0.5975,1199174,1199197
0.4387,0.9008,1.4629,54,22,40,14,3.7073,1.8895,46,1.8178,0.5762,1206029,1206052
0.489,0.9684,1.625,58,38,36,22,3.724,1.6263,50,2.0977,0.5838,1206052,1206077
0.4563,0.9891,1.495,56,36,28,28,3.7062,1.8212,42,1.8851,0.5618,1206077,1206098
0.4645,0.9326,1.4315,60,28,44,16,3.6493,1.6912,46,1.9581,0.5714,1206098,1206121
0.5183,0.974,1.4954,56,34,36,20,3.5112,1.695,44,1.8163,0.5757,1206121,1206143
0.5096,0.872,1.3979,58,32,36,22,3.4462,1.82,46,1.6262,0.5888,1206143,1206166
0.4828,0.9071,1.3654,64,32,38,26,3.7722,1.7562,50,2.016,0.5916,1206166,1206191
0.4911,0.9856,1.3361,64,30,38,26,3.8404,1.8212,44,2.0193,0.5939,1206191,1206213
0.5179,0.8938,1.3665,56,24,34,22,3.5162,1.9543,42,1.5618,0.6106,1214073,1214094
0.5094,0.8585,1.3685,58,30,40,18,3.7095,1.8246,48,1.8848,0.5933,1221111,1221135
0.5257,0.8738,1.5306,58,38,36,22,3.9741,1.8895,48,2.0846,0.5859,1221135,1221159
0.4914,1.0113,1.3685,54,30,32,22,3.7062,2.0891,36,1.617,0.5957,1221159,1221177
0.4891,0.8835,1.2712,50,16,28,22,2.9265,1.8212,30,1.1053,0.5835,1221177,1221192
0.4817,0.9066,1.5306,54,30,36,18,3.6457,1.885,44,1.7607,0.5864,1229029,1229051
0.5392,1.0016,1.4964,56,32,40,16,3.5291,1.7562,44,1.7729,0.5818,1229051,1229073
0.5376,0.9305,1.6578,54,40,34,20,4.3597,1.9028,50,2.4568,0.5541,1229073,1229098
0.5328,0.9796,1.5938,50,34,34,16,3.9057,2.3436,34,1.562,0.5464,1229098,1229115
0.5005,0.685,1.6912,52,24,36,16,3.516,2.081,42,1.435,0.5599,1229115,1229136
0.5006,0.7783,1.5278,62,34,28,34,3.6446,1.7598,54,1.8848,0.5882,1229136,1229163
0.5186,0.9223,1.3654,60,36,38,22,3.3864,1.8246,42,1.5618,0.6003,1229163,1229184
0.5396,0.9107,1.4009,52,28,36,16,3.1345,1.7562,38,1.3783,0.6053,1229184,1229203
0.516,0.8437,1.4964,60,26,34,26,4.165,2.08,48,2.085,0.5616,1236048,1236072
0.5081,1.0034,1.6578,54,32,38,16,4.096,2.1489,38,1.9471,0.5941,1236072,1236091
0.5051,0.9208,1.6903,56,28,34,22,4.2542,2.081,46,2.1732,0.6025,1236091,1236114
0.5481,0.8245,1.4639,52,26,30,22,3.6071,1.9597,38,1.6474,0.5859,1236134,1236153
0.5302,0.891,1.4657,62,28,36,26,4.2979,1.9769,52,2.321,0.5844,1236153,1236179
0.5563,0.9481,1.6928,58,40,36,22,4.697,2.2787,46,2.4183,0.5878,1236179,1236202
0.5835,0.8531,1.4657,54,22,26,28,3.905,2.613,30,1.292,0.5586,1236202,1236217
0.5215,0.9811,1.5928,50,28,30,20,3.8133,1.9543,42,1.8589,0.6404,1244039,1244060
0.4999,0.9369,1.4629,52,28,32,20,3.9011,2.2787,36,1.6224,0.5791,1244082,1244100
0.4903,0.9873,1.5955,52,26,30,22,4.1122,1.95,42,2.1622,0.6143,1244100,1244121
0.508,1.0333,1.4629,64,26,32,32,4.23,1.8951,54,2.3349,0.5581,1251025,1251052
0.5006,0.8615,1.3979,60,32,38,22,3.2565,1.82,44,1.4365,0.5593,1251139,1251161
0.5283,0.9195,1.3016,64,32,32,32,3.4475,1.6302,52,1.8173,0.5673,1251161,1251187
0.5766,0.7254,1.2354,54,32,28,26,2.9331,1.8212,34,1.1119,0.5415,1251187,1251204
0.4641,1.0358,1.4629,56,30,36,20,3.6411,1.755,42,1.8861,0.6445,2034046,2034067
0.491,1.1168,1.3975,60,28,38,22,3.8393,1.69,46,2.1493,0.6455,2034067,2034090
0.493,0.9324,1.4625,68,28,40,28,4.1208,1.885,50,2.2358,0.6508,2034090,2034115
0.5165,1.0632,1.5278,60,32,38,22,4.0351,2.0317,42,2.0034,0.6635,2034115,2034136
0.4763,1.0177,1.495,60,22,38,22,4.0961,2.145,40,1.9511,0.658,2034157,2034177
0.4663,1.0182,1.4629,58,22,34,24,3.9052,1.9511,40,1.9541,0.6611,2034177,2034197
0.4628,1.0043,1.3325,74,18,36,38,4.5031,1.8212,52,2.6819,0.6732,2034197,2034223
0.5253,1.1028,1.2679,62,14,38,24,3.8438,1.8246,40,2.0192,0.6537,2041042,2041062
0.5069,1.1131,1.2679,62,18,36,26,4.1054,2.0192,40,2.0862,0.6563,2041062,2041082
0.5324,1.1649,1.3979,52,22,32,20,4.031,2.081,34,1.95,0.6365,2041082,2041099
0.4636,1.205,1.5603,48,20,28,20,4.2432,2.146,34,2.0972,0.6295,2041099,2041116
0.4919,1.0088,1.69,54,24,28,26,3.9661,1.9673,44,1.9988,0.6158,2041116,2041138
0.4907,1.0286,1.365,60,20,36,24,3.5762,1.9511,36,1.6251,0.6345,2041138,2041156
0.5351,0.9656,1.3016,62,18,32,30,3.6461,1.755,44,1.8911,0.6267,2041156,2041178
0.5363,1.0189,1.5275,50,32,38,12,3.6685,1.9511,38,1.7174,0.624,2041178,2041197
0.4687,1.0004,1.3654,54,16,36,18,3.3396,1.8212,36,1.5184,0.6176,2064020,2064038
0.481,1.0315,1.3004,58,24,40,18,3.4025,1.5654,46,1.8371,0.6138,2064038,2064061
0.476,0.9501,1.2679,70,32,40,30,3.9695,1.6367,56,2.3328,0.5771,2064061,2064089
0.4355,1.1462,1.2367,58,30,42,16,3.462,1.8895,32,1.5725,0.594,2064089,2064105
0.4412,0.9978,1.2029,64,34,40,24,3.3915,1.625,50,1.7665,0.6142,2064173,2064198
0.4826,1.0238,1.43,60,26,38,22,3.7711,1.6263,48,2.1448,0.657,2086032,2086056
0.4904,0.9715,1.4954,54,36,34,20,3.5808,1.82,42,1.7608,0.6413,2086056,2086077
0.5464,1.0019,1.3654,64,28,40,24,4.1654,1.7562,50,2.4092,0.6447,2086077,2086102
0.5208,0.9479,1.2679,64,20,44,20,3.3908,1.7012,48,1.6896,0.6117,2086158,2086182
0.4988,1.0622,1.2354,64,32,40,24,4.0394,1.7658,48,2.2736,0.61,2086182,2086206
0.523,1.0283,1.3341,58,20,36,22,3.8545,2.081,38,1.7735,0.6366,2101024,2101043
0.5095,1.1147,1.4304,52,22,34,18,3.8797,2.016,36,1.8637,0.6204,2101043,2101061
0.5071,0.9221,1.5275,64,24,38,26,4.3599,1.9769,52,2.383,0.6267,2101061,2101087
0.5234,0.9315,1.5955,62,28,38,24,4.2299,2.211,38,2.0189,0.6332,2101087,2101106
0.5234,0.9397,1.5603,52,20,36,16,3.8577,2.2138,34,1.6438,0.6054,2101106,2101123
0.5121,0.8944,1.69,58,24,32,26,4.2818,2.0192,48,2.2627,0.6096,2101123,2101147
0.5258,0.894,1.5955,54,30,40,14,3.5873,2.1927,36,1.3946,0.6198,2101147,2101165
0.5088,0.8602,1.5603,50,30,38,12,3.7073,1.8861,44,1.8212,0.6229,2101165,2101187
0.5083,0.9804,1.4954,54,34,38,16,3.8361,1.8861,44,1.95,0.6255,2101187,2101209
0.4914,1.0858,1.4333,54,30,38,16,3.9703,1.8212,42,2.1491,0.6454,2154029,2154050
0.5269,0.939,1.5614,48,32,34,14,3.7195,1.9511,38,1.7685,0.6414,2154050,2154069
0.5,0.9638,1.5603,50,30,34,16,3.9022,1.9597,42,1.9424,0.6365,2154069,2154090
0.5142,1.0108,1.5275,64,28,38,26,4.4239,1.9511,50,2.4729,0.6407,2154090,2154115
0.523,1.0377,1.5614,56,30,36,20,4.233,2.275,36,1.958,0.6306,2154115,2154133
0.5,1,1.5925,48,22,34,14,3.77,2.2138,34,1.5562,0.6287,2154133,2154150
0.5004,0.9165,1.56,54,24,36,18,3.7756,1.885,44,1.8906,0.6332,2154150,2154172
0.4918,0.8598,1.5275,58,34,40,18,3.965,1.8895,48,2.0755,0.6405,2154172,2154196
0.4999,0.9904,1.43,58,32,38,20,4.031,1.95,42,2.081,0.6454,2154196,2154217
0.4924,1.0253,1.6575,46,32,34,12,3.7335,1.9543,40,1.7792,0.5772,2161034,2161054
0.5264,0.9714,1.5925,50,34,34,16,3.8456,1.8385,44,2.0071,0.5724,2161054,2161076
0.4913,0.9069,1.3979,60,36,42,18,3.7141,1.69,50,2.0241,0.5714,2161168,2161193
0.5004,0.9889,1.3979,60,36,36,24,3.7756,1.8246,46,1.951,0.5554,2161193,2161216
0.5,0.984,1.4639,56,28,36,20,3.9022,1.9597,42,1.9424,0.626,2176031,2176052
0.5405,1.0323,1.4639,54,28,36,18,3.9706,1.9511,40,2.0195,0.6201,2176052,2176072
0.5163,0.982,1.4964,56,24,32,24,4.031,2.146,40,1.885,0.6157,2176072,2176092
0.5162,1.0501,1.4683,50,24,30,20,3.9055,2.081,34,1.8245,0.5879,2176092,2176109
0.4742,0.952,1.6263,44,26,28,16,3.5873,2.016,36,1.5713,0.5937,2176109,2176127
0.5096,0.9246,1.399,52,26,40,12,3.3163,1.7012,42,1.6151,0.6189,2176127,2176148
0.4993,0.9836,1.4625,52,36,42,10,3.5148,1.69,46,1.8248,0.6206,2176148,2176171
0.4979,0.9844,1.4629,62,36,34,28,4.0467,1.755,52,2.2917,0.6218,2176171,2176197
0.5308,0.973,1.3665,66,28,38,28,4.1653,2.015,42,2.1503,0.6109,2176197,2176218
0.5256,0.8168,1.4683,62,20,42,20,3.5862,1.8895,50,1.6967,0.5546,2191151,2191176
0.5259,0.9966,1.5361,58,36,28,30,3.8392,1.885,44,1.9542,0.5428,2191176,2191198
0.5079,0.8716,1.3341,62,26,36,26,4.1032,2.0192,44,2.0841,0.5302,2191198,2191220
0.4657,0.9468,1.399,56,20,38,18,3.779,1.8304,44,1.9486,0.5642,2199042,2199064
0.5354,0.9629,1.5289,60,30,42,18,3.5228,1.7598,46,1.763,0.5714,2199064,2199087
0.555,0.9017,1.5306,44,36,34,10,3.0811,1.8861,34,1.1949,0.5681,2199087,2199104
0.5373,0.9244,1.4639,64,28,40,24,4.357,2.4709,40,1.8861,0.5769,2221035,2221055
0.4931,0.9833,1.5938,54,24,32,22,4.4897,2.4734,34,2.0163,0.5641,2221077,2221094
0.4898,0.9109,1.3979,60,30,36,24,3.4608,1.82,48,1.6408,0.5886,2221184,2221208
0.4744,1.0943,1.4639,52,26,32,20,3.836,1.625,44,2.211,0.5955,3021034,3021056
0.4917,1.0742,1.3654,64,30,38,26,3.8361,1.5614,50,2.2748,0.6061,3021194,3021219
0.489,1.0019,1.4304,54,24,38,16,3.724,1.9543,40,1.7697,0.6031,3058048,3058068
0.4773,0.9351,1.4333,66,28,40,26,4.2301,1.8212,54,2.409,0.6015,3058068,3058095
0.4913,1.0096,1.4304,62,30,40,22,3.9692,2.0192,38,1.95,0.5951,3058095,3058114
0.5165,0.9032,1.3979,60,18,42,18,3.6692,1.95,40,1.7192,0.5866,3058114,3058134
0.5006,0.9853,1.4304,56,26,40,16,3.7745,1.8951,42,1.8794,0.5978,3058134,3058155
0.5241,1.0766,1.4954,56,30,32,24,4.1,1.8895,44,2.2105,0.5991,3058155,3058177
0.5176,0.9533,1.4964,48,28,34,14,3.7755,2.1489,32,1.6266,0.5798,3058177,3058193
0.5239,0.9514,1.3329,64,18,38,26,4.096,1.9511,46,2.1449,0.6012,3088034,3088057
0.5,1.037,1.6575,56,32,34,22,4.4276,2.146,42,2.2817,0.5964,3088057,3088078
0.4757,0.9993,1.4625,58,22,36,22,4.0989,2.2138,38,1.8851,0.6029,3088078,3088097
0.4663,1.0011,1.4035,62,20,38,24,3.9052,1.95,44,1.9552,0.6063,3088097,3088119
0.5086,0.9341,1.3329,56,32,42,14,3.7062,1.8951,46,1.8111,0.5924,3088183,3088206
0.4899,0.9512,1.4639,52,26,34,18,3.4498,2.015,34,1.4348,0.5825,3103023,3103040
0.4917,0.8865,1.4629,64,26,42,22,3.8361,1.69,56,2.1461,0.5957,3103040,3103068
0.5097,0.9982,1.4009,56,38,38,18,3.5796,1.8861,38,1.6935,0.5942,3103068,3103087
0.5009,0.9111,1.3975,52,26,36,16,3.3962,1.8246,40,1.5716,0.5606,3103087,3103107
0.4711,0.9608,1.3654,60,30,40,20,3.4496,1.7012,50,1.7484,0.5848,3103107,3103132
0.5089,0.9595,1.3361,60,38,42,18,3.5762,1.625,48,1.9512,0.5976,3103132,3103156
0.5337,0.9843,1.3975,58,36,38,20,3.9052,1.82,46,2.0852,0.5862,3103156,3103179
0.4683,1.0827,1.4625,56,30,34,22,4.1638,2.0841,40,2.0798,0.5886,3103179,3103199
0.4802,0.9448,1.4629,54,22,38,16,3.5217,1.95,36,1.5717,0.5917,3103199,3103217
0.4852,0.9662,1.43,64,20,36,28,4.295,2.0841,46,2.211,0.5818,3125021,3125044
0.516,0.9604,1.5278,54,34,38,16,3.7815,1.7012,48,2.0803,0.5763,3125125,3125149
0.5229,0.9663,1.3975,58,36,36,22,4.226,1.9511,46,2.275,0.5502,3125149,3125172
0.4718,1.0223,1.3329,64,26,44,20,4.3067,1.8385,52,2.4682,0.5558,3140035,3140061
0.5084,0.9137,1.365,60,30,38,22,3.5798,2.0317,38,1.5481,0.5589,3140061,3140080
0.4606,0.9712,1.365,56,24,34,22,3.5278,1.82,42,1.7078,0.5407,3140080,3140101
0.4904,0.9845,1.5006,54,32,38,16,3.3163,1.625,44,1.6913,0.5619,3140101,3140123
0.449,0.8861,1.4629,62,38,38,24,3.775,1.6263,56,2.1487,0.5672,3140123,3140151
0.4895,0.9548,1.3341,60,36,36,24,3.32,1.695,40,1.625,0.5799,3140151,3140171
0.4735,1.0192,1.399,52,30,38,14,3.4567,1.625,42,1.8317,0.5889,3140171,3140192
0.4802,0.9885,1.3325,62,28,40,22,3.5217,1.6367,48,1.885,0.5688,3140192,3140216
0.4981,1.0063,1.625,54,20,36,18,4.0478,2.1538,38,1.8939,0.5495,3185036,3185055
0.5246,1.0129,1.625,54,26,36,18,3.9671,2.016,42,1.9511,0.5911,3192022,3192043
0.501,1.0244,1.5614,54,28,38,16,4.0405,2.081,40,1.9594,0.591,3192043,3192063
0.538,0.9631,1.56,62,28,28,34,4.2303,2.0244,50,2.2058,0.6056,3192063,3192088
0.5,0.9376,1.3975,58,26,32,26,4.0384,2.2759,34,1.7625,0.5769,3192088,3192105
0.5,0.871,1.5278,58,18,28,30,3.6493,2.0192,42,1.6301,0.5927,3192105,3192126
0.5251,0.9357,1.4629,68,26,40,28,3.9691,1.8246,52,2.1444,0.5857,3192126,3192152
0.4981,1.0188,1.3004,56,28,38,18,3.6631,2.0841,32,1.5791,0.5846,3192152,3192168
0.519,0.9696,1.365,54,18,40,14,3.5159,1.8246,40,1.6912,0.5888,3192168,3192188
0.5067,0.9914,1.3329,56,28,40,16,3.8572,1.8246,44,2.0325,0.5896,3192188,3192210
0.4926,0.8236,1.9503,52,42,34,18,4.3724,2.34,44,2.0324,0.6363,4005085,4005107
0.4895,0.816,1.6978,56,28,38,18,3.8534,2.1538,40,1.6995,0.667,4005107,4005127
0.4907,0.8971,1.495,58,26,38,20,3.5762,1.8861,44,1.69,0.6473,4005127,4005149
0.5185,0.943,1.5275,54,32,36,18,3.51,1.755,42,1.755,0.665,4005149,4005170
0.5342,0.9109,1.5955,66,36,36,30,4.3819,1.82,60,2.5619,0.6675,4005170,4005200
0.5075,1.0194,1.4954,56,36,36,20,4.1002,2.3409,32,1.7593,0.639,4005200,4005216
0.481,0.991,1.4304,60,20,36,24,3.6513,1.755,44,1.8963,0.6882,4012024,4012046
0.5131,1.0262,1.235,78,24,36,42,4.6892,1.7562,58,2.933,0.6797,4012046,4012075
0.4759,1.1034,1.2675,66,22,40,26,4.1,2.4059,30,1.6941,0.653,4012075,4012090
0.4914,1.1144,1.4304,50,12,36,14,3.581,1.9511,32,1.6299,0.6673,4012090,4012106
0.5174,0.9979,1.5614,54,24,36,18,3.7711,1.7598,46,2.0113,0.6697,4012106,4012129
0.4901,0.9964,1.5925,56,36,32,24,4.1112,1.9511,46,2.1601,0.681,4012129,4012152
0.4801,0.9721,1.5925,48,30,34,14,3.5204,2.015,32,1.5054,0.653,4012152,4012168
0.4988,0.9084,1.7553,52,30,30,22,3.7812,1.69,50,2.0912,0.6394,4012168,4012193
0.4915,0.9709,1.365,68,32,40,28,3.8372,1.7562,48,2.081,0.681,4020106,4020130
0.4997,0.9625,1.3979,82,28,38,44,5.0733,1.8861,62,3.1872,0.6633,4020130,4020161
0.5082,0.9938,1.365,64,24,38,26,3.965,2.535,26,1.43,0.6309,4020161,4020174
0.5012,1.0269,1.3979,56,6,36,20,3.7812,2.015,36,1.7662,0.6339,4020174,4020192
0.4911,1.0274,1.495,48,24,36,12,3.4512,1.8951,36,1.5561,0.6385,4020192,4020210
0.4922,0.9315,1.3654,68,18,38,30,4.226,2.0841,44,2.1419,0.7097,4064027,4064049
0.5294,1.0418,1.3037,70,14,36,34,4.4219,2.08,40,2.3419,0.7039,4064049,4064069
0.5171,1.0346,1.3,56,12,38,18,3.7712,2.3409,28,1.4303,0.7059,4064069,4064083
0.4866,1.042,1.4629,64,16,32,32,4.9442,1.95,52,2.9942,0.7102,4064083,4064109
0.5237,1.0045,1.4964,58,24,36,22,3.9791,2.4059,30,1.5732,0.6927,4064109,4064124
0.6,0.9811,1.4629,66,12,38,28,4.55,2.0841,48,2.4659,0.6981,4064124,4064148
0.5,0.9552,1.3325,66,10,38,28,4.0321,2.2787,34,1.7534,0.6999,4064186,4064203
0.4912,0.9207,1.3979,60,28,40,20,3.7073,1.8895,44,1.8178,0.6058,4079024,4079046
0.4994,0.8942,1.3341,66,26,38,28,3.7745,1.8212,48,1.9533,0.6184,4079046,4079070
0.5185,0.905,1.3654,60,32,38,22,3.6549,1.885,44,1.7699,0.6173,4079070,4079092
0.4517,0.9443,1.3979,66,28,42,24,4.0321,1.8951,50,2.1371,0.6261,4079092,4079117
0.5,0.886,1.495,62,32,40,22,3.5124,1.8212,44,1.6912,0.6267,4079117,4079139
0.5181,0.9197,1.4954,54,34,38,16,3.3965,1.7562,44,1.6403,0.6292,4079139,4079161
0.5168,0.983,1.4304,62,34,34,28,3.901,1.7598,52,2.1412,0.6243,4079161,4079187
0.5165,0.9054,1.4639,58,38,36,22,3.9011,2.016,44,1.8851,0.6059,4079187,4079209
0.4754,0.9836,1.4009,60,24,40,20,3.965,2.081,40,1.884,0.5697,4131023,4131043
0.5069,0.9489,1.6302,62,26,38,24,4.1054,1.885,48,2.2204,0.5748,4131043,4131067
0.5007,0.9038,1.4629,58,30,40,18,3.7845,2.081,40,1.7035,0.5923,4131067,4131087
0.5,0.9387,1.4629,56,24,30,26,3.6423,1.8951,40,1.7473,0.5844,4131087,4131107
0.4839,0.9281,1.4304,62,28,36,26,3.9045,1.8212,50,2.0833,0.596,4131107,4131132
0.532,0.8941,1.365,66,32,40,26,3.9114,1.8895,48,2.022,0.5996,4131132,4131156
0.4762,0.9375,1.365,62,30,34,28,4.0971,2.081,44,2.0161,0.6007,4131156,4131178
0.5,0.9146,1.3,66,18,40,26,3.5124,1.9511,40,1.5613,0.6043,4131178,4131198
0.5265,1.0346,1.3361,60,28,40,20,3.7061,1.8385,44,1.8676,0.5796,4161032,4161054
0.481,0.9589,1.365,52,28,44,8,3.5159,1.9511,36,1.5648,0.5772,4161054,4161072
0.483,0.9857,1.399,66,26,32,34,3.9053,1.6912,56,2.2141,0.5796,4161072,4161100
0.5095,1.0504,1.4657,56,40,38,18,3.7197,1.8861,40,1.8336,0.5728,4161100,4161120
0.4987,0.9062,1.4954,54,30,40,14,3.7801,1.8951,44,1.885,0.5759,4161120,4161142
0.5084,0.9324,1.6253,52,36,36,16,3.8548,1.885,44,1.9698,0.5485,4161142,4161164
0.5177,0.9914,1.365,60,20,32,28,3.6412,1.9543,42,1.6869,0.5677,4243029,4243050
0.4841,1.0425,1.5278,58,28,40,18,3.9142,1.885,44,2.0292,0.5753,4243050,4243072
0.518,0.9384,1.4625,50,34,28,22,3.6411,1.8951,40,1.7461,0.5772,4243072,4243092
0.5,0.8923,1.5275,64,30,46,18,4.162,1.8861,54,2.2759,0.5747,4243092,4243119
0.5092,1.0284,1.3329,56,36,36,20,3.4462,1.8246,40,1.6216,0.6077,4251060,4251080
0.4745,1.0398,1.3325,64,26,36,28,3.9752,1.9511,44,2.0242,0.6837,5034050,5034072
0.5089,1.0015,1.3004,66,20,38,28,3.8404,1.8861,42,1.9543,0.6677,5034072,5034093
0.5105,0.9431,1.3004,58,22,32,26,3.4754,1.9543,38,1.521,0.6458,5034093,5034112
0.4926,1.0169,1.3654,70,32,28,42,4.3628,1.8895,50,2.4733,0.6677,5034138,5034163
0.5109,1.0482,1.3341,70,20,38,32,4.5182,2.1489,40,2.3693,0.6668,5034163,5034183
0.5,0.9947,1.2679,68,12,36,32,4.1681,2.3082,40,1.8599,0.6296,5034183,5034203
0.5256,0.8236,1.7887,48,24,34,14,3.836,2.1802,38,1.6559,0.6428,5041035,5041054
0.541,0.9389,1.7228,46,32,32,14,3.965,2.016,40,1.949,0.6169,5041054,5041074
0.511,0.9461,1.695,52,30,36,16,4.1974,2.145,42,2.0524,0.6277,5041074,5041095
0.4994,0.9052,1.6689,58,28,34,24,4.1732,2.145,44,2.0282,0.6357,5041095,5041117
0.4996,1.0352,1.4639,60,22,36,24,3.9054,2.0841,38,1.8214,0.6474,5041117,5041136
