,growth_rate_hr,dna_fg,protein_fg
0,0.42,8.505154639175258,202
1,0.45,8.30409356725146,223
2,0.7,8.812499999999998,224
3,0.98,11.121495327102805,315
4,1.27,14.249684741488021,405
5,1.84,32.36151603498542,965
