,exp_type,experiment,frac_gene,gene,trial
8092,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pfkB,2.0
8093,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pflA,2.0
8094,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pflB,2.0
8095,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pgi,2.0
8096,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pgk,2.0
8097,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pgl,2.0
8098,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pgm,2.0
8099,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pheA,2.0
8100,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pheS,2.0
8101,A-lim,NQ393_Glc_IPTG30,0.0017889087656529517,pheT,2.0
8102,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,phoP,2.0
8103,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pic,2.0
8104,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pifA,2.0
8105,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pifC,2.0
8106,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pitA,2.0
8107,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,plsB,2.0
8108,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pmbA,2.0
8109,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pncA,2.0
8110,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pncB,2.0
8111,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pnp,2.0
8112,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pntA,2.0
8113,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pntB,2.0
8114,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,polA,2.0
8115,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,potD,2.0
8116,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,potF,2.0
8117,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,potG,2.0
8118,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppa,2.0
8119,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppc,2.0
8120,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppiA,2.0
8121,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppiB,2.0
8122,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppiC,2.0
8123,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppiD,2.0
8124,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppk,2.0
8125,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppsA,2.0
8126,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ppx,2.0
8127,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,prc,2.0
8128,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,prfA,2.0
8129,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,prfB,2.0
8130,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,prfC,2.0
8131,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,prlC,2.0
8132,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,proA,2.0
8133,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,proB,2.0
8134,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,proC,2.0
8135,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,proQ,2.0
8136,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,proS,2.0
8137,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,proX,2.0
8138,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,prs,2.0
8139,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,psd,2.0
8140,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pspA,2.0
8141,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pssA,2.0
8142,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pstS,2.0
8143,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pta,2.0
8144,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pth,2.0
8145,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ptsG,2.0
8146,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ptsH,2.0
8147,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ptsI,2.0
8148,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ptsN,2.0
8149,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purA,2.0
8150,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purB,2.0
8151,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purC,2.0
8152,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purD,2.0
8153,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purE,2.0
8154,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purF,2.0
8155,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purH,2.0
8156,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purL,2.0
8157,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purM,2.0
8158,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purN,2.0
8159,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purR,2.0
8160,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purT,2.0
8161,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,purU,2.0
8162,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,putP,2.0
8163,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pykA,2.0
8164,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pykF,2.0
8165,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pyrB,2.0
8166,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pyrC,2.0
8167,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pyrD,2.0
8168,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pyrE,2.0
8169,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pyrF,2.0
8170,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pyrG,2.0
8171,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,pyrH,2.0
8172,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,qor,2.0
8173,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,racR,2.0
8174,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,raiA,2.0
8175,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rbfA,2.0
8176,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rbsA,2.0
8177,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rbsB,2.0
8178,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rbsC,2.0
8179,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rbsD,2.0
8180,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rbsK,2.0
8181,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rcsB,2.0
8182,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rcsF,2.0
8183,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rdgB,2.0
8184,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,recA,2.0
8185,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,relA,2.0
8186,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rffA,2.0
8187,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rffG,2.0
8188,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rhlB,2.0
8189,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rho,2.0
8190,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ribB,2.0
8191,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ribE,2.0
8192,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ribH,2.0
8193,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rlmB,2.0
8194,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rlmN,2.0
8195,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rluD,2.0
8196,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rluF,2.0
8197,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rmlA2,2.0
8198,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rnb,2.0
8199,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rnc,2.0
8200,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rne,2.0
8201,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rnfH,2.0
8202,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rng,2.0
8203,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rnk,2.0
8204,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rnr,2.0
8205,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rof,2.0
8206,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpe,2.0
8207,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpiA,2.0
8208,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplA,2.0
8209,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplB,2.0
8210,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplC,2.0
8211,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplD,2.0
8212,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplE,2.0
8213,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplF,2.0
8214,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplI,2.0
8215,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplJ,2.0
8216,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplK,2.0
8217,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplL,2.0
8218,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplM,2.0
8219,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplN,2.0
8220,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplO,2.0
8221,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplP,2.0
8222,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplQ,2.0
8223,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplR,2.0
8224,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplS,2.0
8225,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplT,2.0
8226,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplU,2.0
8227,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplV,2.0
8228,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplW,2.0
8229,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplX,2.0
8230,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rplY,2.0
8231,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmA,2.0
8232,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmB,2.0
8233,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmC,2.0
8234,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmD,2.0
8235,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmE,2.0
8236,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmF,2.0
8237,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmG,2.0
8238,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmH,2.0
8239,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpmI,2.0
8240,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpoA,2.0
8241,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpoB,2.0
8242,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpoC,2.0
8243,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpoD,2.0
8244,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpoN,2.0
8245,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpoZ,2.0
8246,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsA,2.0
8247,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsB,2.0
8248,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsC,2.0
8249,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsD,2.0
8250,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsE,2.0
8251,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsF,2.0
8252,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsG,2.0
8253,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsH,2.0
8254,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsI,2.0
8255,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsJ,2.0
8256,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsK,2.0
8257,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsL,2.0
8258,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsM,2.0
8259,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsN,2.0
8260,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsO,2.0
8261,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsP,2.0
8262,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsQ,2.0
8263,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsR,2.0
8264,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsS,2.0
8265,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsT,2.0
8266,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rpsU,2.0
8267,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rraA,2.0
8268,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rrmJ,2.0
8269,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rsgA,2.0
8270,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rsmC,2.0
8271,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rstA,2.0
8272,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,rsuA,2.0
8273,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ruvB,2.0
8274,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sdhA,2.0
8275,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sdhB,2.0
8276,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,secA,2.0
8277,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,secB,2.0
8278,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,secD,2.0
8279,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,selA,2.0
8280,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,selB,2.0
8281,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,seqA,2.0
8282,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,serA,2.0
8283,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,serB,2.0
8284,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,serC,2.0
8285,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,serS,2.0
8286,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sfcA,2.0
8287,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,skp,2.0
8288,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,slt,2.0
8289,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,slyA,2.0
8290,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,slyB,2.0
8291,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,slyD,2.0
8292,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,smpA,2.0
8293,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sodA,2.0
8294,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sodB,2.0
8295,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sohB,2.0
8296,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,solA,2.0
8297,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sopA,2.0
8298,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sopB,2.0
8299,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,soxR,2.0
8300,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,speA,2.0
8301,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,speB,2.0
8302,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,speC,2.0
8303,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,speD,2.0
8304,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sppA,2.0
8305,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,srmB,2.0
8306,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ssb,2.0
8307,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sseA,2.0
8308,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sspA,2.0
8309,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,stbC,2.0
8310,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sthA,2.0
8311,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,stpA,2.0
8312,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sucA,2.0
8313,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sucB,2.0
8314,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sucC,2.0
8315,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sucD,2.0
8316,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sufA,2.0
8317,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sufC,2.0
8318,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,sufS,2.0
8319,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,suhB,2.0
8320,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,surA,2.0
8321,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,talA,2.0
8322,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,talB,2.0
8323,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tap,2.0
8324,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tar,2.0
8325,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tas,2.0
8326,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tatA,2.0
8327,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tdk,2.0
8328,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tesB,2.0
8329,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tetR,2.0
8330,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiB,2.0
8331,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiC,2.0
8332,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiD,2.0
8333,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiE,2.0
8334,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiF,2.0
8335,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiG,2.0
8336,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiH,2.0
8337,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiI,2.0
8338,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiJ,2.0
8339,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiL,2.0
8340,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thiM,2.0
8341,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thrA,2.0
8342,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thrB,2.0
8343,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thrC,2.0
8344,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thrS,2.0
8345,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,thyA,2.0
8346,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tig,2.0
8347,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tktA,2.0
8348,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tktB,2.0
8349,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tolB,2.0
8350,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tolC,2.0
8351,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tolQ,2.0
8352,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tonB,2.0
8353,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,topA,2.0
8354,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tpiA,2.0
8355,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tpx,2.0
8356,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,traT,2.0
8357,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trg,2.0
8358,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trmJ,2.0
8359,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trpA,2.0
8360,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trpB,2.0
8361,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trpD,2.0
8362,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trpE,2.0
8363,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trpS,2.0
8364,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trxA,2.0
8365,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trxB,2.0
8366,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,trxC,2.0
8367,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tsf,2.0
8368,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tsr,2.0
8369,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tsx,2.0
8370,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tufA,2.0
8371,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,typA,2.0
8372,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tyrB,2.0
8373,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tyrR,2.0
8374,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,tyrS,2.0
8375,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ubiD,2.0
8376,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ubiE,2.0
8377,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ubiF,2.0
8378,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ubiX,2.0
8379,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,udp,2.0
8380,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ugpQ,2.0
8381,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uhpA,2.0
8382,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,upp,2.0
8383,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,usg,2.0
8384,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ushA,2.0
8385,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uspA,2.0
8386,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uspD,2.0
8387,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uspE,2.0
8388,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uspF,2.0
8389,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uspG,2.0
8390,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uvrA,2.0
8391,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uvrD,2.0
8392,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uvrY,2.0
8393,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,uxuB,2.0
8394,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,valS,2.0
8395,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,waaA,2.0
8396,A-lim,NQ393_Glc_IPTG30,0.0017889087656529517,wrbA,2.0
8397,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,wzzB,2.0
8398,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,wzzE,2.0
8399,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,xseB,2.0
8400,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,xthA,2.0
8401,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yacF,2.0
8402,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yaeH,2.0
8403,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yaeP,2.0
8404,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yaeT,2.0
8405,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yagJ,2.0
8406,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yagU,2.0
8407,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yahK,2.0
8408,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yahO,2.0
8409,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yaiE,2.0
8410,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yajC,2.0
8411,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yajG,2.0
8412,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,yajQ,2.0
8413,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybaB,2.0
8414,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybaY,2.0
8415,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybbN,2.0
8416,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybcJ,2.0
8417,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybdH,2.0
8418,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybeD,2.0
8419,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybeY,2.0
8420,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybeZ,2.0
8421,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybfF,2.0
8422,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybgF,2.0
8423,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybgI,2.0
8424,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybgJ,2.0
8425,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybhC,2.0
8426,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybiB,2.0
8427,A-lim,NQ393_Glc_IPTG30,0.0017889087656529517,ybiC,2.0
8428,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybiS,2.0
8429,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybiT,2.0
8430,A-lim,NQ393_Glc_IPTG30,0.0008944543828264759,ybjP,2.0
