,exp_type,experiment,frac_gene,gene,trial
26,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aldA,1.0
27,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,allR,1.0
28,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,alr,1.0
29,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,amiA,1.0
30,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,amn,1.0
31,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,apaH,1.0
32,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aphA,1.0
33,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,apt,1.0
34,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,arcA,1.0
35,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,arcB,1.0
36,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argA,1.0
37,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argB,1.0
38,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argC,1.0
39,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argD,1.0
40,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argE,1.0
41,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argG,1.0
42,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argH,1.0
43,A-lim,NCM3722_Glc_IPTG0,0.001563721657544957,argI,1.0
44,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argS,1.0
45,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,argT,1.0
46,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,arnA,1.0
47,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,arnB,1.0
48,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,arnC,1.0
49,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroA,1.0
50,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroB,1.0
51,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroC,1.0
52,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroD,1.0
53,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroE,1.0
54,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroF,1.0
55,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroG,1.0
56,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroH,1.0
57,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroK,1.0
58,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aroL,1.0
59,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,artI,1.0
60,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,artJ,1.0
61,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,artP,1.0
62,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,asd,1.0
63,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,asnA,1.0
64,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,asnB,1.0
65,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,asnS,1.0
66,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aspA,1.0
67,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aspC,1.0
68,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,aspS,1.0
69,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,atpA,1.0
70,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,atpB,1.0
71,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,atpC,1.0
72,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,atpD,1.0
73,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,atpE,1.0
74,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,atpF,1.0
75,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,atpG,1.0
76,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,atpH,1.0
77,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,avtA,1.0
78,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,azoR,1.0
79,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,baeR,1.0
80,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,basR,1.0
81,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,basS,1.0
82,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,bcp,1.0
83,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,betB,1.0
84,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,bfr,1.0
85,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,bglA,1.0
86,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,bglX,1.0
87,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,bioB,1.0
88,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,bioD,1.0
89,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,bolA,1.0
90,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,borD,1.0
91,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,btuB,1.0
92,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,btuE,1.0
93,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,btuR,1.0
94,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,can,1.0
95,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,carA,1.0
96,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,carB,1.0
97,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cbl,1.0
98,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ccdA,1.0
99,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ccdB,1.0
100,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ccmE,1.0
101,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cfa,1.0
102,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cheA,1.0
103,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cheB,1.0
104,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cheW,1.0
105,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cheY,1.0
106,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cheZ,1.0
107,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cirA,1.0
108,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,clpA,1.0
109,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,clpB,1.0
110,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,clpP,1.0
111,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,clpS,1.0
112,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,clpX,1.0
113,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cmk,1.0
114,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cmoB,1.0
115,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,coaA,1.0
116,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,coaBC,1.0
117,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,codA,1.0
118,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,codB,1.0
119,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,copA,1.0
120,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,corA,1.0
121,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,corC,1.0
122,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cpdB,1.0
123,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cpxR,1.0
124,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,creA,1.0
125,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,crl,1.0
126,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,crp,1.0
127,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,crr,1.0
128,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cspA,1.0
129,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cspC,1.0
130,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cspD,1.0
131,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cspE,1.0
132,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cstA,1.0
133,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cueO,1.0
134,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cusA,1.0
135,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cusB,1.0
136,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cusC,1.0
137,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cusF,1.0
138,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cusR,1.0
139,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cusS,1.0
140,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cyaY,1.0
141,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cydA,1.0
142,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cydC,1.0
143,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cyoA,1.0
144,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cyoB,1.0
145,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysA,1.0
146,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysB,1.0
147,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysC,1.0
148,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysD,1.0
149,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysE,1.0
150,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysG,1.0
151,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysH,1.0
152,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysI,1.0
153,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysJ,1.0
154,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysK,1.0
155,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysM,1.0
156,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysN,1.0
157,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysP,1.0
158,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysQ,1.0
159,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cysS,1.0
160,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,cytR,1.0
161,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dacA,1.0
162,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dacC,1.0
163,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dadA,1.0
164,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dadX,1.0
165,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,damX,1.0
166,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dapA,1.0
167,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dapB,1.0
168,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dapD,1.0
169,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dapE,1.0
170,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dcd,1.0
171,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dcm,1.0
172,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dcp,1.0
173,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dcrB,1.0
174,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dcuA,1.0
175,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dcyD,1.0
176,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ddlB,1.0
177,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,deaD,1.0
178,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,def,1.0
179,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,degP,1.0
180,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,degQ,1.0
181,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,deoB,1.0
182,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,deoC,1.0
183,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,deoD,1.0
184,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dhaK,1.0
185,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dhaL,1.0
186,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dhaM,1.0
187,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,diaA,1.0
188,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dicA,1.0
189,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dksA,1.0
190,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dld,1.0
191,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dnaA,1.0
192,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dnaJ,1.0
193,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dnaK,1.0
194,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dnaN,1.0
195,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dnaQ,1.0
196,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dnaX,1.0
197,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dppA,1.0
198,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dppB,1.0
199,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dppC,1.0
200,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dppD,1.0
201,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dppF,1.0
202,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dps,1.0
203,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dsbA,1.0
204,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dsbC,1.0
205,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dsbG,1.0
206,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dtd,1.0
207,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dusA,1.0
208,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dut,1.0
209,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,dxs,1.0
210,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ecnB,1.0
211,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,eda,1.0
212,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,efp,1.0
213,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,elaB,1.0
214,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,elbB,1.0
215,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,emrA,1.0
216,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,emtA,1.0
217,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,engA,1.0
218,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,engB,1.0
219,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,engD,1.0
220,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,eno,1.0
221,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,entA,1.0
222,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,entB,1.0
223,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,entC,1.0
224,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,entE,1.0
225,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,epd,1.0
226,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,era,1.0
227,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,erpA,1.0
228,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,exbB,1.0
229,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabA,1.0
230,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabB,1.0
231,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabD,1.0
232,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabF,1.0
233,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabG,1.0
234,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabH,1.0
235,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabI,1.0
236,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabR,1.0
237,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fabZ,1.0
238,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fadA,1.0
239,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fadB,1.0
240,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fadD,1.0
241,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fadE,1.0
242,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fadL,1.0
243,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fadR,1.0
244,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fbaA,1.0
245,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fbaB,1.0
246,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fbp,1.0
247,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fdx,1.0
248,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fepA,1.0
249,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ffh,1.0
250,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fhuA,1.0
251,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fis,1.0
252,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fiu,1.0
253,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fklB,1.0
254,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fkpA,1.0
255,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fkpB,1.0
256,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fldA,1.0
257,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fldB,1.0
258,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgD,1.0
259,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgE,1.0
260,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgG,1.0
261,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgH,1.0
262,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgI,1.0
263,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgK,1.0
264,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgL,1.0
265,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgM,1.0
266,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flgN,1.0
267,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flhA,1.0
268,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliA,1.0
269,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliC,1.0
270,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliD,1.0
271,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliF,1.0
272,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliG,1.0
273,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliH,1.0
274,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliI,1.0
275,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliL,1.0
276,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliM,1.0
277,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliN,1.0
278,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliS,1.0
279,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliY,1.0
280,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fliZ,1.0
281,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,flu,1.0
282,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fmt,1.0
283,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fnr,1.0
284,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,folB,1.0
285,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,folC,1.0
286,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,folD,1.0
287,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,folE,1.0
288,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,folP,1.0
289,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,folX,1.0
290,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fre,1.0
291,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,frmA,1.0
292,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,frmB,1.0
293,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,frmR,1.0
294,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,frr,1.0
295,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,frsA,1.0
296,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fruA,1.0
297,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fruK,1.0
298,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fruR,1.0
299,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ftnA,1.0
300,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ftsA,1.0
301,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ftsE,1.0
302,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ftsY,1.0
303,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ftsZ,1.0
304,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fucU,1.0
305,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fumA,1.0
306,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fumC,1.0
307,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fur,1.0
308,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,fusA,1.0
309,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,gabD,1.0
310,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,gabT,1.0
311,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,galE,1.0
312,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,galK,1.0
313,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,galM,1.0
314,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,galU,1.0
315,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,gapA,1.0
316,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,gcd,1.0
317,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,gcp,1.0
318,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,gcvP,1.0
319,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,gdhA,1.0
320,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ghrA,1.0
321,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,ghrB,1.0
322,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glcB,1.0
323,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glgA,1.0
324,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glgB,1.0
325,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glgC,1.0
326,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glgP,1.0
327,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glk,1.0
328,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glmM,1.0
329,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glmS,1.0
330,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glmU,1.0
331,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glnA,1.0
332,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glnB,1.0
333,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glnD,1.0
334,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glnG,1.0
335,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glnH,1.0
336,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glnQ,1.0
337,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glnS,1.0
338,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glpB,1.0
339,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glpD,1.0
340,A-lim,NCM3722_Glc_IPTG0,0.0007818608287724785,glpF,1.0
