gene_name
aroH
aroK
artP
betB
borD
corA
corC
cptA
cspA
cspC
cusC
cyaY
cysM
ddlA
deaD
def
dnaA
dnaB
dnaJ
fabA
fabZ
fdx
ffh
fhuA
fis
folB
frr
ftsE
fusA
glyQ
gnsA
gpmB
gpt
greA
grpE
hflD
hscA
hscB
hsdM
hslO
infA
infB
iscA
iscS
kdgR
kdsB
lepA
ligA
livK
lysS
manA
metF
miaB
mnmG
mqo
mraW
mreB
nagA
ndpA
nlpA
nlpD
nuoI
nusA
obg
pal
panB
pifA
prfB
prfC
proQ
pspB
pth
purN
purR
purU
queF
rbfA
rhlB
rhlE
rho
rimN
rimO
rlmE
rlmI
rlmL
rluB
rluC
rnb
rnc
rne
rph
rplA
rplB
rplC
rplD
rplE
rplF
rplI
rplJ
rplK
rplL
rplM
rplN
rplO
rplQ
rplR
rplS
rplT
rplU
rplV
rplX
rplY
rpmA
rpmB
rpmC
rpmD
rpmE
rpmF
rpmG
rpmI
rpsB
rpsC
rpsD
rpsE
rpsF
rpsG
rpsH
rpsI
rpsJ
rpsK
rpsL
rpsM
rpsN
rpsO
rpsP
rpsQ
rpsR
rpsS
rpsT
rpsU
rsmA
rsmE
secG
secY
serB
sspB
tgt
thiI
thrS
tig
ttcA
tufA
upp
uup
yajQ
ybaB
ybbO
ybcJ
ybhC
ycaO
ycdO
yceD
ycfM
ycgL
yciT
ydjA
yebC
yegQ
yeiP
ygdK
yggS
yhdL
yibN
yjcD
yjgD
yqjI
